% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap1_copo2_0_1plstc_S21,im:cap1_copo2_0_1plstc_S21,re:cap1_copo2_0_5plstc_S21,im:cap1_copo2_0_5plstc_S21,re:cap1_copo2_0_75plstc_S21,im:cap1_copo2_0_75plstc_S21,re:cap1_copo2_1plstc_S21,im:cap1_copo2_1plstc_S21,
3.470000000000000E+009,7.879964709281921E-001,5.067345499992371E-001,7.999505754404452E-001,4.896925143400823E-001,7.997870224682995E-001,4.983508288455836E-001,7.937709647396373E-001,5.055913407535622E-001,7.880014093231755E-001,5.048255676801862E-001,
3.475000000000000E+009,7.940450906753540E-001,4.991660416126251E-001,8.051572211693917E-001,4.824271212850902E-001,8.053540831146048E-001,4.907557975331323E-001,7.994095843422694E-001,4.980404346236415E-001,7.940320647366997E-001,4.972454195235584E-001,
3.480000000000000E+009,7.985359430313110E-001,4.903099238872528E-001,8.089346756978859E-001,4.737578033962903E-001,8.094500758108951E-001,4.818080271511402E-001,8.035638036795593E-001,4.891852754397968E-001,7.985435586477915E-001,4.883843292160711E-001,
3.485000000000000E+009,8.042411804199219E-001,4.818934202194214E-001,8.139775640761062E-001,4.655571023374595E-001,8.148418459596871E-001,4.733391082523813E-001,8.089965379490427E-001,4.809325545053997E-001,8.043167551857031E-001,4.800162747090467E-001,
3.490000000000000E+009,8.086331486701965E-001,4.742963314056397E-001,8.177170470844516E-001,4.581968689932655E-001,8.187530835173255E-001,4.657976479585214E-001,8.130487703912752E-001,4.732968678715886E-001,8.085905438260599E-001,4.724128424941616E-001,
3.495000000000000E+009,8.134974241256714E-001,4.665030539035797E-001,8.219601884188659E-001,4.506951574600341E-001,8.232325454721527E-001,4.580511536851146E-001,8.176686569156723E-001,4.656310404222412E-001,8.133030770043230E-001,4.646582440213939E-001,
3.500000000000000E+009,8.182969689369202E-001,4.578393101692200E-001,8.261924913904808E-001,4.424491339394567E-001,8.276936233052027E-001,4.495724204559870E-001,8.222062147449324E-001,4.572228008776364E-001,8.180444836283121E-001,4.561143422431332E-001,
3.505000000000000E+009,8.226171731948853E-001,4.496039748191834E-001,8.300636628848711E-001,4.343783446292387E-001,8.317929335844472E-001,4.413017428933006E-001,8.263758196156961E-001,4.490045037159151E-001,8.223951333117618E-001,4.478398229575328E-001,
3.510000000000000E+009,8.273051381111145E-001,4.413335621356964E-001,8.340749663384596E-001,4.262945639261426E-001,8.361326342645715E-001,4.330070405772450E-001,8.308226696603344E-001,4.408262119441643E-001,8.268494007266038E-001,4.395041811920933E-001,
3.515000000000000E+009,8.316082358360291E-001,4.335128664970398E-001,8.380675254087089E-001,4.187730138160452E-001,8.402630657345560E-001,4.252571788015480E-001,8.350615331294536E-001,4.331431080148788E-001,8.312026670134939E-001,4.318498679569320E-001,
3.520000000000000E+009,8.360207080841065E-001,4.256256818771362E-001,8.418938013390873E-001,4.113029555866770E-001,8.443209958710607E-001,4.175369544981922E-001,8.392031684757474E-001,4.254813992447971E-001,8.355099533061550E-001,4.241642809159838E-001,
3.525000000000000E+009,8.396652340888977E-001,4.170020222663879E-001,8.451427370821805E-001,4.028040167013246E-001,8.478202876162215E-001,4.089224948758610E-001,8.427345627075182E-001,4.168208766380033E-001,8.390894532971939E-001,4.153806634074595E-001,
3.530000000000000E+009,8.434106111526489E-001,4.086457788944244E-001,8.485804956519982E-001,3.947909161987624E-001,8.514691371809757E-001,4.006432169769384E-001,8.464622646937431E-001,4.087275656764259E-001,8.428258055376257E-001,4.071910167610177E-001,
3.535000000000000E+009,8.472138047218323E-001,4.013079106807709E-001,8.521945691855282E-001,3.876480435462212E-001,8.552135264553680E-001,3.933422409543931E-001,8.502876814874844E-001,4.015520639274179E-001,8.466820981651313E-001,3.999232326244084E-001,
3.540000000000000E+009,8.504314422607422E-001,3.932926356792450E-001,8.550695708969986E-001,3.797908647712117E-001,8.582286622664603E-001,3.851866252242337E-001,8.534642870060012E-001,3.934198525855808E-001,8.498484260730124E-001,3.918127268691225E-001,
3.545000000000000E+009,8.547245264053345E-001,3.850470185279846E-001,8.589143464763441E-001,3.718263955358039E-001,8.622529993236738E-001,3.769349165749242E-001,8.576252318282698E-001,3.852813818570803E-001,8.539909697330951E-001,3.835980117944007E-001,
3.550000000000000E+009,8.576968312263489E-001,3.770285248756409E-001,8.616088547884528E-001,3.639151087338151E-001,8.650795828662481E-001,3.688132559923821E-001,8.604900245060951E-001,3.773431156418299E-001,8.568919139620151E-001,3.756807001692358E-001,
3.555000000000000E+009,8.605809211730957E-001,3.690249323844910E-001,8.642561392073409E-001,3.562444192906686E-001,8.679587715859995E-001,3.609522100645661E-001,8.633808430056400E-001,3.695161833646116E-001,8.597486901624324E-001,3.678020610918000E-001,
3.560000000000000E+009,8.640511035919190E-001,3.603094816207886E-001,8.674779932061811E-001,3.476516759607373E-001,8.712776844666887E-001,3.521440051436993E-001,8.667802652408178E-001,3.607376563655821E-001,8.632249459810352E-001,3.590038721129900E-001,
3.565000000000000E+009,8.670861721038818E-001,3.524148464202881E-001,8.704643705028146E-001,3.400162206819831E-001,8.742980730440895E-001,3.441969108824092E-001,8.698928184618062E-001,3.530531562693050E-001,8.662926520840235E-001,3.512284372006214E-001,
3.570000000000000E+009,8.697606921195984E-001,3.441709578037262E-001,8.727906448933573E-001,3.320244800877492E-001,8.766132377851352E-001,3.360631246031186E-001,8.724390820325197E-001,3.450448936004839E-001,8.688253085591046E-001,3.432060095656399E-001,
3.575000000000000E+009,8.723922967910767E-001,3.359540104866028E-001,8.754267294942305E-001,3.237548553156946E-001,8.793565740526589E-001,3.276525275565654E-001,8.752703891299100E-001,3.366421852471853E-001,8.716594969597772E-001,3.348782062672787E-001,
3.580000000000000E+009,8.748255968093872E-001,3.278814554214478E-001,8.773554890546715E-001,3.159096605106360E-001,8.813411029240736E-001,3.196505724436160E-001,8.774665537817475E-001,3.287377699258682E-001,8.737861038794403E-001,3.268172322000759E-001,
3.585000000000000E+009,8.774253726005554E-001,3.200279772281647E-001,8.798786370148573E-001,3.080280285748144E-001,8.839035747945235E-001,3.116123486499356E-001,8.801915661649866E-001,3.208249118878344E-001,8.763810527312546E-001,3.188838816177411E-001,
3.590000000000000E+009,8.801271915435791E-001,3.119029104709625E-001,8.824790455520033E-001,3.001029165200413E-001,8.865238340078174E-001,3.036439866013836E-001,8.829656912372963E-001,3.128135969802996E-001,8.791448518628789E-001,3.108611574159010E-001,
3.595000000000000E+009,8.821918368339539E-001,3.049222528934479E-001,8.844265621280002E-001,2.932029355527181E-001,8.886053521705445E-001,2.966525406267359E-001,8.851052043379140E-001,3.057951981207793E-001,8.812044834030717E-001,3.039693570730770E-001,
3.600000000000000E+009,8.842419981956482E-001,2.960498631000519E-001,8.862413219353578E-001,2.845844538941716E-001,8.905282212144684E-001,2.878428760016360E-001,8.871849423248452E-001,2.970670441203919E-001,8.831979075974610E-001,2.952276742934075E-001,
3.605000000000000E+009,8.870540857315064E-001,2.887087166309357E-001,8.889103556323127E-001,2.771195900634982E-001,8.933152893035496E-001,2.803719432286940E-001,8.900657302753898E-001,2.895845270282423E-001,8.860331458397750E-001,2.876513149329294E-001,
3.610000000000000E+009,8.890771865844727E-001,2.812418341636658E-001,8.907162720574724E-001,2.698301211823109E-001,8.952654124897476E-001,2.728635380951902E-001,8.920193359357896E-001,2.820818657119597E-001,8.880227224663952E-001,2.801608630462026E-001,
3.615000000000000E+009,8.907980918884277E-001,2.737034559249878E-001,8.921522696105910E-001,2.624019997085641E-001,8.968192139245559E-001,2.651521772253180E-001,8.936739066402413E-001,2.745020134579103E-001,8.895556642700028E-001,2.726352581446492E-001,
3.620000000000000E+009,8.936807513237000E-001,2.654336988925934E-001,8.950766882293494E-001,2.544009635845531E-001,8.997766961825966E-001,2.569586381688953E-001,8.966969423004273E-001,2.664355745317302E-001,8.924780983495650E-001,2.645648226006458E-001,
3.625000000000000E+009,8.966861963272095E-001,2.574681043624878E-001,8.979311635746753E-001,2.466722265124061E-001,9.026852292284030E-001,2.490288500086209E-001,8.996557899512169E-001,2.584755164859294E-001,8.953874177957143E-001,2.566741735197285E-001,
3.630000000000000E+009,8.991139531135559E-001,2.488043457269669E-001,9.004126941787125E-001,2.381313237825683E-001,9.051136848026271E-001,2.402723204686216E-001,9.021716491304755E-001,2.499319771036161E-001,8.978359748406649E-001,2.480670097599945E-001,
3.635000000000000E+009,9.004645347595215E-001,2.402870804071426E-001,9.019029094380040E-001,2.294510279787661E-001,9.065890531119873E-001,2.315177833544400E-001,9.037468387957528E-001,2.412216478113023E-001,8.991938500348820E-001,2.394710710175484E-001,
3.640000000000000E+009,9.028100967407227E-001,2.323008924722672E-001,9.040213167677714E-001,2.213886438015681E-001,9.088478530382627E-001,2.234800041723363E-001,9.059812458650989E-001,2.331323783824454E-001,9.014350224186546E-001,2.314378021274094E-001,
3.645000000000000E+009,9.039934873580933E-001,2.238650321960449E-001,9.052754705003997E-001,2.130478218619167E-001,9.101276157895648E-001,2.150029007723752E-001,9.073917368502787E-001,2.247266950282600E-001,9.027416450145436E-001,2.231723804917163E-001,
3.650000000000000E+009,9.055733084678650E-001,2.154932022094727E-001,9.066588434399822E-001,2.046558588685476E-001,9.115251451203330E-001,2.064911000463152E-001,9.089509995303142E-001,2.163430756138921E-001,9.042322408634513E-001,2.149466280285600E-001,
3.655000000000000E+009,9.075556397438049E-001,2.076629549264908E-001,9.085283286233601E-001,1.969307028211454E-001,9.134857680727844E-001,1.986693569861535E-001,9.109876982897038E-001,2.086342526361222E-001,9.061776194329392E-001,2.072350715489962E-001,
3.660000000000000E+009,9.091593623161316E-001,1.992522776126862E-001,9.101076514134023E-001,1.883753120781245E-001,9.151379285293665E-001,1.900001702536145E-001,9.127400144184688E-001,1.999595601517115E-001,9.078013573150684E-001,1.986718126669433E-001,
3.665000000000000E+009,9.107014536857605E-001,1.912603080272675E-001,9.115243680222971E-001,1.804170597567790E-001,9.166571254192024E-001,1.818982793280798E-001,9.143176687590210E-001,1.919361958567959E-001,9.093528250673453E-001,1.908343274165127E-001,
3.670000000000000E+009,9.125755429267883E-001,1.841046214103699E-001,9.134042104313481E-001,1.732846415097364E-001,9.186583738119322E-001,1.745719927583057E-001,9.163179449044177E-001,1.848265498218163E-001,9.113623817757802E-001,1.837833304067684E-001,
3.675000000000000E+009,9.143591523170471E-001,1.750424206256867E-001,9.150721525348318E-001,1.643127819519919E-001,9.203705402264104E-001,1.654823193619036E-001,9.180592465476434E-001,1.757797795595574E-001,9.130750679476505E-001,1.747233991826623E-001,
3.680000000000000E+009,9.150316119194031E-001,1.671510636806488E-001,9.154252018920842E-001,1.564259445877781E-001,9.208567598316816E-001,1.573601532243760E-001,9.186441476571569E-001,1.678209445397626E-001,9.136132282112222E-001,1.668442113965566E-001,
3.685000000000000E+009,9.159373641014099E-001,1.583427637815476E-001,9.163638758635025E-001,1.476422405520088E-001,9.216929882410929E-001,1.483228820534716E-001,9.196277368778396E-001,1.589137745317173E-001,9.145444329123311E-001,1.580810012154533E-001,
3.690000000000000E+009,9.169790148735046E-001,1.508740335702896E-001,9.172393430208141E-001,1.401644915331093E-001,9.226541951405382E-001,1.407689820603920E-001,9.206835601311039E-001,1.515336723319394E-001,9.154957538679595E-001,1.507063793285607E-001,
3.695000000000000E+009,9.174988865852356E-001,1.419156789779663E-001,9.178231483603319E-001,1.312036102036476E-001,9.232097147432390E-001,1.316624497899669E-001,9.213293110206917E-001,1.424509923578949E-001,9.161702920983950E-001,1.417473522480285E-001,
3.700000000000000E+009,9.183509349822998E-001,1.337540447711945E-001,9.186603941037883E-001,1.231588363109745E-001,9.239927054185532E-001,1.233888683506479E-001,9.222078810421405E-001,1.343642366558828E-001,9.170322498241977E-001,1.337652141406137E-001,
3.705000000000000E+009,9.190915822982788E-001,1.258141100406647E-001,9.192012735139488E-001,1.150535513498599E-001,9.245348177514361E-001,1.153112954048227E-001,9.229464494849996E-001,1.263205251032302E-001,9.176678633137312E-001,1.258557911220027E-001,
3.710000000000000E+009,9.200205802917481E-001,1.178110688924789E-001,9.201367663404712E-001,1.068298549434563E-001,9.255320838933258E-001,1.069171602184926E-001,9.240043511967402E-001,1.180895941091646E-001,9.187071376646702E-001,1.176629138487080E-001,
3.715000000000000E+009,9.205314517021179E-001,1.090733334422112E-001,9.204628818980812E-001,9.815676746543518E-002,9.258556906493545E-001,9.811660135827868E-002,9.244964946349653E-001,1.093695857318566E-001,9.191565536630942E-001,1.090627053467940E-001,
3.720000000000000E+009,9.208672046661377E-001,1.014052405953407E-001,9.208097533552384E-001,9.037782735600836E-002,9.262073727605797E-001,9.028325413886534E-002,9.249523104406499E-001,1.017017601476070E-001,9.194967182911775E-001,1.014620276133350E-001,
3.725000000000000E+009,9.204593896865845E-001,9.309495985507965E-002,9.203125742221618E-001,8.206826564056208E-002,9.257284821399514E-001,8.188376533471380E-002,9.246236351452675E-001,9.338317535162358E-002,9.191234495717630E-001,9.327258126957089E-002,
3.730000000000000E+009,9.201763868331909E-001,8.555586636066437E-002,9.199479933758878E-001,7.416030914252633E-002,9.253900246338740E-001,7.382289499766692E-002,9.244601784779911E-001,8.551092138309305E-002,9.189832477845217E-001,8.552786963757619E-002,
3.735000000000000E+009,9.207817912101746E-001,7.730803638696671E-002,9.204118895979223E-001,6.603951856883977E-002,9.259237858160379E-001,6.543358464423869E-002,9.251192430381781E-001,7.738833177548711E-002,9.195512604957739E-001,7.735701915439561E-002,
3.740000000000000E+009,9.204548597335815E-001,6.974116712808609E-002,9.200072855675517E-001,5.842387833473431E-002,9.254476860426126E-001,5.774298993378028E-002,9.249656564130544E-001,6.977594588782415E-002,9.192513879929889E-001,6.981510267023500E-002,
3.745000000000000E+009,9.211689233779907E-001,6.208084896206856E-002,9.203962207766763E-001,5.069656130714795E-002,9.259510187443132E-001,4.995254374044847E-002,9.255626734818716E-001,6.201951355428238E-002,9.197853726418683E-001,6.224145955024440E-002,
3.750000000000000E+009,9.213269948959351E-001,5.437622591853142E-002,9.205355738167322E-001,4.320263891267109E-002,9.261819642014489E-001,4.227544679517351E-002,9.260353683000855E-001,5.446967809868115E-002,9.201809200457988E-001,5.478086174862067E-002,
3.755000000000000E+009,9.208837747573853E-001,4.689145088195801E-002,9.199887375688045E-001,3.549567272249233E-002,9.256015607848722E-001,3.434944688215891E-002,9.256825987118437E-001,4.665691799860920E-002,9.196333350470901E-001,4.718462538016637E-002,
3.760000000000000E+009,9.211625456809998E-001,3.759666159749031E-002,9.200705246785410E-001,2.629137893021364E-002,9.256274248538966E-001,2.501560593062247E-002,9.259828030711016E-001,3.741581020259301E-002,9.198466754881234E-001,3.812284276641492E-002,
3.765000000000000E+009,9.212301373481751E-001,3.111079335212708E-002,9.199339278243145E-001,1.965749427921120E-002,9.255201738980442E-001,1.819905657681248E-002,9.260903602450166E-001,3.067431585588040E-002,9.198803351861575E-001,3.153664720983408E-002,
3.770000000000000E+009,9.204604625701904E-001,2.292444929480553E-002,9.191130594739851E-001,1.147762100420045E-002,9.247851853517214E-001,9.840898400440589E-003,9.255393833482406E-001,2.239945104740353E-002,9.193209638173778E-001,2.347505853185839E-002,
3.775000000000000E+009,9.207376241683960E-001,1.462783198803663E-002,9.192008221875826E-001,3.230304760581993E-003,9.248591184017847E-001,1.312224915938756E-003,9.258227717990272E-001,1.393369727390933E-002,9.195848344241220E-001,1.521598634781467E-002,
3.780000000000000E+009,9.206140637397766E-001,7.053760811686516E-003,9.189993920503146E-001,-4.499420543117937E-003,9.245441172098540E-001,-6.532757779429608E-003,9.258073686911614E-001,6.115431347947205E-003,9.195752972427379E-001,7.660003393556208E-003,
3.785000000000000E+009,9.207743406295776E-001,-6.685461848974228E-004,9.189273577422056E-001,-1.219002687295965E-002,9.244338126482917E-001,-1.426195919857453E-002,9.258710892351990E-001,-1.746732085319514E-003,9.196164733494019E-001,-1.034939964836883E-005,
3.790000000000000E+009,9.201657176017761E-001,-8.398351259529591E-003,9.182356105662827E-001,-2.004253361831308E-002,9.237359268903769E-001,-2.227503638098645E-002,9.253085069172364E-001,-9.794678365937226E-003,9.191971314652574E-001,-7.825228724324290E-003,
3.795000000000000E+009,9.198039174079895E-001,-1.645506545901299E-002,9.176252211298626E-001,-2.817954213122314E-002,9.231501486578650E-001,-3.059806708190152E-002,9.248397697221431E-001,-1.799699766572113E-002,9.188496693829708E-001,-1.581499442517569E-002,
3.800000000000000E+009,9.195631742477417E-001,-2.442126534879208E-002,9.173221751207772E-001,-3.620825790955554E-002,9.227498464135392E-001,-3.875812475553377E-002,9.246299818725953E-001,-2.622640472881268E-002,9.186862810049106E-001,-2.381502153968202E-002,
3.805000000000000E+009,9.193727374076843E-001,-3.247933089733124E-002,9.170676613446955E-001,-4.440143835372981E-002,9.224208276520862E-001,-4.709323736855499E-002,9.243715017780283E-001,-3.445532023697576E-002,9.185895185676818E-001,-3.192184734690913E-002,
3.810000000000000E+009,9.182609319686890E-001,-4.069215059280396E-002,9.157051107417404E-001,-5.263865632356091E-002,9.210955665518363E-001,-5.537884983299182E-002,9.232002039205038E-001,-4.274124426417773E-002,9.173627654134686E-001,-4.018572271930748E-002,
3.815000000000000E+009,9.173800349235535E-001,-4.935337230563164E-002,9.145824337398518E-001,-6.112889901449146E-002,9.199205212529618E-001,-6.421668710804046E-002,9.221922875940786E-001,-5.137845093251685E-002,9.164882960123755E-001,-4.866491918943965E-002,
3.820000000000000E+009,9.167006611824036E-001,-5.749981477856636E-002,9.137945840099881E-001,-6.945813640824994E-002,9.191139748110926E-001,-7.266632987305513E-002,9.215924042186912E-001,-5.965218260452065E-002,9.159026428909669E-001,-5.693206532390299E-002,
3.825000000000000E+009,9.160485267639160E-001,-6.617408990859985E-002,9.130814461179694E-001,-7.802170316647683E-002,9.181872668409163E-001,-8.138750106814691E-002,9.209787148166029E-001,-6.831973365472542E-002,9.151748097121872E-001,-6.547828573079906E-002,
3.830000000000000E+009,9.143313765525818E-001,-7.365511357784271E-002,9.114294849735992E-001,-8.566410757142264E-002,9.163738661081672E-001,-8.916245277469137E-002,9.194484475519722E-001,-7.595521636342628E-002,9.135277043171479E-001,-7.297518722136820E-002,
3.835000000000000E+009,9.123612642288208E-001,-8.160132914781570E-002,9.092445413735087E-001,-9.385636351467525E-002,9.141694311693330E-001,-9.749433533106289E-002,9.174995856667820E-001,-8.419802050703742E-002,9.115744067308735E-001,-8.093434822811520E-002,
3.840000000000000E+009,9.110058546066284E-001,-8.944270014762878E-002,9.075760178790009E-001,-1.017521870863286E-001,9.124357953337838E-001,-1.055428452996927E-001,9.160161823041071E-001,-9.223352417298676E-002,9.102376280267740E-001,-8.878434339276264E-002,
3.845000000000000E+009,9.098747968673706E-001,-9.670188277959824E-002,9.062654055355444E-001,-1.091007197079327E-001,9.110657358530896E-001,-1.128922381104106E-001,9.148673627071591E-001,-9.957046193791976E-002,9.091093418108491E-001,-9.599229094967292E-002,
3.850000000000000E+009,9.082007408142090E-001,-1.045334041118622E-001,9.043949022285207E-001,-1.167677781208094E-001,9.091219131305425E-001,-1.207419509532041E-001,9.132113320558726E-001,-1.074273439101137E-001,9.074925577763064E-001,-1.036568530737691E-001,
3.855000000000000E+009,9.068804979324341E-001,-1.115105822682381E-001,9.029232302402053E-001,-1.238200827938470E-001,9.076436818228101E-001,-1.278117338948922E-001,9.120021575093380E-001,-1.145349258180504E-001,9.062305443350345E-001,-1.105670069705192E-001,
3.860000000000000E+009,9.062519669532776E-001,-1.183038279414177E-001,9.020608935988597E-001,-1.307867933436509E-001,9.068446204747956E-001,-1.349320698809676E-001,9.113062708063480E-001,-1.216701652904505E-001,9.056365373576312E-001,-1.174424198316432E-001,
3.865000000000000E+009,9.047210812568665E-001,-1.254955977201462E-001,9.002838541724564E-001,-1.382961342763161E-001,9.051167891072031E-001,-1.425913059148750E-001,9.098246938220669E-001,-1.293004825059882E-001,9.040910985432878E-001,-1.248641951808394E-001,
3.870000000000000E+009,9.034521579742432E-001,-1.325534880161285E-001,8.987971430010741E-001,-1.450991357539087E-001,9.035524808416506E-001,-1.496473235989821E-001,9.085101586695783E-001,-1.363796520183422E-001,9.027227710937138E-001,-1.317151977728150E-001,
3.875000000000000E+009,9.024818539619446E-001,-1.400171518325806E-001,8.976460079542701E-001,-1.528362325230284E-001,9.023364632053703E-001,-1.575152096960869E-001,9.075828526910112E-001,-1.443236688286974E-001,9.018532728440238E-001,-1.391640391552750E-001,
3.880000000000000E+009,9.013892412185669E-001,-1.475577056407929E-001,8.962565310103043E-001,-1.605184883333984E-001,9.008105067850186E-001,-1.652932853462298E-001,9.061931760343707E-001,-1.521212801419054E-001,9.006995842597981E-001,-1.466016908292072E-001,
3.885000000000000E+009,8.996625542640686E-001,-1.552255302667618E-001,8.940572959583472E-001,-1.682288805250928E-001,8.985181150694195E-001,-1.732905661781005E-001,9.042445200200767E-001,-1.600551937460794E-001,8.990143744259463E-001,-1.541972083419110E-001,
3.890000000000000E+009,8.980879783630371E-001,-1.628102660179138E-001,8.923664182490139E-001,-1.758706168660432E-001,8.966378496128429E-001,-1.809191649173710E-001,9.027161868501020E-001,-1.676837114128329E-001,8.976873446129281E-001,-1.616695099954902E-001,
3.895000000000000E+009,8.968385457992554E-001,-1.699835509061813E-001,8.906100986392169E-001,-1.830357748825353E-001,8.948489825934114E-001,-1.883021123875258E-001,9.011615111634935E-001,-1.750981010217062E-001,8.963639440428761E-001,-1.688789397567413E-001,
3.900000000000000E+009,8.948906064033508E-001,-1.777866929769516E-001,8.884931632015458E-001,-1.909033448023146E-001,8.926464351821121E-001,-1.963170205565714E-001,8.992010043411594E-001,-1.831323958072547E-001,8.947136847893332E-001,-1.767300388421635E-001,
3.905000000000000E+009,8.937796354293823E-001,-1.845674067735672E-001,8.869996794173536E-001,-1.975723749886326E-001,8.909620813996872E-001,-2.031644283230438E-001,8.977845937252643E-001,-1.901945023345199E-001,8.935665083543856E-001,-1.835430022133953E-001,
3.910000000000000E+009,8.922756314277649E-001,-1.922783404588699E-001,8.849507319488671E-001,-2.052349706148890E-001,8.888161970411501E-001,-2.110638454078736E-001,8.958403756159417E-001,-1.981305074905949E-001,8.920121230484143E-001,-1.913278070770209E-001,
3.915000000000000E+009,8.905484080314636E-001,-1.995953023433685E-001,8.830105872735128E-001,-2.123762960073822E-001,8.867271205660765E-001,-2.182685078105487E-001,8.938258781590684E-001,-2.055294787536732E-001,8.903572201152546E-001,-1.986510652920562E-001,
3.920000000000000E+009,8.886824846267700E-001,-2.070293873548508E-001,8.810132499519069E-001,-2.194955715849791E-001,8.845387553549251E-001,-2.256256475124766E-001,8.917429793924393E-001,-2.129747570098172E-001,8.886187796581976E-001,-2.060008562884904E-001,
3.925000000000000E+009,8.871912956237793E-001,-2.147933244705200E-001,8.794164573205597E-001,-2.273277556081366E-001,8.827221664052153E-001,-2.336188226891463E-001,8.901145788165734E-001,-2.208690857623966E-001,8.872421076069222E-001,-2.138675772464941E-001,
3.930000000000000E+009,8.855255842208862E-001,-2.223104834556580E-001,8.774364849305341E-001,-2.348285037195216E-001,8.805157128521517E-001,-2.412226188135323E-001,8.881566934126501E-001,-2.286082889532200E-001,8.855756082470558E-001,-2.215707755884591E-001,
3.935000000000000E+009,8.839747905731201E-001,-2.300197333097458E-001,8.755796102817278E-001,-2.425837034999661E-001,8.785285175808770E-001,-2.488911743854865E-001,8.862939477562073E-001,-2.363304900070169E-001,8.839689099801014E-001,-2.292530007005404E-001,
3.940000000000000E+009,8.825294971466065E-001,-2.384175807237625E-001,8.738517719095270E-001,-2.508616746164880E-001,8.766657167497685E-001,-2.572664981983089E-001,8.845658234295757E-001,-2.446875602587311E-001,8.825263911023366E-001,-2.375704887054179E-001,
3.945000000000000E+009,8.794280290603638E-001,-2.457504570484161E-001,8.706281239629465E-001,-2.583270826430427E-001,8.732210681375007E-001,-2.647068557288876E-001,8.814166629010951E-001,-2.520477536375241E-001,8.796220241331982E-001,-2.450277879290572E-001,
3.950000000000000E+009,8.775821924209595E-001,-2.538070678710938E-001,8.685659775015491E-001,-2.659890124731388E-001,8.709732984623664E-001,-2.724856823297037E-001,8.794641385787103E-001,-2.598004072648847E-001,8.777714333864981E-001,-2.529455526022654E-001,
3.955000000000000E+009,8.754310011863709E-001,-2.615405917167664E-001,8.662257331212426E-001,-2.737844418748975E-001,8.685202697012026E-001,-2.803395118762089E-001,8.771410317828806E-001,-2.677224379647641E-001,8.756788207728242E-001,-2.608236911034071E-001,
3.960000000000000E+009,8.727108240127564E-001,-2.688913941383362E-001,8.632046422933968E-001,-2.811262089593535E-001,8.654152430062427E-001,-2.878261235753845E-001,8.741897232903639E-001,-2.751758284051017E-001,8.728607305763712E-001,-2.681529011938517E-001,
3.965000000000000E+009,8.698151707649231E-001,-2.767899334430695E-001,8.599608307451009E-001,-2.891693817829728E-001,8.619841690435242E-001,-2.959703553706219E-001,8.710655725350004E-001,-2.832996258035139E-001,8.700468338733229E-001,-2.762336419382434E-001,
3.970000000000000E+009,8.668710589408875E-001,-2.843328416347504E-001,8.565257686648180E-001,-2.965488113881747E-001,8.583971729425489E-001,-3.033158534800593E-001,8.677741058172546E-001,-2.907403431048062E-001,8.671017055985215E-001,-2.837299714941439E-001,
3.975000000000000E+009,8.630806207656860E-001,-2.950340807437897E-001,8.523373437131936E-001,-3.072392697284889E-001,8.541095574967200E-001,-3.140758039919829E-001,8.636980136620707E-001,-3.016561723683366E-001,8.633806559818620E-001,-2.946464535752668E-001,
3.980000000000000E+009,8.608108162879944E-001,-3.026231527328491E-001,8.494681745065327E-001,-3.145866086746522E-001,8.511316005010386E-001,-3.215127287830377E-001,8.610011218464522E-001,-3.090582546881764E-001,8.608062144490106E-001,-3.023219319836233E-001,
3.985000000000000E+009,8.574713468551636E-001,-3.093593716621399E-001,8.460459334610111E-001,-3.210386957620439E-001,8.475906069915195E-001,-3.281532220530360E-001,8.576582111961724E-001,-3.156726543806292E-001,8.576680223597351E-001,-3.090249930286629E-001,
3.990000000000000E+009,8.540375828742981E-001,-3.173933923244476E-001,8.424225282598146E-001,-3.288587517235571E-001,8.437515150866914E-001,-3.358953783104667E-001,8.541905035922899E-001,-3.235381745903436E-001,8.543110451464053E-001,-3.169895384995954E-001,
3.995000000000000E+009,8.517988324165344E-001,-3.244109153747559E-001,8.400951341968121E-001,-3.357889279824473E-001,8.411778238641883E-001,-3.428284752015172E-001,8.519089513054569E-001,-3.304942741713046E-001,8.521247597550540E-001,-3.239850637708495E-001,
4.000000000000000E+009,8.483220338821411E-001,-3.310375213623047E-001,8.361841834236166E-001,-3.424007209256589E-001,8.372025144658939E-001,-3.494976946139672E-001,8.481668092263923E-001,-3.370596626082522E-001,8.485464391096979E-001,-3.306260966032326E-001,
4.005000000000000E+009,8.444513082504273E-001,-3.381969332695007E-001,8.320209304008123E-001,-3.493466704849332E-001,8.329151401422330E-001,-3.564480663654604E-001,8.442547958124509E-001,-3.442128384826681E-001,8.447698236995735E-001,-3.378302824478429E-001,
4.010000000000000E+009,8.419615030288696E-001,-3.455916047096252E-001,8.291948637195590E-001,-3.565642288862111E-001,8.298939406757308E-001,-3.638113369311865E-001,8.415470206673226E-001,-3.516083184108889E-001,8.423078053752249E-001,-3.452309793299240E-001,
4.015000000000000E+009,8.387094140052795E-001,-3.527190983295441E-001,8.256582167824473E-001,-3.634503865317503E-001,8.261130595267973E-001,-3.708759257314031E-001,8.381131328871890E-001,-3.587614460025034E-001,8.390560268628249E-001,-3.524728242122825E-001,
4.020000000000000E+009,8.356497287750244E-001,-3.598026931285858E-001,8.223162922799128E-001,-3.702643313596796E-001,8.225490237614799E-001,-3.777029854920229E-001,8.347957804110160E-001,-3.658120054565326E-001,8.359396162134478E-001,-3.595659102349486E-001,
