% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap1_copo2_0_5leite_desnato_S21,im:cap1_copo2_0_5leite_desnato_S21,re:cap1_copo2_0_5leite_semi_desnato_S21,im:cap1_copo2_0_5leite_semi_desnato_S21,re:cap1_copo2_0_5leite_integral_S21,im:cap1_copo2_0_5leite_integral_S21,
3.435000000000000E+009,7.349256304299536E-001,5.679244428852326E-001,7.251920768751488E-001,5.683142962292607E-001,7.262435396041872E-001,5.764621685409548E-001,7.350391603104443E-001,5.678830587184632E-001,
3.440000000000000E+009,7.430440587982660E-001,5.610994167845084E-001,7.338727501932548E-001,5.620614863740232E-001,7.351285842514039E-001,5.702638862800600E-001,7.431806393300733E-001,5.609777037384081E-001,
3.445000000000000E+009,7.504958760076169E-001,5.532776801021385E-001,7.418508538792304E-001,5.547609486711229E-001,7.431700076560976E-001,5.628630960655214E-001,7.506248652950848E-001,5.531896089823987E-001,
3.450000000000000E+009,7.576087788616284E-001,5.457113732237744E-001,7.493329224104842E-001,5.475579487427957E-001,7.508748344535831E-001,5.555867284507753E-001,7.577020744240143E-001,5.455815139407318E-001,
3.455000000000000E+009,7.647158297374357E-001,5.382722092555929E-001,7.568954122792707E-001,5.405777371000897E-001,7.585820133895876E-001,5.486170942573547E-001,7.648765433902565E-001,5.381828154308708E-001,
3.460000000000000E+009,7.716452990158939E-001,5.306324484381833E-001,7.642106548042696E-001,5.332266799588991E-001,7.660724648094180E-001,5.410589113082887E-001,7.717258901365850E-001,5.305692398343582E-001,
3.465000000000000E+009,7.779973030338772E-001,5.234733138891968E-001,7.709753985645066E-001,5.261475462659400E-001,7.728625601425173E-001,5.340215325088502E-001,7.780944236315878E-001,5.234055461756153E-001,
3.470000000000000E+009,7.842548389201696E-001,5.149732447153276E-001,7.775837231335825E-001,5.178298585286915E-001,7.796015565948489E-001,5.257235732460023E-001,7.842988679308520E-001,5.148921470422374E-001,
3.475000000000000E+009,7.908168256298054E-001,5.073595345504640E-001,7.844682620037548E-001,5.104106885392051E-001,7.865432026443484E-001,5.182080047760010E-001,7.908135939929980E-001,5.073441250084205E-001,
3.480000000000000E+009,7.957371475864690E-001,4.986281897639635E-001,7.898098575924027E-001,5.016771784255022E-001,7.919207964973452E-001,5.093412188110353E-001,7.957986929608125E-001,4.986000562485415E-001,
3.485000000000000E+009,8.020626515370108E-001,4.903481850946767E-001,7.963017943365327E-001,4.934036993179424E-001,7.985203957405092E-001,5.011316179885865E-001,8.021679675657437E-001,4.903023930239057E-001,
3.490000000000000E+009,8.069745853701863E-001,4.827668352853317E-001,8.014020682283665E-001,4.859424000109697E-001,8.035552590789797E-001,4.937056964950563E-001,8.070018066553398E-001,4.827202219340592E-001,
3.495000000000000E+009,8.123130708307933E-001,4.750401736798411E-001,8.069766147666795E-001,4.783435469895889E-001,8.093549078369143E-001,4.859977624263764E-001,8.123490619620442E-001,4.749629040709867E-001,
3.500000000000000E+009,8.176437158142682E-001,4.665873754657018E-001,8.125115791295827E-001,4.699579981121551E-001,8.149883604812624E-001,4.776040383911134E-001,8.177193990227255E-001,4.664602454211396E-001,
3.505000000000000E+009,8.225546103030874E-001,4.581061347096097E-001,8.176823185513515E-001,4.616342192207011E-001,8.201790823860170E-001,4.692830096950532E-001,8.226364243482407E-001,4.580221109813664E-001,
3.510000000000000E+009,8.275782743932717E-001,4.496419596665184E-001,8.228434484596919E-001,4.532254906956816E-001,8.254318448066715E-001,4.608868842525483E-001,8.276052058316570E-001,4.496307230973554E-001,
3.515000000000000E+009,8.325227205440546E-001,4.418352635708367E-001,8.278494698475185E-001,4.454529274079725E-001,8.305920566711428E-001,4.530449910278321E-001,8.325608354369419E-001,4.417687278832251E-001,
3.520000000000000E+009,8.372529149925611E-001,4.339929573211908E-001,8.327678617642073E-001,4.375666555685597E-001,8.356055533905031E-001,4.452842121047975E-001,8.373143050945469E-001,4.339208696889242E-001,
3.525000000000000E+009,8.414025158096167E-001,4.249735571818441E-001,8.370525027622177E-001,4.287081263535525E-001,8.400163238754274E-001,4.363826343517305E-001,8.415097846893849E-001,4.249338767603088E-001,
3.530000000000000E+009,8.457338033430644E-001,4.165131245765229E-001,8.413943242253924E-001,4.203161762079105E-001,8.445032362403873E-001,4.279171720333100E-001,8.457044733279067E-001,4.164395599407667E-001,
3.535000000000000E+009,8.499000159683312E-001,4.089495213474467E-001,8.457229921468087E-001,4.127533338260214E-001,8.489640885429384E-001,4.203638221111299E-001,8.499676244983265E-001,4.088612500526106E-001,
3.540000000000000E+009,8.534713474338213E-001,4.004757118791401E-001,8.493438357543607E-001,4.043729475846324E-001,8.526479303359987E-001,4.119560593566896E-001,8.534402295934342E-001,4.003539725106421E-001,
3.545000000000000E+009,8.579258117832889E-001,3.919641113486481E-001,8.539060914300823E-001,3.959562430272292E-001,8.573168915061953E-001,4.035263983516694E-001,8.579317740231243E-001,3.919299315916948E-001,
3.550000000000000E+009,8.610907417953483E-001,3.837780607389874E-001,8.572008717480353E-001,3.876948040283446E-001,8.607491456489566E-001,3.952516202011109E-001,8.610829739278171E-001,3.836087765763497E-001,
3.555000000000000E+009,8.642292059910143E-001,3.754758041408142E-001,8.604527570013180E-001,3.795561759989865E-001,8.641635057945254E-001,3.871077737331391E-001,8.643137680118852E-001,3.754331496065958E-001,
3.560000000000000E+009,8.678997159387046E-001,3.665163477770532E-001,8.642997790291072E-001,3.707121590434753E-001,8.680889639625551E-001,3.781198312339783E-001,8.680007285513984E-001,3.664505732151083E-001,
3.565000000000000E+009,8.713685795907986E-001,3.585046413210765E-001,8.677730150432879E-001,3.626231580943868E-001,8.717206560859683E-001,3.700518354816438E-001,8.713723400056778E-001,3.583467962714370E-001,
3.570000000000000E+009,8.741192521049979E-001,3.500012797359499E-001,8.704800002646862E-001,3.542913765982090E-001,8.745642630043031E-001,3.617643511238099E-001,8.741261498233036E-001,3.498552194902883E-001,
3.575000000000000E+009,8.770767208413355E-001,3.412579609531672E-001,8.736083838782012E-001,3.456770349685939E-001,8.778326454200746E-001,3.530822306022645E-001,8.770347175317427E-001,3.411983277030402E-001,
3.580000000000000E+009,8.794037291566733E-001,3.328900312702550E-001,8.759619488422016E-001,3.375105507220574E-001,8.803775841178896E-001,3.447305789184571E-001,8.794101216327869E-001,3.328240184591410E-001,
3.585000000000000E+009,8.822004421547158E-001,3.246068110806461E-001,8.788482727947129E-001,3.293544226645846E-001,8.833831565666201E-001,3.364183459205629E-001,8.821724728183800E-001,3.245456131924104E-001,
3.590000000000000E+009,8.850096616464106E-001,3.161259812189962E-001,8.817438640008107E-001,3.210441065800265E-001,8.863520527534488E-001,3.280505615425111E-001,8.850166188161566E-001,3.161549218956457E-001,
3.595000000000000E+009,8.870150145876991E-001,3.088231305796290E-001,8.838443692664135E-001,3.138376751295378E-001,8.886649655036928E-001,3.207087128562928E-001,8.870468546729531E-001,3.088186795323525E-001,
3.600000000000000E+009,8.889832431042783E-001,2.997958600103771E-001,8.859429579838081E-001,3.048611803002146E-001,8.908017363319398E-001,3.116498457393647E-001,8.889842788264898E-001,2.997027062159389E-001,
3.605000000000000E+009,8.916459952895743E-001,2.919875161597872E-001,8.887463447311446E-001,2.972276640800499E-001,8.937242878761295E-001,3.038885344123841E-001,8.916246615790937E-001,2.919608644810378E-001,
3.610000000000000E+009,8.934284304694204E-001,2.843815807844263E-001,8.907258555691480E-001,2.896214556467378E-001,8.956752076606752E-001,2.961797564201356E-001,8.934114438502603E-001,2.843678973860229E-001,
3.615000000000000E+009,8.948464096732116E-001,2.767948831268150E-001,8.922709066604381E-001,2.820335500370371E-001,8.972501828804018E-001,2.884760060977936E-001,8.947981156146970E-001,2.767366804248562E-001,
3.620000000000000E+009,8.976324989574011E-001,2.687128448532872E-001,8.952859913002753E-001,2.740253609339645E-001,9.002079040794375E-001,2.804170604457855E-001,8.976091635387312E-001,2.686092276380200E-001,
3.625000000000000E+009,9.004237837001546E-001,2.609493560238652E-001,8.982294324875511E-001,2.664091705601654E-001,9.032512135086062E-001,2.727282366085053E-001,9.004025003241257E-001,2.608941110622469E-001,
3.630000000000000E+009,9.029198254892130E-001,2.526272135920499E-001,9.009753485835435E-001,2.581340013541563E-001,9.059980294532777E-001,2.643100579986573E-001,9.029546989060023E-001,2.526186658972341E-001,
3.635000000000000E+009,9.046128170855412E-001,2.443742285748374E-001,9.028281784666479E-001,2.495744996152705E-001,9.078411959571840E-001,2.558302717094422E-001,9.046567048857476E-001,2.442968281098006E-001,
3.640000000000000E+009,9.073058699227516E-001,2.363309489548108E-001,9.055019310727087E-001,2.415725136725858E-001,9.106116199607850E-001,2.479894139575959E-001,9.072417308429372E-001,2.363143271986558E-001,
3.645000000000000E+009,9.090806677367166E-001,2.280689510510237E-001,9.072685960492748E-001,2.332885462032910E-001,9.125137266769412E-001,2.395177309494019E-001,9.090462452705366E-001,2.280152751442919E-001,
3.650000000000000E+009,9.111632048041172E-001,2.196238436156500E-001,9.093536245763567E-001,2.246546292177009E-001,9.147204063110354E-001,2.310168783750534E-001,9.111025314480586E-001,2.195377183914005E-001,
3.655000000000000E+009,9.135671458559908E-001,2.114615488974713E-001,9.116887557307032E-001,2.167489542481176E-001,9.171185559539798E-001,2.230851729669571E-001,9.135331860689306E-001,2.114637301867609E-001,
3.660000000000000E+009,9.155004676397975E-001,2.026253207694960E-001,9.136745309784176E-001,2.078846356214086E-001,9.192195977096560E-001,2.141666896190644E-001,9.154409032515560E-001,2.025580409699691E-001,
3.665000000000000E+009,9.172797457009917E-001,1.942384229844834E-001,9.154306831001209E-001,1.996448390810161E-001,9.212037232666018E-001,2.058132565832138E-001,9.172838639757406E-001,1.942030894189234E-001,
3.670000000000000E+009,9.194897568927577E-001,1.866906967390238E-001,9.176502321950080E-001,1.921795759851304E-001,9.235328584938052E-001,1.983180823307038E-001,9.194958452722489E-001,1.866682576562407E-001,
3.675000000000000E+009,9.213413602736106E-001,1.771277951216382E-001,9.195465302272148E-001,1.826854427325015E-001,9.255583394737246E-001,1.888509537563324E-001,9.212831248227913E-001,1.771018774206178E-001,
3.680000000000000E+009,9.218529082426495E-001,1.688545228462588E-001,9.199959989302424E-001,1.746469334129410E-001,9.262085822753909E-001,1.806185696296692E-001,9.218155025475487E-001,1.688140488761079E-001,
3.685000000000000E+009,9.227344418286410E-001,1.596267667572387E-001,9.210847264296640E-001,1.654497413836411E-001,9.273140543060305E-001,1.713111157131195E-001,9.226976492709381E-001,1.595269113223327E-001,
3.690000000000000E+009,9.236210495804574E-001,1.517671129528649E-001,9.219535655438019E-001,1.579176251945904E-001,9.283400581092837E-001,1.637638418321610E-001,9.235909006573673E-001,1.517235071642113E-001,
3.695000000000000E+009,9.241308689609301E-001,1.425305522893796E-001,9.225650272941491E-001,1.488242297963258E-001,9.290519171867373E-001,1.545049270992279E-001,9.240858200498997E-001,1.425396288494042E-001,
3.700000000000000E+009,9.249046494870441E-001,1.341690080509058E-001,9.233848688598918E-001,1.406528105941701E-001,9.300390581398013E-001,1.462362482461930E-001,9.248382266615578E-001,1.341916615437054E-001,
3.705000000000000E+009,9.253403758606560E-001,1.259427271543390E-001,9.240364598458554E-001,1.325927085038016E-001,9.307938247337343E-001,1.380494550256729E-001,9.253193562375492E-001,1.259728732200039E-001,
3.710000000000000E+009,9.262449127683592E-001,1.176364256718735E-001,9.250507587647107E-001,1.244368250983576E-001,9.320053886260988E-001,1.298066150283814E-001,9.262286122815878E-001,1.175950289014756E-001,
3.715000000000000E+009,9.266091720654759E-001,1.087948366890011E-001,9.256604699249130E-001,1.159069015202077E-001,9.327135078468326E-001,1.209126255750656E-001,9.265552023871584E-001,1.088264783671411E-001,
3.720000000000000E+009,9.268383473713712E-001,1.010206074928989E-001,9.261433609113429E-001,1.081531518506302E-001,9.332586623115541E-001,1.129628572721482E-001,9.268530475356012E-001,1.009794281948627E-001,
3.725000000000000E+009,9.263667943075797E-001,9.257064841826934E-002,9.258634129072897E-001,9.981046770737591E-002,9.330143323822022E-001,1.045300483851433E-001,9.263209451211298E-001,9.254808092522412E-002,
3.730000000000000E+009,9.259495181771625E-001,8.460781547874137E-002,9.257101369844203E-001,9.201818398062117E-002,9.329285829162599E-001,9.654179610586169E-002,9.259313524288326E-001,8.454507864601757E-002,
3.735000000000000E+009,9.263049279043953E-001,7.642191127812534E-002,9.263619289241599E-001,8.398755415145344E-002,9.336081625328065E-001,8.820311092662814E-002,9.262735912481444E-001,7.636402327962676E-002,
3.740000000000000E+009,9.257254378581201E-001,6.894707385551691E-002,9.261726662379783E-001,7.657191785977416E-002,9.333171257476809E-001,8.050631380462647E-002,9.257701581552069E-001,6.889820436238986E-002,
3.745000000000000E+009,9.261962840454346E-001,6.146192000737386E-002,9.268917327055880E-001,6.900582811967100E-002,9.340444896125795E-001,7.288108210468293E-002,9.261936768600014E-001,6.138478621700593E-002,
3.750000000000000E+009,9.265496303611311E-001,5.422777576192549E-002,9.275552628977860E-001,6.180202387730159E-002,9.346473938102724E-001,6.552020033407213E-002,9.265095194166687E-001,5.413247308183292E-002,
3.755000000000000E+009,9.261590413110025E-001,4.683458555893458E-002,9.275129265069970E-001,5.421668706917602E-002,9.344178691329959E-001,5.777228434658052E-002,9.260867505441515E-001,4.674445388719797E-002,
3.760000000000000E+009,9.267517037173928E-001,3.793423809725314E-002,9.282483872254086E-001,4.501573599702359E-002,9.351032584304811E-001,4.851261921858789E-002,9.267083402330797E-001,3.784479920106383E-002,
3.765000000000000E+009,9.273109893998348E-001,3.136638486066499E-002,9.288245265169093E-001,3.835008200945824E-002,9.355728886375430E-001,4.183853467226029E-002,9.272635767127577E-001,3.130137423278546E-002,
3.770000000000000E+009,9.272602134517536E-001,2.309309780485182E-002,9.288166475812885E-001,2.993396590137622E-002,9.355175773048403E-001,3.341917467403413E-002,9.272542817577990E-001,2.304353854946386E-002,
3.775000000000000E+009,9.280519860529209E-001,1.426496000679083E-002,9.296645751768664E-001,2.116052774613786E-002,9.363167054290774E-001,2.469888419771195E-002,9.280151201927601E-001,1.416462344842184E-002,
3.780000000000000E+009,9.282875274550961E-001,6.041401765296375E-003,9.298886930355775E-001,1.286953722912024E-002,9.365983242416385E-001,1.643785844373703E-002,9.282856954455065E-001,6.041652058776902E-003,
3.785000000000000E+009,9.285283557707917E-001,-2.212886008650238E-003,9.300909722661208E-001,4.604551052741675E-003,9.368721590843203E-001,8.245405615448953E-003,9.285231600192939E-001,-2.195495593129482E-003,
3.790000000000000E+009,9.280323574525816E-001,-1.079965383715764E-002,9.295937535919598E-001,-3.793962356024827E-003,9.364382935485841E-001,-2.006866766810418E-004,9.280894352854495E-001,-1.080677205623649E-002,
3.795000000000000E+009,9.273887198618873E-001,-1.945777879376872E-002,9.290236950922105E-001,-1.239844268327960E-002,9.359388909111025E-001,-8.937125693440438E-003,9.273834179896459E-001,-1.958155878709609E-002,
3.800000000000000E+009,9.269180223384926E-001,-2.813137235140251E-002,9.286041741830942E-001,-2.071863265989284E-002,9.356750348396303E-001,-1.738351627469063E-002,9.268476562972808E-001,-2.818802963897355E-002,
3.805000000000000E+009,9.263344087438673E-001,-3.654519159118183E-002,9.282076486693187E-001,-2.911779527524185E-002,9.352606576805116E-001,-2.579347279477120E-002,9.262332064226672E-001,-3.667287185773981E-002,
3.810000000000000E+009,9.248852823246512E-001,-4.514795319091992E-002,9.269617312606605E-001,-3.738873436152034E-002,9.340528042602541E-001,-3.419065767169000E-002,9.248046046343741E-001,-4.518389096570352E-002,
3.815000000000000E+009,9.234036628471822E-001,-5.385525907780001E-002,9.258995343830784E-001,-4.592810670221505E-002,9.330253092079166E-001,-4.286854718184472E-002,9.233398123432958E-001,-5.395052050097978E-002,
3.820000000000000E+009,9.223933893706952E-001,-6.209854687081154E-002,9.252631644042118E-001,-5.417502610979114E-002,9.323811903381351E-001,-5.118072876119616E-002,9.222789717305624E-001,-6.215059437463345E-002,
3.825000000000000E+009,9.213819086716276E-001,-7.061729260463000E-002,9.246703099255631E-001,-6.246132869535034E-002,9.318344050941469E-001,-5.965021757125856E-002,9.213234638782092E-001,-7.054898980340568E-002,
3.830000000000000E+009,9.196775902133264E-001,-7.800018354113553E-002,9.233153445422289E-001,-6.994401978508522E-002,9.304564526596072E-001,-6.710484472942353E-002,9.196517031230135E-001,-7.795424077858057E-002,
3.835000000000000E+009,9.177980078763134E-001,-8.595716312570248E-002,9.217446976476927E-001,-7.789269228206079E-002,9.288662706451418E-001,-7.519150377798081E-002,9.177552251804021E-001,-8.597634241039498E-002,
3.840000000000000E+009,9.165728464544917E-001,-9.386056899267528E-002,9.208153293857052E-001,-8.582087551301761E-002,9.280277843208314E-001,-8.326935860824586E-002,9.164923825123136E-001,-9.387096274926886E-002,
3.845000000000000E+009,9.156949984864975E-001,-1.014757530485279E-001,9.202624269145846E-001,-9.351175347809684E-002,9.274895228805544E-001,-9.098272883653642E-002,9.156677234844159E-001,-1.014100666028196E-001,
3.850000000000000E+009,9.138975894314755E-001,-1.096382735934369E-001,9.189075011050890E-001,-1.016890871064696E-001,9.261256626739505E-001,-9.936044573974612E-002,9.139288612717081E-001,-1.095639065726458E-001,
3.855000000000000E+009,9.124843577550968E-001,-1.168642729812378E-001,9.178246730228372E-001,-1.091137082549389E-001,9.250233991241457E-001,-1.068495506038666E-001,9.124749623222253E-001,-1.167411275741463E-001,
3.860000000000000E+009,9.116543640903672E-001,-1.241367874992937E-001,9.173076428931376E-001,-1.165183587305930E-001,9.245434024963382E-001,-1.143592754631043E-001,9.116859763014578E-001,-1.240589222150691E-001,
3.865000000000000E+009,9.098121773374677E-001,-1.317907431923049E-001,9.158223850183851E-001,-1.244496171826101E-001,9.230147243843081E-001,-1.225033177485466E-001,9.098491029393090E-001,-1.317968670608380E-001,
3.870000000000000E+009,9.080831202928321E-001,-1.387540553970981E-001,9.144695468898174E-001,-1.316501376348123E-001,9.215580261611941E-001,-1.298209839859009E-001,9.081680252092168E-001,-1.387181424632174E-001,
3.875000000000000E+009,9.069020761899256E-001,-1.461583457087638E-001,9.135365864831867E-001,-1.394444470459158E-001,9.204811375083927E-001,-1.377663538379670E-001,9.069593123598276E-001,-1.461645873927480E-001,
3.880000000000000E+009,9.056517253443555E-001,-1.536156470693814E-001,9.124809188847936E-001,-1.472814729951666E-001,9.192152221183779E-001,-1.455576149520874E-001,9.056997258527588E-001,-1.536399153915447E-001,
3.885000000000000E+009,9.037826397553137E-001,-1.610891043101793E-001,9.108069409511470E-001,-1.550540059859482E-001,9.174207383270266E-001,-1.533443410768509E-001,9.038297380904019E-001,-1.610981266875695E-001,
3.890000000000000E+009,9.027105885042431E-001,-1.684863579303909E-001,9.097960293876317E-001,-1.627336609862668E-001,9.163136711006167E-001,-1.610633380107880E-001,9.027508035197300E-001,-1.684766102841443E-001,
3.895000000000000E+009,9.018469423514400E-001,-1.758403720273689E-001,9.089651891573405E-001,-1.703552711687285E-001,9.154074124374392E-001,-1.685826242637635E-001,9.018618193284704E-001,-1.758808611460169E-001,
3.900000000000000E+009,9.005048327841199E-001,-1.842024702282742E-001,9.076874603233570E-001,-1.791018158608329E-001,9.141038147315981E-001,-1.770862635126114E-001,9.005406888819785E-001,-1.842026792353761E-001,
3.905000000000000E+009,8.995774979682573E-001,-1.916762039877189E-001,9.066127922865167E-001,-1.868571362936469E-001,9.131176610183719E-001,-1.846456517524720E-001,8.996010075187745E-001,-1.917255429047443E-001,
3.910000000000000E+009,8.979595612123543E-001,-2.002207453510655E-001,9.048564893460638E-001,-1.955650158525885E-001,9.115205215606692E-001,-1.934122425336838E-001,8.980444824607974E-001,-2.002513082910979E-001,
3.915000000000000E+009,8.961273588945914E-001,-2.084535783914739E-001,9.028740220132824E-001,-2.039065362068888E-001,9.097403115615848E-001,-2.016995445795060E-001,8.962370885115776E-001,-2.085159279423170E-001,
3.920000000000000E+009,8.939621977298805E-001,-2.166809098425191E-001,9.005933100725377E-001,-2.121603281373255E-001,9.075883533439639E-001,-2.099352676973343E-001,8.939740897129642E-001,-2.167309048493122E-001,
3.925000000000000E+009,8.918861733865321E-001,-2.253480950536513E-001,8.986565663191760E-001,-2.208107994529548E-001,9.057176719856264E-001,-2.187072284288407E-001,8.919034001530360E-001,-2.253926573144386E-001,
3.930000000000000E+009,8.893697775347171E-001,-2.334711809588033E-001,8.961411420482244E-001,-2.289920540217673E-001,9.033398224830629E-001,-2.270093219499588E-001,8.893320741751257E-001,-2.336204166718458E-001,
3.935000000000000E+009,8.869579160602679E-001,-2.415154078403731E-001,8.936773406255102E-001,-2.372785957365773E-001,9.009429303665163E-001,-2.352138844566346E-001,8.869415931570720E-001,-2.416615181564618E-001,
3.940000000000000E+009,8.846253627049054E-001,-2.502320684936505E-001,8.914210753155172E-001,-2.459435136780005E-001,8.987985991859437E-001,-2.439635878143311E-001,8.846531366953711E-001,-2.503066771000403E-001,
3.945000000000000E+009,8.808581176723109E-001,-2.578462342969907E-001,8.876675671206707E-001,-2.535300332671849E-001,8.951471050109866E-001,-2.516564315071106E-001,8.808055038774486E-001,-2.579094833114350E-001,
3.950000000000000E+009,8.781459394383961E-001,-2.657134488918485E-001,8.851033371656909E-001,-2.613018767022695E-001,8.927339167709353E-001,-2.596320347442627E-001,8.781772957558227E-001,-2.657294675391463E-001,
3.955000000000000E+009,8.753732063713864E-001,-2.734759952161431E-001,8.823756548647651E-001,-2.691307126572620E-001,8.900383424606324E-001,-2.675943139305115E-001,8.753410901572329E-001,-2.735038903677554E-001,
3.960000000000000E+009,8.718896121464073E-001,-2.808077781019063E-001,8.789868295650187E-001,-2.763484310385191E-001,8.865932592315675E-001,-2.748693266372681E-001,8.719278587582418E-001,-2.808350803594887E-001,
3.965000000000000E+009,8.682810960481218E-001,-2.887269501212141E-001,8.755507316920405E-001,-2.842019062017362E-001,8.831571609039309E-001,-2.828838174934388E-001,8.682951643224335E-001,-2.887774112789521E-001,
3.970000000000000E+009,8.645950214197267E-001,-2.959064480751679E-001,8.720127491747471E-001,-2.914077846948262E-001,8.797996876487735E-001,-2.901364703407288E-001,8.646334927577449E-001,-2.959163993811526E-001,
3.975000000000000E+009,8.602722297420435E-001,-3.064088142855649E-001,8.679700334823284E-001,-3.020680798148249E-001,8.757386549644473E-001,-3.009387912502289E-001,8.602712771169744E-001,-3.064488712875664E-001,
3.980000000000000E+009,8.572016822571387E-001,-3.136672955113351E-001,8.653445533367798E-001,-3.093756131389596E-001,8.730188190078737E-001,-3.084836518058778E-001,8.572109355504320E-001,-3.137225557895271E-001,
3.985000000000000E+009,8.536619033064288E-001,-3.198838756501796E-001,8.620553261790807E-001,-3.158397568601427E-001,8.696534948310855E-001,-3.150835118179322E-001,8.536750864826779E-001,-3.199411195263935E-001,
3.990000000000000E+009,8.499556787733608E-001,-3.274189914915592E-001,8.585475660012025E-001,-3.236499195685069E-001,8.661572226486209E-001,-3.230266211452485E-001,8.499382875542010E-001,-3.274381237917031E-001,
3.995000000000000E+009,8.476211012168322E-001,-3.340577066099688E-001,8.564140948669792E-001,-3.305806414435686E-001,8.640455349617008E-001,-3.298457960376740E-001,8.476054967595725E-001,-3.341376736640078E-001,
4.000000000000000E+009,8.440408879459453E-001,-3.405598329341722E-001,8.528544006398993E-001,-3.372537308123416E-001,8.604482983283999E-001,-3.366809481143953E-001,8.440054851306481E-001,-3.405819527859977E-001,
4.005000000000000E+009,8.400979372870928E-001,-3.474863464877068E-001,8.489307193310294E-001,-3.445829312416199E-001,8.565574639434817E-001,-3.439930981864929E-001,8.400756521782482E-001,-3.475537905500981E-001,
4.010000000000000E+009,8.374270520374365E-001,-3.547996656160440E-001,8.463262683748367E-001,-3.519900674403002E-001,8.539717792854311E-001,-3.515683276462555E-001,8.373810297915644E-001,-3.547831997150666E-001,
4.015000000000000E+009,8.339285019291798E-001,-3.617681038766477E-001,8.429504298734772E-001,-3.591239395135564E-001,8.505526359100344E-001,-3.587650330505372E-001,8.339546380533383E-001,-3.617729291847854E-001,
4.020000000000000E+009,8.309026734111238E-001,-3.685654971088908E-001,8.398782102599770E-001,-3.663141444714991E-001,8.473755771255496E-001,-3.659622721023560E-001,8.309278945136021E-001,-3.685286645481096E-001,
4.025000000000000E+009,8.279902540201195E-001,-3.759368079717484E-001,8.368333980654379E-001,-3.738949148541641E-001,8.444388658638002E-001,-3.733926607646943E-001,8.280380554916941E-001,-3.759592841523341E-001,
4.030000000000000E+009,8.244694362184839E-001,-3.829240098401827E-001,8.331897931180420E-001,-3.810515311886313E-001,8.409438919258121E-001,-3.805375774021150E-001,8.245318944020719E-001,-3.830005434222763E-001,
4.035000000000000E+009,8.207878388608118E-001,-3.906509316328287E-001,8.294812623171108E-001,-3.888487317330397E-001,8.373807531776432E-001,-3.884561674251558E-001,8.208084253067285E-001,-3.906934669747706E-001,
4.040000000000000E+009,8.172964879264459E-001,-3.985760137645796E-001,8.259326490029114E-001,-3.967643810788197E-001,8.339165741157534E-001,-3.965319707489016E-001,8.172571356064944E-001,-3.986110906072927E-001,
4.045000000000000E+009,8.133064219361099E-001,-4.057524013701582E-001,8.219645560475017E-001,-4.039609938717598E-001,8.299814122009279E-001,-4.038581438713075E-001,8.133751180229334E-001,-4.057816502849257E-001,
4.050000000000000E+009,8.085493114756784E-001,-4.129584205432946E-001,8.173225234119113E-001,-4.112801585349106E-001,8.254443031349185E-001,-4.111910480804444E-001,8.086024286795379E-001,-4.130370773118063E-001,
4.055000000000000E+009,8.044990961586747E-001,-4.202282880112852E-001,8.133355196884701E-001,-4.185893207335366E-001,8.214833558044435E-001,-4.186160585880281E-001,8.044306089960579E-001,-4.202855087405655E-001,
4.060000000000000E+009,8.001663287752548E-001,-4.273135635326470E-001,8.090993289295507E-001,-4.256964320719293E-001,8.173253375053408E-001,-4.259526261062623E-001,8.001540579913001E-001,-4.273670459790635E-001,
4.065000000000000E+009,7.953030009560826E-001,-4.342772113055736E-001,8.042030389642426E-001,-4.327663237702925E-001,8.125440880165102E-001,-4.331309357070923E-001,7.952978169360341E-001,-4.343198963003904E-001,
4.070000000000000E+009,7.902116042330823E-001,-4.413073118433153E-001,7.992787298751037E-001,-4.397469289707990E-001,8.076416832160951E-001,-4.403834574222566E-001,7.902676151581699E-001,-4.413154999584725E-001,
4.075000000000000E+009,7.857688715936488E-001,-4.477052977494505E-001,7.949191155885537E-001,-4.461616130286506E-001,8.032248165931702E-001,-4.469190012931825E-001,7.858031328572889E-001,-4.477256452988294E-001,
4.080000000000000E+009,7.811528058337285E-001,-4.542403345045655E-001,7.903404368386570E-001,-4.528355936682427E-001,7.987197313804628E-001,-4.537227067966462E-001,7.811265003783605E-001,-4.542682185540316E-001,
4.085000000000000E+009,7.764670003726826E-001,-4.601241448724164E-001,7.857907881760048E-001,-4.587333672316079E-001,7.941493546524050E-001,-4.597222709007264E-001,7.765164870982960E-001,-4.601460080967862E-001,
4.090000000000000E+009,7.714336972220389E-001,-4.681921164610962E-001,7.810117201256709E-001,-4.669125726603062E-001,7.894299631538393E-001,-4.681079994163513E-001,7.715216651089911E-001,-4.683265099838518E-001,
4.095000000000000E+009,7.660159945703259E-001,-4.737798651809678E-001,7.756718628481805E-001,-4.726075776703356E-001,7.841089684600833E-001,-4.739756344661714E-001,7.659644947075088E-001,-4.739785744742919E-001,
4.100000000000000E+009,7.603764981093575E-001,-4.792886134115814E-001,7.702510224824865E-001,-4.780869635398405E-001,7.786406961021426E-001,-4.798241991138460E-001,7.602666484822012E-001,-4.793291972059459E-001,
4.105000000000000E+009,7.552518485103594E-001,-4.857581205343124E-001,7.655658810342670E-001,-4.847907687789397E-001,7.737776343727114E-001,-4.866253235416413E-001,7.552439402986471E-001,-4.857978487827434E-001,
