% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap3_copo1_air_S21,im:cap3_copo1_air_S21,re:cap3_copo1_water_S21,im:cap3_copo1_water_S21,re:cap3_copo1_0_1plstc_S21,im:cap3_copo1_0_1plstc_S21,re:cap3_copo1_0_5plstc_S21,im:cap3_copo1_0_5plstc_S21,re:cap3_copo1_1plstc_S21,im:cap3_copo1_1plstc_S21,
3.550000000000000E+009,8.586769104003906E-001,3.953619301319122E-001,8.628493631665346E-001,3.375940065558472E-001,8.535641635965409E-001,3.956591646961714E-001,8.574109077604410E-001,3.941215251050393E-001,8.582904361724856E-001,3.934064030170442E-001,8.585376585134256E-001,3.953839934900614E-001,
3.555000000000000E+009,8.617879748344421E-001,3.873642086982727E-001,8.645484452973025E-001,3.292112064732209E-001,8.574611828120160E-001,3.872962559174586E-001,8.607439194485707E-001,3.863851854242810E-001,8.615075418472293E-001,3.855934746742250E-001,8.618370072169242E-001,3.874728974353794E-001,
3.560000000000000E+009,8.655665516853333E-001,3.784815073013306E-001,8.665281597678225E-001,3.197926962315980E-001,8.618479621613319E-001,3.780510979903891E-001,8.646159177881130E-001,3.777647330955303E-001,8.653701014518740E-001,3.769338830947877E-001,8.656072127391041E-001,3.788055221544587E-001,
3.565000000000000E+009,8.693498969078064E-001,3.708756566047669E-001,8.682897178111575E-001,3.111652145326234E-001,8.658355241579003E-001,3.698137406519962E-001,8.683750594970314E-001,3.700413029555431E-001,8.690800525665285E-001,3.693241189002992E-001,8.691655866695500E-001,3.711687777460947E-001,
3.570000000000000E+009,8.721390962600708E-001,3.630304038524628E-001,8.692579129761049E-001,3.018139075747376E-001,8.690536015177242E-001,3.613254462201601E-001,8.716462303745998E-001,3.621445696054364E-001,8.721536375999452E-001,3.613344936847688E-001,8.722884558946575E-001,3.632530283280435E-001,
3.575000000000000E+009,8.757236003875732E-001,3.548515737056732E-001,8.701329076059573E-001,2.919404729324494E-001,8.726326567336037E-001,3.526378482618185E-001,8.753189016579028E-001,3.538602061109374E-001,8.757608602523805E-001,3.529772681713105E-001,8.758699688359157E-001,3.549722087802592E-001,
3.580000000000000E+009,8.787341713905335E-001,3.469603061676025E-001,8.706488707438662E-001,2.821967265454254E-001,8.753775429305664E-001,3.441607393472054E-001,8.784476164632011E-001,3.456982766248565E-001,8.787601552009584E-001,3.449423955917358E-001,8.789135062994876E-001,3.471089183503229E-001,
3.585000000000000E+009,8.823230266571045E-001,3.390153646469116E-001,8.705560297021181E-001,2.721392932450104E-001,8.787876048879456E-001,3.359052537221406E-001,8.820953127917988E-001,3.374549204153893E-001,8.824324448585512E-001,3.367639450550080E-001,8.825420320011481E-001,3.389983370605902E-001,
3.590000000000000E+009,8.860671520233154E-001,3.305351436138153E-001,8.697107485903018E-001,2.614968230258943E-001,8.821697036992270E-001,3.275690745670555E-001,8.857997928495817E-001,3.290161756964843E-001,8.861017342567445E-001,3.282772796630860E-001,8.862169318903949E-001,3.305129747486127E-001,
3.595000000000000E+009,8.888505697250366E-001,3.231787681579590E-001,8.674688039021914E-001,2.525675766095734E-001,8.848759334161898E-001,3.202201621987640E-001,8.885959543790918E-001,3.214548455259982E-001,8.889202431678773E-001,3.207844940662384E-001,8.890933721760831E-001,3.231261431205640E-001,
3.600000000000000E+009,8.917905092239380E-001,3.138605952262878E-001,8.640293107597048E-001,2.419123402496415E-001,8.875681689499089E-001,3.110776165499120E-001,8.913005589088927E-001,3.119842125263634E-001,8.915901875495911E-001,3.114191032409668E-001,8.919036869175929E-001,3.138194794154801E-001,
3.605000000000000E+009,8.952704071998596E-001,3.058762550354004E-001,8.610209346023255E-001,2.324836923624878E-001,8.910459553144804E-001,3.032406157297240E-001,8.947191919709385E-001,3.039371741372441E-001,8.950576603889466E-001,3.031595060825348E-001,8.953761375298933E-001,3.056307464982781E-001,
3.610000000000000E+009,8.978804945945740E-001,2.975970804691315E-001,8.553381363051149E-001,2.242943815017625E-001,8.936371097936974E-001,2.953266430968526E-001,8.971896208718455E-001,2.956746579298242E-001,8.974485466003421E-001,2.949163520812989E-001,8.978738899827408E-001,2.974036036850796E-001,
3.615000000000000E+009,8.997690677642822E-001,2.892611622810364E-001,8.489964022134098E-001,2.173729318554688E-001,8.957347276187182E-001,2.872393406872466E-001,8.990109210126114E-001,2.873134273626768E-001,8.993754785537722E-001,2.866058939933777E-001,8.998595333226157E-001,2.890630656797459E-001,
3.620000000000000E+009,9.030682444572449E-001,2.805455923080444E-001,8.439273889180301E-001,2.112284521262742E-001,8.992355918308245E-001,2.785208619068286E-001,9.021799726549150E-001,2.785335178401207E-001,9.025031396865846E-001,2.778975993156434E-001,9.030113747876398E-001,2.802694981618599E-001,
3.625000000000000E+009,9.061788320541382E-001,2.719860076904297E-001,8.378113737599490E-001,2.063565035043488E-001,9.025345768266182E-001,2.702355226217285E-001,9.051645617715478E-001,2.702492938339355E-001,9.054652280807497E-001,2.694486490726471E-001,9.061014144686110E-001,2.718579781678878E-001,
3.630000000000000E+009,9.087786674499512E-001,2.630122005939484E-001,8.316350356001896E-001,2.027953462600632E-001,9.053945779170451E-001,2.611441903849004E-001,9.078076968812319E-001,2.612403284093099E-001,9.080410252571108E-001,2.604697406291962E-001,9.087464088647290E-001,2.629123886447666E-001,
3.635000000000000E+009,9.102923274040222E-001,2.539514303207398E-001,8.244622734576419E-001,2.008344227302933E-001,9.072463231538858E-001,2.521245836303311E-001,9.094263483506261E-001,2.521392999720670E-001,9.095975734710696E-001,2.514601040840150E-001,9.103713004473496E-001,2.538359315113224E-001,
3.640000000000000E+009,9.127908945083618E-001,2.457205206155777E-001,8.182034021871339E-001,2.014229604373933E-001,9.097806696747914E-001,2.436933629985041E-001,9.118009119470155E-001,2.438246989964936E-001,9.119898163795474E-001,2.431402964830399E-001,9.127630662675283E-001,2.454821018232633E-001,
3.645000000000000E+009,9.143561720848084E-001,2.369984090328217E-001,8.122719679572146E-001,2.039407647174073E-001,9.114072296441709E-001,2.348348546637659E-001,9.133355766422736E-001,2.351914320143883E-001,9.134927932739259E-001,2.344464991569520E-001,9.142111714980374E-001,2.368595254899347E-001,
3.650000000000000E+009,9.161288738250732E-001,2.282828092575073E-001,8.077422790358584E-001,2.086820996037827E-001,9.132301381275032E-001,2.260994912882653E-001,9.150993434750625E-001,2.265056121403396E-001,9.151476819992068E-001,2.259015083074570E-001,9.159416208919491E-001,2.282206857770225E-001,
3.655000000000000E+009,9.182496070861816E-001,2.203059494495392E-001,8.067329930203554E-001,2.167593070103989E-001,9.154659448288639E-001,2.180410172646426E-001,9.173650903194959E-001,2.184548796625440E-001,9.174180570602418E-001,2.178419507026673E-001,9.182731984044663E-001,2.201277895498296E-001,
3.660000000000000E+009,9.201360940933228E-001,2.114749699831009E-001,8.099430222387696E-001,2.248116262742615E-001,9.174201212387179E-001,2.090329997867157E-001,9.192508413986447E-001,2.094331950987752E-001,9.192500738143923E-001,2.087240646600724E-001,9.201404594926723E-001,2.111576686632566E-001,
3.665000000000000E+009,9.219355583190918E-001,2.029170542955399E-001,8.175081672694093E-001,2.328189867358476E-001,9.192202286068445E-001,2.006918927102985E-001,9.210068302635992E-001,2.010598909227513E-001,9.210217391014101E-001,2.003743269920350E-001,9.219250857277955E-001,2.027914457003669E-001,
3.670000000000000E+009,9.242353439331055E-001,1.953619420528412E-001,8.290763812737734E-001,2.383239472301102E-001,9.214193739357726E-001,1.931969921140047E-001,9.231090898102670E-001,1.934735340454759E-001,9.231124381065370E-001,1.928229350328446E-001,9.240298058361760E-001,1.953023902665856E-001,
3.675000000000000E+009,9.258839488029480E-001,1.858692169189453E-001,8.421896528315738E-001,2.388203821631165E-001,9.233287920175310E-001,1.838315659015017E-001,9.248766232431428E-001,1.840458481120436E-001,9.248829229354860E-001,1.833545326232910E-001,9.258730575653593E-001,1.857929768296087E-001,
3.680000000000000E+009,9.264932274818420E-001,1.777878403663635E-001,8.552387044660036E-001,2.365679795990372E-001,9.240092983251383E-001,1.756075041418588E-001,9.254374719505478E-001,1.758017827668903E-001,9.253511168479921E-001,1.751482948541641E-001,9.263884552684963E-001,1.775225106080891E-001,
3.685000000000000E+009,9.274953007698059E-001,1.685351431369782E-001,8.675007024540102E-001,2.301596143202210E-001,9.251581349100255E-001,1.664607339299321E-001,9.263762403384211E-001,1.665209923337313E-001,9.262779109954836E-001,1.659302474021912E-001,9.273706321747245E-001,1.683663102927659E-001,
3.690000000000000E+009,9.285111427307129E-001,1.610182374715805E-001,8.789095295837099E-001,2.236097136220323E-001,9.263536374559155E-001,1.587789934173880E-001,9.272905843330035E-001,1.589471528067779E-001,9.271792055130007E-001,1.583299603462220E-001,9.283668294602957E-001,1.607452733292053E-001,
3.695000000000000E+009,9.292090535163879E-001,1.515581458806992E-001,8.882928563762516E-001,2.140384489852448E-001,9.271956693986407E-001,1.494666569223379E-001,9.278417537029173E-001,1.497072945979487E-001,9.277900979995728E-001,1.491820631504059E-001,9.290449885907203E-001,1.515235067685390E-001,
3.700000000000000E+009,9.300161004066467E-001,1.432153135538101E-001,8.969743095308841E-001,2.045994902718659E-001,9.282872990963172E-001,1.410627106848834E-001,9.286649657028836E-001,1.414499894430684E-001,9.286059034347536E-001,1.409649299383164E-001,9.299180619226968E-001,1.432871462923639E-001,
3.705000000000000E+009,9.307802319526672E-001,1.351734399795532E-001,9.041833925732730E-001,1.942682542917481E-001,9.290576670675733E-001,1.327360351795998E-001,9.291982661065051E-001,1.332450154502318E-001,9.291163661956789E-001,1.329268481969834E-001,9.304966740112119E-001,1.351776174040894E-001,
3.710000000000000E+009,9.318205714225769E-001,1.268788427114487E-001,9.108015664314577E-001,1.836521273777237E-001,9.302051939758388E-001,1.242521630792478E-001,9.301956401042952E-001,1.250484999235016E-001,9.300871007919314E-001,1.246622948646546E-001,9.316115541920136E-001,1.268791927608102E-001,
3.715000000000000E+009,9.323606491088867E-001,1.180374547839165E-001,9.161446273586733E-001,1.723594874757233E-001,9.308104314219682E-001,1.152604945025186E-001,9.306435276023127E-001,1.164546485159102E-001,9.306019248962404E-001,1.160908984661103E-001,9.321819421543639E-001,1.181562631092283E-001,
3.720000000000000E+009,9.327300786972046E-001,1.102699041366577E-001,9.205706590114748E-001,1.620234591749344E-001,9.312976189111142E-001,1.073280232797577E-001,9.310870045310808E-001,1.087904271537072E-001,9.310886493682864E-001,1.085199393153191E-001,9.325892839613310E-001,1.105175062953754E-001,
3.725000000000000E+009,9.324737787246704E-001,1.021091341972351E-001,9.235401000421755E-001,1.511060933526841E-001,9.310153182955309E-001,9.884544514998878E-002,9.308601525744699E-001,1.007329393052511E-001,9.309017284393312E-001,1.003218943357468E-001,9.323706472032937E-001,1.022983680726499E-001,
3.730000000000000E+009,9.326323866844177E-001,9.454771876335144E-002,9.262470199724427E-001,1.407427858251419E-001,9.310194073885156E-001,9.077864414754992E-002,9.311207300095171E-001,9.315242193442852E-002,9.311458507537844E-001,9.266672990322114E-002,9.324373009296234E-001,9.454396703009334E-002,
3.735000000000000E+009,9.334609508514404E-001,8.632605522871018E-002,9.294488009403077E-001,1.305103632939835E-001,9.317946845235394E-001,8.247880787103737E-002,9.322554350361455E-001,8.500672170708856E-002,9.322628093719484E-001,8.444436101913452E-002,9.334872764380791E-001,8.645131252829669E-002,
3.740000000000000E+009,9.338867068290710E-001,7.866396009922028E-002,9.313743326690676E-001,1.205479070392952E-001,9.317154701201048E-001,7.466755167171531E-002,9.325308997422375E-001,7.719122990224470E-002,9.325169287681581E-001,7.662628871202470E-002,9.337282546250849E-001,7.870158049726224E-002,
3.745000000000000E+009,9.347985982894898E-001,7.076281309127808E-002,9.341172601272585E-001,1.107637362569580E-001,9.325169361353365E-001,6.672300264632965E-002,9.336393325623806E-001,6.919418676430615E-002,9.335785457611086E-001,6.865104701519015E-002,9.348239680428160E-001,7.079002652348095E-002,
3.750000000000000E+009,9.356260895729065E-001,6.298042833805084E-002,9.362334703149722E-001,1.011060926415329E-001,9.331063049811482E-001,5.901662415014684E-002,9.345045970942048E-001,6.122627337367374E-002,9.344035949707034E-001,6.065155688524247E-002,9.356683661882510E-001,6.286107641035718E-002,
3.755000000000000E+009,9.355412125587463E-001,5.472686886787415E-002,9.372920106462710E-001,9.123341198025514E-002,9.328714932470608E-001,5.087339658252549E-002,9.342773076685733E-001,5.287116324826954E-002,9.342018284797670E-001,5.232470384240152E-002,9.355682807906942E-001,5.464799946821274E-002,
3.760000000000000E+009,9.361081123352051E-001,4.489945620298386E-002,9.389247920933840E-001,8.020533229330445E-002,9.333027418400718E-001,4.136388387174883E-002,9.347003763277481E-001,4.309605934171466E-002,9.345924998283388E-001,4.255954255461694E-002,9.360034968701499E-001,4.487219193686631E-002,
3.765000000000000E+009,9.363778829574585E-001,3.792481124401093E-002,9.401974193221439E-001,7.159190795255283E-002,9.335120150949022E-001,3.432828939911171E-002,9.348434944266990E-001,3.600991652991149E-002,9.347292259216310E-001,3.548436253666878E-002,9.362486613881830E-001,3.776183432178915E-002,
3.770000000000000E+009,9.358246922492981E-001,2.921689301729202E-002,9.407796235238344E-001,6.157742390688707E-002,9.330239523966403E-001,2.567975878125152E-002,9.343071026837703E-001,2.732117458565013E-002,9.342006256103517E-001,2.678507825732232E-002,9.357662452370718E-001,2.901858654045282E-002,
3.775000000000000E+009,9.361851811408997E-001,2.044563554227352E-002,9.419152492546694E-001,5.143451418204881E-002,9.333794550937232E-001,1.693145101339882E-002,9.345386404585256E-001,1.849373213032155E-002,9.344547005653385E-001,1.794961115717888E-002,9.360428184815036E-001,2.019028748173610E-002,
3.780000000000000E+009,9.361950159072876E-001,1.233775168657303E-002,9.425204805598146E-001,4.207798038868524E-002,9.333423160256654E-001,8.793824308812908E-003,9.344692748595340E-001,1.038961797933093E-002,9.343379224777224E-001,9.895449721813205E-003,9.360806667586321E-001,1.216601865401316E-002,
3.785000000000000E+009,9.361118078231812E-001,4.044953733682632E-003,9.431948815336000E-001,3.289691681952287E-002,9.334003381504668E-001,7.058554322134656E-004,9.345371319188394E-001,2.286685045950380E-003,9.344029959678651E-001,1.773612183332443E-003,9.360755381747780E-001,3.929280959870355E-003,
3.790000000000000E+009,9.354836940765381E-001,-4.145445302128792E-003,9.432069162917482E-001,2.344071109227277E-002,9.328153334766284E-001,-7.552532107533615E-003,9.339175433724529E-001,-6.099439158454336E-003,9.338239109992982E-001,-6.611860381066801E-003,9.356087953038019E-001,-4.491055296249176E-003,
3.795000000000000E+009,9.350566267967224E-001,-1.285295747220516E-002,9.432094495714114E-001,1.382270135775900E-002,9.323030351866343E-001,-1.616965974592160E-002,9.333218205569251E-001,-1.479631810446719E-002,9.331352817535402E-001,-1.525216416716576E-002,9.349846446794535E-001,-1.308199521838034E-002,
3.800000000000000E+009,9.346351623535156E-001,-2.138735912740231E-002,9.432947205627444E-001,4.416252941001416E-003,9.319655929498640E-001,-2.463486550618864E-002,9.327784018549983E-001,-2.327321480264272E-002,9.326917599678041E-001,-2.364175120890141E-002,9.345826517269162E-001,-2.151158431595030E-002,
3.805000000000000E+009,9.342330694198608E-001,-2.980999834835529E-002,9.433781851164860E-001,-4.859264667514802E-003,9.316153010004399E-001,-3.304755598771897E-002,9.322456591396084E-001,-3.165400036375043E-002,9.321507643699647E-001,-3.206382372975350E-002,9.341119628017129E-001,-3.001260811852343E-002,
3.810000000000000E+009,9.328970909118652E-001,-3.830887749791145E-002,9.425252803063967E-001,-1.419692347407818E-002,9.303168207607802E-001,-4.146590568421260E-002,9.308008618388695E-001,-3.999904344177133E-002,9.307009637832643E-001,-4.048252076506615E-002,9.326783308547426E-001,-3.844249131904300E-002,
3.815000000000000E+009,9.316304326057434E-001,-4.684333503246307E-002,9.417364177412417E-001,-2.386793072149659E-002,9.292069372339880E-001,-5.032516644068207E-002,9.294783561065355E-001,-4.857424476336619E-002,9.293514175415041E-001,-4.910400786399843E-002,9.313640688056067E-001,-4.704106317495388E-002,
3.820000000000000E+009,9.308134317398071E-001,-5.538972467184067E-002,9.413777948643496E-001,-3.307724458855058E-002,9.284836156936058E-001,-5.875491988998870E-002,9.285971493715473E-001,-5.679903461712042E-002,9.284179935455323E-001,-5.730057602524758E-002,9.305788811198114E-001,-5.534920306522205E-002,
3.825000000000000E+009,9.299862980842590E-001,-6.378696113824844E-002,9.408174024627688E-001,-4.247078953654861E-002,9.277418040120999E-001,-6.746457876461702E-002,9.277272741791657E-001,-6.498809403232675E-002,9.275482572555545E-001,-6.565509694814684E-002,9.297140653950718E-001,-6.375944106661682E-002,
3.830000000000000E+009,9.280967116355896E-001,-7.113727182149887E-002,9.393704433576663E-001,-5.078297548055459E-002,9.260277054980014E-001,-7.508034127726766E-002,9.261453547151822E-001,-7.218781721381153E-002,9.258932414054872E-001,-7.289535229206086E-002,9.280598606890720E-001,-7.104913173415346E-002,
3.835000000000000E+009,9.263669252395630E-001,-7.891999930143356E-002,9.376138521264041E-001,-5.931891513152506E-002,9.239779453119692E-001,-8.308781042580686E-002,9.244481024928732E-001,-7.989917515353431E-002,9.241389289855959E-001,-8.057765955924988E-002,9.262765752558982E-001,-7.879286474020690E-002,
3.840000000000000E+009,9.254641532897949E-001,-8.651064336299896E-002,9.366363188458560E-001,-6.782895221079255E-002,9.226739146671401E-001,-9.093590882435704E-002,9.236393500785487E-001,-8.751773091776038E-002,9.232099655151369E-001,-8.819534769058228E-002,9.252244721155596E-001,-8.648870528560314E-002,
3.845000000000000E+009,9.248046278953552E-001,-9.382349997758865E-002,9.360692080274966E-001,-7.569576929622650E-002,9.217851112667385E-001,-9.818631437813727E-002,9.233103808090525E-001,-9.480556532591535E-002,9.228273860931398E-001,-9.543877193927766E-002,9.247060401888407E-001,-9.370683852455591E-002,
3.850000000000000E+009,9.237143993377686E-001,-1.018659770488739E-001,9.349398777796328E-001,-8.412374528590777E-002,9.204544944351218E-001,-1.060412769932889E-001,9.224050754378625E-001,-1.029036217130641E-001,9.219084116935732E-001,-1.033951116442681E-001,9.237858109525036E-001,-1.016606731439346E-001,
3.855000000000000E+009,9.231873154640198E-001,-1.090875416994095E-001,9.343004602770693E-001,-9.177864521625521E-002,9.194827022568336E-001,-1.132963246094742E-001,9.217501543760496E-001,-1.104293592566176E-001,9.212965685844423E-001,-1.108645192503930E-001,9.231479456526534E-001,-1.090894395084532E-001,
3.860000000000000E+009,9.230132699012756E-001,-1.167024448513985E-001,9.342874378963930E-001,-9.956485394596866E-002,9.192930413659630E-001,-1.205473029995355E-001,9.216585665503820E-001,-1.181342643889278E-001,9.211183042526245E-001,-1.184133669495583E-001,9.230925385722609E-001,-1.166256814955170E-001,
3.865000000000000E+009,9.217453002929688E-001,-1.249543577432632E-001,9.334053999986575E-001,-1.081760799846459E-001,9.180624945213546E-001,-1.286450265557899E-001,9.203995186724512E-001,-1.265403505028135E-001,9.199342837333682E-001,-1.269145697116852E-001,9.218064901674308E-001,-1.250128126512164E-001,
3.870000000000000E+009,9.206507205963135E-001,-1.326060146093369E-001,9.324608472520755E-001,-1.162019612455292E-001,9.169311653787012E-001,-1.361772964056698E-001,9.190850107598078E-001,-1.343259250946536E-001,9.186830806732179E-001,-1.346359558582306E-001,9.206937171822294E-001,-1.327568380563705E-001,
3.875000000000000E+009,9.196673631668091E-001,-1.411343365907669E-001,9.318369868824771E-001,-1.250040456119728E-001,9.160000796259571E-001,-1.444654343122173E-001,9.179188297646395E-001,-1.428085323543908E-001,9.176396347045899E-001,-1.430200747013092E-001,9.196744917442760E-001,-1.410654934954109E-001,
3.880000000000000E+009,9.181702733039856E-001,-1.494303792715073E-001,9.307477985289004E-001,-1.337609690602875E-001,9.148401087173098E-001,-1.527901056464281E-001,9.164682957458959E-001,-1.510902175736787E-001,9.161159157752994E-001,-1.514276374816895E-001,9.182655946553411E-001,-1.494252824102730E-001,
3.885000000000000E+009,9.160981774330139E-001,-1.577225774526596E-001,9.288583476380007E-001,-1.426151440281449E-001,9.127071620657269E-001,-1.611425868400658E-001,9.143075853306713E-001,-1.592855212207212E-001,9.138069728851320E-001,-1.596689816951752E-001,9.161680583797138E-001,-1.576896153886208E-001,
3.890000000000000E+009,9.144476056098938E-001,-1.656151115894318E-001,9.275411921981509E-001,-1.512461388378067E-001,9.110830179573076E-001,-1.691988739495490E-001,9.125932154084824E-001,-1.673739723379246E-001,9.120580750465395E-001,-1.676477467775345E-001,9.144873218142220E-001,-1.656843769149824E-001,
3.895000000000000E+009,9.128147959709168E-001,-1.733312010765076E-001,9.260082265893558E-001,-1.595052443591614E-001,9.094434726320337E-001,-1.768386580805806E-001,9.108203420517975E-001,-1.749914383439235E-001,9.103353681564335E-001,-1.752308902025223E-001,9.127444912054469E-001,-1.733836707212603E-001,
3.900000000000000E+009,9.107929468154907E-001,-1.816934645175934E-001,9.240940431774600E-001,-1.684857528602219E-001,9.074075646227622E-001,-1.852543841134665E-001,9.087697354526676E-001,-1.833096661275678E-001,9.082730306625368E-001,-1.835520756721497E-001,9.107022769267021E-001,-1.816603565243929E-001,
3.905000000000000E+009,9.090472459793091E-001,-1.886929720640183E-001,9.225060653407901E-001,-1.760496150756226E-001,9.057934088434360E-001,-1.924547563603992E-001,9.071879441284992E-001,-1.903305530471610E-001,9.067433707237245E-001,-1.906882814168930E-001,9.092135849909113E-001,-1.888299633410379E-001,
3.910000000000000E+009,9.072561860084534E-001,-1.968730837106705E-001,9.206243138767396E-001,-1.846922786104508E-001,9.038616302723562E-001,-2.007555437134334E-001,9.052795055619562E-001,-1.985777415427676E-001,9.047579831123352E-001,-1.988353725910187E-001,9.072609544739256E-001,-1.969720522020620E-001,
3.915000000000000E+009,9.052478671073914E-001,-2.044138461351395E-001,9.187073083453983E-001,-1.927004307600556E-001,9.017541635449666E-001,-2.084049037570450E-001,9.033135767847499E-001,-2.061483966598372E-001,9.028137738227845E-001,-2.064640227079392E-001,9.052815454627563E-001,-2.046000862746010E-001,
3.920000000000000E+009,9.032330513000488E-001,-2.121724933385849E-001,9.165290529336551E-001,-2.009233547571336E-001,8.995016388928510E-001,-2.160845248053228E-001,9.012541762816166E-001,-2.137309912419044E-001,9.006552081108095E-001,-2.141629265785218E-001,9.031461486690068E-001,-2.122854333781199E-001,
3.925000000000000E+009,9.016209840774536E-001,-2.204040884971619E-001,9.149192316044925E-001,-2.094390905124665E-001,8.977971511301197E-001,-2.244074441451268E-001,8.995330631559306E-001,-2.220459306061799E-001,8.989420845031740E-001,-2.224136372327805E-001,9.015381227043131E-001,-2.205227766450914E-001,
3.930000000000000E+009,8.993932008743286E-001,-2.282146960496903E-001,9.128117280621646E-001,-2.177879172296830E-001,8.955199672894664E-001,-2.323627796748617E-001,8.973760894989340E-001,-2.300873861292624E-001,8.968228328704836E-001,-2.302725455522538E-001,8.994870182517980E-001,-2.284975147149233E-001,
3.935000000000000E+009,8.973724842071533E-001,-2.362980246543884E-001,9.107841806625673E-001,-2.261870110528031E-001,8.933824053220861E-001,-2.404131094030284E-001,8.953081054562889E-001,-2.382461054905165E-001,8.946742180824281E-001,-2.383441418647767E-001,8.974011574095734E-001,-2.364943679841708E-001,
3.940000000000000E+009,8.955968022346497E-001,-2.449216246604919E-001,9.089070574555971E-001,-2.350639055269776E-001,8.913385941881037E-001,-2.489402530181626E-001,8.932579849644791E-001,-2.467994590251027E-001,8.927422895431521E-001,-2.468425914287567E-001,8.955121546157860E-001,-2.450901807413785E-001,
3.945000000000000E+009,8.922514915466309E-001,-2.523316740989685E-001,9.055508777763368E-001,-2.430459604593735E-001,8.878719875603135E-001,-2.565187722395299E-001,8.898035375703541E-001,-2.543783341669738E-001,8.892766238212587E-001,-2.543458816051484E-001,8.921823925517343E-001,-2.526137530987941E-001,
3.950000000000000E+009,8.902008533477783E-001,-2.604711353778839E-001,9.033928494335329E-001,-2.511563542571717E-001,8.856961231568808E-001,-2.642727867076762E-001,8.875344131526426E-001,-2.622410472522171E-001,8.870586256027223E-001,-2.622092222213746E-001,8.900808624781280E-001,-2.605106277247178E-001,
3.955000000000000E+009,8.878309726715088E-001,-2.684655785560608E-001,9.010637322457888E-001,-2.594050977046205E-001,8.832561562956978E-001,-2.721987493898211E-001,8.850641542916475E-001,-2.702141139770974E-001,8.846797391891481E-001,-2.701820952415466E-001,8.876882601264955E-001,-2.685948217180822E-001,
3.960000000000000E+009,8.845373988151550E-001,-2.760017514228821E-001,8.979955874957277E-001,-2.670369962727968E-001,8.801118396580998E-001,-2.796072120812483E-001,8.818455096264188E-001,-2.775941182097439E-001,8.814502774238588E-001,-2.777166390895844E-001,8.845233352350689E-001,-2.761095744051240E-001,
3.965000000000000E+009,8.814156651496887E-001,-2.841167449951172E-001,8.948775559055788E-001,-2.755619573255769E-001,8.767853066721758E-001,-2.878005113723210E-001,8.784682986511518E-001,-2.857333407219195E-001,8.780211656570436E-001,-2.858787948608399E-001,8.812328409170267E-001,-2.842803196282739E-001,
3.970000000000000E+009,8.778810501098633E-001,-2.914823889732361E-001,8.916825197009586E-001,-2.834002816792604E-001,8.733187245754804E-001,-2.952426048884948E-001,8.750782552408547E-001,-2.931603203821048E-001,8.746534717559817E-001,-2.932192049026490E-001,8.778045970501281E-001,-2.917591277209704E-001,
3.975000000000000E+009,8.739668130874634E-001,-3.024189770221710E-001,8.876941131671755E-001,-2.947129953896333E-001,8.691806403265840E-001,-3.061673498986598E-001,8.709807789687835E-001,-3.039062767116347E-001,8.705158156394960E-001,-3.039609243392945E-001,8.736604991602549E-001,-3.026628416226035E-001,
3.980000000000000E+009,8.712168931961060E-001,-3.100345730781555E-001,8.850595816668092E-001,-3.025832185197449E-001,8.663548413303881E-001,-3.136577806015868E-001,8.681932872903631E-001,-3.113426006986139E-001,8.677901805877687E-001,-3.114455723762513E-001,8.709492241112466E-001,-3.101961708253762E-001,
3.985000000000000E+009,8.678526878356934E-001,-3.168849945068359E-001,8.817629255572816E-001,-3.097374830633241E-001,8.629832522115467E-001,-3.203461395827965E-001,8.647906065670645E-001,-3.179414999213844E-001,8.644233683586122E-001,-3.179961807250977E-001,8.676395022384479E-001,-3.168375742866977E-001,
3.990000000000000E+009,8.642792701721191E-001,-3.246605694293976E-001,8.780914154423525E-001,-3.180474732483063E-001,8.593981063935463E-001,-3.282603597171192E-001,8.613454072487752E-001,-3.257582441421269E-001,8.609908506393434E-001,-3.258226887226106E-001,8.641560357736844E-001,-3.247399592440475E-001,
3.995000000000000E+009,8.619372248649597E-001,-3.318728506565094E-001,8.757753166419680E-001,-3.252997133894197E-001,8.570893489448995E-001,-3.352689090518252E-001,8.591727625330050E-001,-3.327151392522770E-001,8.587171710968019E-001,-3.328376495361328E-001,8.619180388768605E-001,-3.317988571770144E-001,
4.000000000000000E+009,8.583883643150330E-001,-3.384722769260407E-001,8.721539248702090E-001,-3.323018194467622E-001,8.533899193194148E-001,-3.420212817182032E-001,8.555862732547679E-001,-3.395516212228966E-001,8.551182025909425E-001,-3.394931087970735E-001,8.583232165520385E-001,-3.385098902597292E-001,
4.005000000000000E+009,8.545476198196411E-001,-3.458648324012756E-001,8.682652742605287E-001,-3.399481176391145E-001,8.494437952120267E-001,-3.492531721271471E-001,8.516870250894750E-001,-3.468410405078136E-001,8.512109373092653E-001,-3.468509359359742E-001,8.543320426561272E-001,-3.459078966313244E-001,
4.010000000000000E+009,8.519427776336670E-001,-3.534664511680603E-001,8.656693430870669E-001,-3.478520041038056E-001,8.467754957168703E-001,-3.568737043082838E-001,8.490855823129471E-001,-3.544323815842208E-001,8.486411093711854E-001,-3.544549959182740E-001,8.518103152325656E-001,-3.534603142234459E-001,
