% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:Cap3_duto1_air_S21,im:Cap3_duto1_air_S21,re:Cap3_duto1_air_water1_S21,im:Cap3_duto1_air_water1_S21,re:Cap3_duto1_1plstc_S21,im:Cap3_duto1_1plstc_S21,re:Cap3_duto1_0_1plstc_S21,im:Cap3_duto1_0_1plstc_S21,re:Cap3_duto1_0_5plstc_S21,im:Cap3_duto1_0_5plstc_S21,
3.255000000000000E+009,5.979608949816540E-001,7.407811557406210E-001,5.911969185974122E-001,7.475099719454957E-001,6.000307612164054E-001,7.401101257398849E-001,5.994278017419138E-001,7.394268592018115E-001,5.993067111991526E-001,7.401747880115750E-001,5.977867828145418E-001,7.406240404674789E-001,
3.260000000000000E+009,6.045735684310156E-001,7.349364544836928E-001,5.978108158412172E-001,7.418856709649659E-001,6.065580603997592E-001,7.343430795914439E-001,6.060304751759122E-001,7.336725375365060E-001,6.058614919854505E-001,7.344362758363899E-001,6.044598257189890E-001,7.348009853101347E-001,
3.265000000000000E+009,6.102930855875945E-001,7.293816505594259E-001,6.035155655625916E-001,7.362548070227051E-001,6.123357552731861E-001,7.287042232053029E-001,6.117658923154173E-001,7.279713462540791E-001,6.115587914084417E-001,7.286189624449110E-001,6.101112239594769E-001,7.291622560639404E-001,
3.270000000000000E+009,6.169730445375707E-001,7.243771064368044E-001,6.102023643041993E-001,7.314901628224183E-001,6.190792704266883E-001,7.237518517117321E-001,6.184062770342600E-001,7.230188619555891E-001,6.181215129132577E-001,7.237234999829034E-001,6.168007115639301E-001,7.242489979704450E-001,
3.275000000000000E+009,6.237601434915917E-001,7.186163172309472E-001,6.170403995166017E-001,7.259695841079714E-001,6.258406118961417E-001,7.178317698563748E-001,6.251570357478271E-001,7.172592632269451E-001,6.249466640325818E-001,7.180910837955244E-001,6.236242980985696E-001,7.184455272184114E-001,
3.280000000000000E+009,6.296318682167614E-001,7.117303309743289E-001,6.228291717166139E-001,7.191746145370485E-001,6.316385506833715E-001,7.110126566298162E-001,6.308691985141018E-001,7.103818181218488E-001,6.306635627468253E-001,7.111514684163943E-001,6.293779774740442E-001,7.116044965238266E-001,
3.285000000000000E+009,6.359396139796244E-001,7.063756862730518E-001,6.292986962513734E-001,7.140020172457887E-001,6.380381948143773E-001,7.056230252274489E-001,6.372576108520986E-001,7.049871081090281E-001,6.370816918909050E-001,7.057844145682597E-001,6.358435399024773E-001,7.063036080806411E-001,
3.290000000000000E+009,6.420288974633066E-001,6.992452577411136E-001,6.355170864300538E-001,7.070162941075137E-001,6.440915327759998E-001,6.983718552287341E-001,6.432469373071668E-001,6.978053144105662E-001,6.430548266825243E-001,6.986652874648901E-001,6.417917383907299E-001,6.991485630512893E-001,
3.295000000000000E+009,6.468835322936177E-001,6.931728629619439E-001,6.404140195011904E-001,7.010869800245668E-001,6.489303217874451E-001,6.922653648788926E-001,6.481338942233039E-001,6.917507769296959E-001,6.479024650669605E-001,6.926464322673160E-001,6.466759950223362E-001,6.930221701816151E-001,
3.300000000000000E+009,6.528114671963010E-001,6.878202355106303E-001,6.463462113789369E-001,6.958944600689699E-001,6.548114007909101E-001,6.870167574632594E-001,6.539758331741969E-001,6.865295436165424E-001,6.538175124911868E-001,6.874174184176263E-001,6.525657741674885E-001,6.878905787948152E-001,
3.305000000000000E+009,6.578487355237829E-001,6.812607096011467E-001,6.514601252096559E-001,6.894914561244204E-001,6.598667362476820E-001,6.803269966372443E-001,6.590320455163683E-001,6.799808738693032E-001,6.588701878514506E-001,6.808960100895515E-001,6.576019584479822E-001,6.812296900136602E-001,
3.310000000000000E+009,6.639295077637673E-001,6.759583078427306E-001,6.575402669189454E-001,6.842935490419008E-001,6.658170969608717E-001,6.749286517888552E-001,6.650458447236102E-001,6.746485360583276E-001,6.649817137660412E-001,6.754652116182290E-001,6.637115445892611E-001,6.759634944141705E-001,
3.315000000000000E+009,6.694881097738616E-001,6.701533399981667E-001,6.631246785563663E-001,6.786740397052004E-001,6.714364994628769E-001,6.692283904295612E-001,6.706957766662145E-001,6.689529021218357E-001,6.705443665376027E-001,6.696728049889419E-001,6.692358463401157E-001,6.701945463208294E-001,
3.320000000000000E+009,6.747628249047357E-001,6.639453195279390E-001,6.685382982490540E-001,6.726390270477296E-001,6.766528333810247E-001,6.629598116005577E-001,6.759571251104475E-001,6.627295043240391E-001,6.758428879101188E-001,6.635071065656277E-001,6.745991213845981E-001,6.639536218775461E-001,
3.325000000000000E+009,6.805568249133304E-001,6.582870029102627E-001,6.743664186009217E-001,6.671346385917665E-001,6.824554929980313E-001,6.572085593800029E-001,6.817228203379692E-001,6.570823378076061E-001,6.815946634146560E-001,6.577327967606588E-001,6.803281633231624E-001,6.582555215482394E-001,
3.330000000000000E+009,6.858634710577334E-001,6.527644884755366E-001,6.797983146702576E-001,6.618367246490480E-001,6.878098564178502E-001,6.516907635375119E-001,6.871815518553721E-001,6.515609072991826E-001,6.869566457848406E-001,6.521877611311068E-001,6.856741001898481E-001,6.528515811691350E-001,
3.335000000000000E+009,6.922968171926537E-001,6.468248432643138E-001,6.862836542533876E-001,6.561229507385256E-001,6.941705599681814E-001,6.457800863153876E-001,6.935548193077195E-001,6.456247925330659E-001,6.934052501211500E-001,6.463439990900419E-001,6.920559246408267E-001,6.468904748207833E-001,
3.340000000000000E+009,6.971285117853686E-001,6.405454075463595E-001,6.912135012277224E-001,6.499626188632204E-001,6.990038734082955E-001,6.393340128143701E-001,6.983519535758562E-001,6.392714395153554E-001,6.981752697595679E-001,6.400562762942704E-001,6.968711842726567E-001,6.405770161852031E-001,
3.345000000000000E+009,7.035634092949699E-001,6.343270089310686E-001,6.977642919094851E-001,6.438221403759767E-001,7.053908878324247E-001,6.331738727705701E-001,7.048011835642267E-001,6.330111257078632E-001,7.045763708269246E-001,6.338464613186028E-001,7.033569489367733E-001,6.344678542131479E-001,
3.350000000000000E+009,7.084792807033744E-001,6.280305344344016E-001,7.027319205470277E-001,6.376941190585329E-001,7.103200295940200E-001,6.268057690065698E-001,7.097504530609027E-001,6.266322979131203E-001,7.094362754772023E-001,6.276501115858115E-001,7.083064335605844E-001,6.281485965318563E-001,
3.355000000000000E+009,7.145068804110395E-001,6.217300836320198E-001,7.087769522680666E-001,6.314977441128541E-001,7.161913237131365E-001,6.204418496631323E-001,7.156872015782275E-001,6.202566123119949E-001,7.154082736350982E-001,6.213119814375269E-001,7.142952661978047E-001,6.217955154375023E-001,
3.360000000000000E+009,7.202264873330360E-001,6.142756327132773E-001,7.146156373599245E-001,6.242266118562319E-001,7.219120151399393E-001,6.129730321398365E-001,7.214262465985828E-001,6.127913285836034E-001,7.211991978721293E-001,6.138281055754772E-001,7.200547793531646E-001,6.143973675090256E-001,
3.365000000000000E+009,7.256235403760546E-001,6.081027182157943E-001,7.200382967002871E-001,6.180999506163026E-001,7.272269534053406E-001,6.067707561473490E-001,7.267721659255921E-001,6.065687234519686E-001,7.265397286959304E-001,6.076815010490199E-001,7.254295113317875E-001,6.082784087509497E-001,
3.370000000000000E+009,7.311786766365279E-001,6.013210652745041E-001,7.256410431277468E-001,6.116458327990724E-001,7.327865912179860E-001,5.999045597314209E-001,7.323624545263203E-001,5.998023134661930E-001,7.322481022553151E-001,6.009691542132916E-001,7.310807684612382E-001,6.014674262760597E-001,
3.375000000000000E+009,7.363602421742362E-001,5.953225486665293E-001,7.308387160450747E-001,6.057571256091310E-001,7.379198388051522E-001,5.939824650589692E-001,7.375134302704486E-001,5.937243858861210E-001,7.373972255759359E-001,5.948338958283069E-001,7.361775657459960E-001,5.954380819736376E-001,
3.380000000000000E+009,7.421329673841286E-001,5.876556740707686E-001,7.365844037590029E-001,5.983739278692628E-001,7.436530305502886E-001,5.863381981454658E-001,7.431787304301393E-001,5.860700872524087E-001,7.431278891903473E-001,5.872129761522573E-001,7.419494011042900E-001,5.877469746453790E-001,
3.385000000000000E+009,7.473947583472658E-001,5.797472264490567E-001,7.418619455894472E-001,5.905828468177796E-001,7.487969833605956E-001,5.783148323320015E-001,7.483510991118731E-001,5.780165123872668E-001,7.483606913551391E-001,5.792113982220932E-001,7.472595425295884E-001,5.798015111296988E-001,
3.390000000000000E+009,7.529950938996162E-001,5.723122771200576E-001,7.474348745661927E-001,5.834128651483155E-001,7.543167317703945E-001,5.707967714251193E-001,7.538207466462276E-001,5.705236523815502E-001,7.538707632304861E-001,5.717739260667110E-001,7.528629265973438E-001,5.724119278091012E-001,
3.395000000000000E+009,7.583287307741876E-001,5.653730172160375E-001,7.528022153620912E-001,5.767327884565735E-001,7.595109924081054E-001,5.638922338191884E-001,7.590115849521295E-001,5.635644537390427E-001,7.590561877619295E-001,5.648692310460952E-001,7.581334630348648E-001,5.654859931397113E-001,
3.400000000000000E+009,7.630170426422123E-001,5.579450975249160E-001,7.574309249642945E-001,5.697146776666261E-001,7.640116564629835E-001,5.565138017308007E-001,7.635243712326689E-001,5.561815098677506E-001,7.637147819032625E-001,5.575682825707619E-001,7.627444310289769E-001,5.580019790327668E-001,
3.405000000000000E+009,7.671306764350323E-001,5.496769046285684E-001,7.617055150921634E-001,5.617801836218264E-001,7.681257760902565E-001,5.483616474854068E-001,7.676037189751854E-001,5.480507444939495E-001,7.678079769331365E-001,5.493774175270716E-001,7.669138390479423E-001,5.497539172768708E-001,
3.410000000000000E+009,7.712620885555714E-001,5.427130868650020E-001,7.658928603228761E-001,5.551376359910585E-001,7.722345101122039E-001,5.414932355250355E-001,7.716799552530215E-001,5.411698688902287E-001,7.721150182308024E-001,5.424430688782865E-001,7.710321245853860E-001,5.428938400907316E-001,
3.415000000000000E+009,7.759813084435786E-001,5.351290180952484E-001,7.707612142416385E-001,5.480040305410768E-001,7.769264394150860E-001,5.339229090975521E-001,7.764078216844015E-001,5.336831796169709E-001,7.768192673254807E-001,5.349725275947502E-001,7.757206646004676E-001,5.352733909059046E-001,
3.420000000000000E+009,7.794489912032920E-001,5.274618647307320E-001,7.745492883268739E-001,5.407389157374574E-001,7.804866292953576E-001,5.264204916767593E-001,7.799832631328066E-001,5.262322688770105E-001,7.803585323511880E-001,5.272605995117158E-001,7.792331251852540E-001,5.277256696769856E-001,
3.425000000000000E+009,7.836996418995681E-001,5.205937995356857E-001,7.789274708291629E-001,5.343010695121766E-001,7.846935853134115E-001,5.196269224389418E-001,7.841978412771570E-001,5.194551946126343E-001,7.845137616600487E-001,5.204435926627471E-001,7.835476424140836E-001,5.208196255825939E-001,
3.430000000000000E+009,7.878439756646752E-001,5.126540165531570E-001,7.834838788154604E-001,5.266980993446351E-001,7.890572891982520E-001,5.116567941351871E-001,7.885080708093174E-001,5.115284604805386E-001,7.887246993741475E-001,5.125064965993865E-001,7.877541049753696E-001,5.127920402743375E-001,
3.435000000000000E+009,7.912101137439742E-001,5.053855473553809E-001,7.871650157044985E-001,5.197799068708803E-001,7.925258412650874E-001,5.044010314079250E-001,7.920025319873780E-001,5.041656030508389E-001,7.922710675915662E-001,5.051661170998107E-001,7.911593358170290E-001,5.055737267589977E-001,
3.440000000000000E+009,7.952465826576027E-001,4.983374621826526E-001,7.914860228916933E-001,5.130239959960938E-001,7.965405421851074E-001,4.973217183283103E-001,7.960395487347381E-001,4.971359302432888E-001,7.963253703603911E-001,4.982036352180266E-001,7.951166874775217E-001,4.985419284334535E-001,
3.445000000000000E+009,7.989964285083862E-001,4.902148973154817E-001,7.956173786146548E-001,5.051136662695314E-001,8.003539191847523E-001,4.890769351806490E-001,7.998482347104472E-001,4.890031251409287E-001,8.001002775729318E-001,4.900702245612690E-001,7.989562092235619E-001,4.904184478719376E-001,
3.450000000000000E+009,8.027535831347035E-001,4.825207444517488E-001,7.997140036868289E-001,4.975789529312135E-001,8.041401857515090E-001,4.812247823526635E-001,8.036572817036382E-001,4.811984649606230E-001,8.039584857119253E-001,4.823238546937284E-001,8.027314793106615E-001,4.827804036648087E-001,
3.455000000000000E+009,8.065416780940575E-001,4.752194054173342E-001,8.037395431314089E-001,4.904369672212984E-001,8.078989265133073E-001,4.738863589738262E-001,8.075240771373697E-001,4.737565743596938E-001,8.076863020776811E-001,4.749622003065985E-001,8.065285763622619E-001,4.753454411352571E-001,
3.460000000000000E+009,8.106576382985847E-001,4.674311958685452E-001,8.081229757803348E-001,4.830696285034944E-001,8.120366550042271E-001,4.660281953647019E-001,8.116491691452016E-001,4.659027101216468E-001,8.118851699843037E-001,4.672648199590679E-001,8.106490057045739E-001,4.675708963135460E-001,
3.465000000000000E+009,8.143192262940241E-001,4.599326742180784E-001,8.120947280480959E-001,4.758466097463990E-001,8.156109417872423E-001,4.584779329068701E-001,8.152721456080450E-001,4.583739853785167E-001,8.154961301830577E-001,4.597244530100448E-001,8.142041738988339E-001,4.600583146561978E-001,
3.470000000000000E+009,8.180522022419383E-001,4.514679048400784E-001,8.162069652262880E-001,4.676920116960908E-001,8.194067206616211E-001,4.500126684213694E-001,8.189653803941024E-001,4.499090383290454E-001,8.193240837318089E-001,4.512270976482839E-001,8.179662562450749E-001,4.517116414671993E-001,
3.475000000000000E+009,8.224262989665518E-001,4.438397106051881E-001,8.208068121363832E-001,4.603167888283540E-001,8.236730124506075E-001,4.422014426378327E-001,8.233640235676046E-001,4.420946870455453E-001,8.237694228233027E-001,4.435606433726388E-001,8.224476139054414E-001,4.439759619555286E-001,
3.480000000000000E+009,8.253719531217612E-001,4.348918528854248E-001,8.239851957530215E-001,4.516870881263734E-001,8.264342566265970E-001,4.332971322407136E-001,8.262579883730767E-001,4.331317704261552E-001,8.266465948481419E-001,4.345602752060002E-001,8.253082091625019E-001,4.350780160129496E-001,
3.485000000000000E+009,8.297782442079986E-001,4.260693994356936E-001,8.285898006005861E-001,4.433285301541139E-001,8.307144510639657E-001,4.244875820238792E-001,8.305226071868003E-001,4.241495066406120E-001,8.310199569682824E-001,4.256778981902107E-001,8.296531312573207E-001,4.261821150573489E-001,
3.490000000000000E+009,8.325812977233065E-001,4.177311099534742E-001,8.317825889437869E-001,4.355115236209107E-001,8.335425137869427E-001,4.162212505398736E-001,8.333234442990047E-001,4.157299959557652E-001,8.339080341251982E-001,4.174380728265214E-001,8.325747653782328E-001,4.179096312494202E-001,
3.495000000000000E+009,8.358644148893055E-001,4.094541331943940E-001,8.355286815992739E-001,4.276955743862154E-001,8.367612387614983E-001,4.078949301695224E-001,8.365581799802113E-001,4.073545297584616E-001,8.372947388156211E-001,4.090894653868309E-001,8.358141831225835E-001,4.096755512998265E-001,
3.500000000000000E+009,8.389356069817043E-001,4.001393262229451E-001,8.390307592420963E-001,4.188857535294344E-001,8.397703760550414E-001,3.985623549547313E-001,8.394929373216138E-001,3.979400255858775E-001,8.403660478573273E-001,3.997435938983661E-001,8.388659807348895E-001,4.004371380335311E-001,
3.505000000000000E+009,8.417227301203363E-001,3.911514893427187E-001,8.422520496903994E-001,4.102883206785585E-001,8.424344293036377E-001,3.893763243855358E-001,8.420443044581232E-001,3.886989478162810E-001,8.431145215464674E-001,3.906224989354055E-001,8.415374626983079E-001,3.913201235064363E-001,
3.510000000000000E+009,8.444354639661559E-001,3.816138313143671E-001,8.455092251533511E-001,4.014206773484040E-001,8.450443552181476E-001,3.799028086220291E-001,8.445198063945717E-001,3.792260632308695E-001,8.457454585289332E-001,3.810584394186207E-001,8.442431989594287E-001,3.818306444109775E-001,
3.515000000000000E+009,8.469843899753019E-001,3.726229303189101E-001,8.487188323962405E-001,3.932265086341096E-001,8.473984532299184E-001,3.712161921284302E-001,8.468437195394085E-001,3.703556936965005E-001,8.482964871628924E-001,3.722167982703878E-001,8.468089556402285E-001,3.729576006562932E-001,
3.520000000000000E+009,8.489217368656095E-001,3.635159838899274E-001,8.515663921681216E-001,3.847646403544618E-001,8.493556885079059E-001,3.620964515090874E-001,8.486664503011908E-001,3.613018106573878E-001,8.503004048751708E-001,3.630371638634967E-001,8.487606264444639E-001,3.638108018623624E-001,
3.525000000000000E+009,8.500703320414295E-001,3.534553869420597E-001,8.537231382717898E-001,3.753813445100404E-001,8.504772967899592E-001,3.522752664070214E-001,8.496910341921322E-001,3.514676491705481E-001,8.515895731335333E-001,3.530174175163084E-001,8.500464643940782E-001,3.538674506767746E-001,
3.530000000000000E+009,8.513830789841512E-001,3.439337320917814E-001,8.561443484660342E-001,3.664233861824036E-001,8.517785955798909E-001,3.429356790096795E-001,8.508891333874924E-001,3.420151449574007E-001,8.529018311361521E-001,3.434412598916776E-001,8.513635102001388E-001,3.443050460724833E-001,
3.535000000000000E+009,8.522595411732638E-001,3.353181845700557E-001,8.583064592500308E-001,3.584183222910310E-001,8.528088027466569E-001,3.343579341259222E-001,8.517060655666164E-001,3.335175664630725E-001,8.538581928079614E-001,3.348596698961577E-001,8.523557881603984E-001,3.356771035188447E-001,
3.540000000000000E+009,8.521315525055142E-001,3.258005181187432E-001,8.595666852542117E-001,3.493029349714661E-001,8.527520001636344E-001,3.249927905206638E-001,8.514887290295088E-001,3.240806974846366E-001,8.537189742261135E-001,3.253244648730224E-001,8.522176509536599E-001,3.262110917338506E-001,
3.545000000000000E+009,8.525896435119222E-001,3.168159435942020E-001,8.615271502807620E-001,3.405042472676088E-001,8.533634592179880E-001,3.159205143217416E-001,8.518059266163380E-001,3.150824490309582E-001,8.542274447176270E-001,3.162434762077078E-001,8.526887446260937E-001,3.171427178899748E-001,
3.550000000000000E+009,8.516735915088785E-001,3.084289647008065E-001,8.622044082548526E-001,3.323438225021363E-001,8.525258377486167E-001,3.075015943787017E-001,8.508882613213712E-001,3.068678143906655E-001,8.533928413678398E-001,3.078254794887192E-001,8.518177980669812E-001,3.087306383517008E-001,
3.555000000000000E+009,8.510923071214147E-001,3.001265317768713E-001,8.634268734370425E-001,3.242755836157990E-001,8.520640172508165E-001,2.991748628538044E-001,8.503468925910405E-001,2.987340975056415E-001,8.529709681658821E-001,2.994163608162093E-001,8.513063219652022E-001,3.005068031530194E-001,
3.560000000000000E+009,8.508233392211785E-001,2.912602529120517E-001,8.650349804899599E-001,3.153509232809449E-001,8.518875776936679E-001,2.902533748706835E-001,8.499991007634355E-001,2.898999586477654E-001,8.526420815363349E-001,2.904152138026323E-001,8.510378743344049E-001,2.915844232723580E-001,
3.565000000000000E+009,8.504671317500301E-001,2.834182558193617E-001,8.665264554707339E-001,3.073309933078767E-001,8.515085228954840E-001,2.822778714766157E-001,8.495136962225944E-001,2.821062548547554E-001,8.523087332444315E-001,2.825243986813503E-001,8.506756356072831E-001,2.836151719186908E-001,
3.570000000000000E+009,8.492005575318139E-001,2.746950173655549E-001,8.673440916728213E-001,2.987207665626527E-001,8.502520461628201E-001,2.734455819503407E-001,8.481416935607725E-001,2.735611712026341E-001,8.511113272317029E-001,2.737673556441428E-001,8.493825135744956E-001,2.750761826834484E-001,
3.575000000000000E+009,8.475051863402701E-001,2.657113200723621E-001,8.681589359292605E-001,2.894288363516236E-001,8.485727948586960E-001,2.643654510031430E-001,8.461947734875510E-001,2.645868761843202E-001,8.495406857980106E-001,2.647354943803064E-001,8.477265768935350E-001,2.660966363439158E-001,
3.580000000000000E+009,8.450839322376855E-001,2.572105492574024E-001,8.685584947261050E-001,2.803599712799073E-001,8.459587342860698E-001,2.555744835159334E-001,8.435272068783345E-001,2.560327208088032E-001,8.471562637010034E-001,2.558976405475469E-001,8.454023101040341E-001,2.574439584175823E-001,
3.585000000000000E+009,8.420286216623280E-001,2.486717453205726E-001,8.687431272718812E-001,2.712068917317201E-001,8.425497763933011E-001,2.472250625142541E-001,8.399888033794084E-001,2.479511448878308E-001,8.440313084724698E-001,2.472548453458055E-001,8.423635484782859E-001,2.490313403848123E-001,
3.590000000000000E+009,8.375261470525851E-001,2.400752230097419E-001,8.683385726423647E-001,2.611049598246765E-001,8.378765945824882E-001,2.389199619580384E-001,8.350494572499768E-001,2.399759404551737E-001,8.395249158937711E-001,2.386111859699548E-001,8.379671662268622E-001,2.404063653692395E-001,
3.595000000000000E+009,8.313560665455479E-001,2.340211170672252E-001,8.666268313226321E-001,2.527878259752656E-001,8.317647274820395E-001,2.332954519331659E-001,8.287608144958407E-001,2.348839617129703E-001,8.333124795294518E-001,2.324235712167909E-001,8.318806325810148E-001,2.343091483405556E-001,
3.600000000000000E+009,8.233759007975333E-001,2.278444370428129E-001,8.636134091763308E-001,2.426665037138368E-001,8.240322662086018E-001,2.275912807058774E-001,8.210661417402129E-001,2.300406938429000E-001,8.253934828155201E-001,2.262036813767743E-001,8.239942395548769E-001,2.281167511924151E-001,
3.605000000000000E+009,8.156297985070171E-001,2.248341327766997E-001,8.609868793246462E-001,2.337715099760438E-001,8.167895151630961E-001,2.251191343064968E-001,8.141511113623926E-001,2.285859416588120E-001,8.176669050843075E-001,2.230434189578514E-001,8.162419042424369E-001,2.249898088889736E-001,
3.610000000000000E+009,8.067085754309999E-001,2.264661549989009E-001,8.557242081620792E-001,2.261910825905991E-001,8.089376687232879E-001,2.268130065894207E-001,8.071613934515040E-001,2.311804952736243E-001,8.088759602074593E-001,2.245284381626249E-001,8.073925539442806E-001,2.263555146099638E-001,
3.615000000000000E+009,8.001626703555326E-001,2.313155570982944E-001,8.496613876330568E-001,2.199942714257431E-001,8.036209338442092E-001,2.310412424235743E-001,8.030866581558215E-001,2.359262107934127E-001,8.024383787071981E-001,2.288927963911278E-001,8.008755344673357E-001,2.310796788910805E-001,
3.620000000000000E+009,7.989861050319331E-001,2.375629559155096E-001,8.448676162210085E-001,2.151426442051697E-001,8.030448852717700E-001,2.361765294952680E-001,8.038364298065224E-001,2.409364276510865E-001,8.010595767355500E-001,2.347521350889350E-001,7.996481527802799E-001,2.372583040904283E-001,
3.625000000000000E+009,8.011862480039211E-001,2.443170572256694E-001,8.400085014202884E-001,2.119688709011841E-001,8.051711561019052E-001,2.415036518869188E-001,8.071226630338487E-001,2.456307991975185E-001,8.029242406913651E-001,2.411178326551289E-001,8.017231037437052E-001,2.437655740919201E-001,
3.630000000000000E+009,8.067586337949892E-001,2.494098418870871E-001,8.358169477362063E-001,2.100296138497163E-001,8.100336181820661E-001,2.454192762897015E-001,8.127577206324321E-001,2.487659061397303E-001,8.079346904713816E-001,2.458957642780264E-001,8.070603805590120E-001,2.487820093576478E-001,
3.635000000000000E+009,8.136310949334258E-001,2.525135864620913E-001,8.315294824931336E-001,2.091731027791596E-001,8.160969701001816E-001,2.479094731410548E-001,8.191934588119630E-001,2.502930572903086E-001,8.142913492088493E-001,2.489903080224443E-001,8.137254922668591E-001,2.519034164405706E-001,
3.640000000000000E+009,8.228414758252031E-001,2.541048371407612E-001,8.292423391519167E-001,2.100113883694077E-001,8.243643760674764E-001,2.492774005614172E-001,8.275727803083773E-001,2.507810417304486E-001,8.229985714796875E-001,2.507559692082740E-001,8.227481209822212E-001,2.535199278303764E-001,
3.645000000000000E+009,8.320642517923650E-001,2.529093950310901E-001,8.276857737649538E-001,2.113297567506791E-001,8.327974988157382E-001,2.482907029057320E-001,8.358684001748227E-001,2.490467889310441E-001,8.318534754657596E-001,2.498416387896458E-001,8.318612255268512E-001,2.525443520352749E-001,
3.650000000000000E+009,8.412814323808721E-001,2.498166088648746E-001,8.277450015855410E-001,2.125718347922135E-001,8.415609359055991E-001,2.454677159499613E-001,8.443846093354843E-001,2.455429344905330E-001,8.409298370726707E-001,2.470974425629824E-001,8.410870287947229E-001,2.495667720408855E-001,
3.655000000000000E+009,8.510442752880645E-001,2.458992866951295E-001,8.296371578228764E-001,2.147947099166490E-001,8.509380589066262E-001,2.417361092725174E-001,8.533893406258952E-001,2.415329695241027E-001,8.505665821106194E-001,2.435005265646388E-001,8.507952787050493E-001,2.457346696673599E-001,
3.660000000000000E+009,8.602234456798767E-001,2.398441332176985E-001,8.327417072265628E-001,2.165595880558777E-001,8.599019905337537E-001,2.357840936591752E-001,8.620142453269707E-001,2.353440298419905E-001,8.598368952738078E-001,2.375629443783016E-001,8.600502721776205E-001,2.397041901945008E-001,
3.665000000000000E+009,8.691345528231699E-001,2.331264927846986E-001,8.378104887350466E-001,2.188124689385224E-001,8.685724336375540E-001,2.292458571152992E-001,8.704094562927051E-001,2.286351205395475E-001,8.687753918069532E-001,2.309827151507042E-001,8.689566101841358E-001,2.331375925487246E-001,
3.670000000000000E+009,8.775865593170186E-001,2.259762869762948E-001,8.451785127276614E-001,2.205016075863648E-001,8.769471990176317E-001,2.221502166481869E-001,8.785441993189170E-001,2.213287582325343E-001,8.772874223409705E-001,2.239087034068011E-001,8.774853539370100E-001,2.259583988127761E-001,
3.675000000000000E+009,8.849549625501625E-001,2.164671343536000E-001,8.534626341952517E-001,2.190935378791047E-001,8.841208608132886E-001,2.126037055498808E-001,8.855042693727632E-001,2.118162009779537E-001,8.846817212514093E-001,2.143503560219808E-001,8.849197915918420E-001,2.164850254335097E-001,
3.680000000000000E+009,8.908279725256796E-001,2.073395332059766E-001,8.621637882231142E-001,2.168720728746796E-001,8.897545785179477E-001,2.035474912283538E-001,8.909834235936401E-001,2.027375124604406E-001,8.904906716777209E-001,2.052559739074825E-001,8.908096960707059E-001,2.073595349823127E-001,
3.685000000000000E+009,8.962649573619539E-001,1.968188350875566E-001,8.712049396025088E-001,2.115966367797471E-001,8.949736360996172E-001,1.931117183575383E-001,8.960826919910504E-001,1.922906112852657E-001,8.959312403209792E-001,1.947070832551375E-001,8.962102505316605E-001,1.967408752954689E-001,
3.690000000000000E+009,9.013662958382515E-001,1.874485460036712E-001,8.803305262934877E-001,2.065604973762512E-001,8.998240279931103E-001,1.838007979605293E-001,9.008658817640929E-001,1.829908087757479E-001,9.010233607437294E-001,1.853832857636134E-001,9.013969486745518E-001,1.874428129484846E-001,
3.695000000000000E+009,9.050507821550985E-001,1.764392579122184E-001,8.879746789820864E-001,1.983571406813432E-001,9.032579147674967E-001,1.728423465724382E-001,9.042084816859748E-001,1.720221076829699E-001,9.046382886621471E-001,1.743098697996519E-001,9.051026910022555E-001,1.764400298444182E-001,
3.700000000000000E+009,9.086377028892795E-001,1.664574881030755E-001,8.954268793356326E-001,1.903920156819153E-001,9.065854590745848E-001,1.629466998499035E-001,9.074140415228647E-001,1.620545949387749E-001,9.080981753009804E-001,1.643616212732748E-001,9.086730107274641E-001,1.664176611740479E-001,
3.705000000000000E+009,9.114812048113503E-001,1.564140339951051E-001,9.020028355914309E-001,1.815959836577988E-001,9.090632406259007E-001,1.529141090554891E-001,9.098759355784591E-001,1.520888176467246E-001,9.107721844492621E-001,1.542436154898386E-001,9.115054204951424E-001,1.563166214400009E-001,
3.710000000000000E+009,9.144107737290935E-001,1.462392485170483E-001,9.084368638714602E-001,1.722664912680054E-001,9.116466977736908E-001,1.428916996792278E-001,9.124066284829218E-001,1.420660122566872E-001,9.135807240742863E-001,1.441501950754096E-001,9.143971614130024E-001,1.462211184025639E-001,
3.715000000000000E+009,9.162737483493642E-001,1.355128287827065E-001,9.136099204493716E-001,1.619789180260468E-001,9.132499134045544E-001,1.324919570757263E-001,9.140348401083089E-001,1.315803523124547E-001,9.154876565980141E-001,1.335114864801838E-001,9.163380772638559E-001,1.354368046037655E-001,
3.720000000000000E+009,9.177745098300527E-001,1.259460907040415E-001,9.180708242236332E-001,1.524019217902756E-001,9.143998809303273E-001,1.231347007622529E-001,9.152677959451322E-001,1.221783894567997E-001,9.168233739183500E-001,1.238699086387917E-001,9.178045045044494E-001,1.258765984250518E-001,
3.725000000000000E+009,9.182243092572593E-001,1.159529928844620E-001,9.212072188136296E-001,1.421664293500901E-001,9.145930756617633E-001,1.134416135769908E-001,9.155505295218872E-001,1.123788928087888E-001,9.171482700398858E-001,1.139301298741249E-001,9.182705483186970E-001,1.159365221149162E-001,
