% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap2_copo1_0_1plstc_S21,im:cap2_copo1_0_1plstc_S21,re:cap2_copo1_0_5plstc_S21,im:cap2_copo1_0_5plstc_S21,re:cap2_copo1_1plstc_S21,im:cap2_copo1_1plstc_S21,
3.500000000000000E+009,8.223612611930204E-001,4.501440379883717E-001,8.140495651710797E-001,4.717999629839289E-001,8.220965536820967E-001,4.525472693080568E-001,8.223657541844799E-001,4.499659862920400E-001,
3.505000000000000E+009,8.262838100601385E-001,4.422586843353830E-001,8.192087057053190E-001,4.631973821244531E-001,8.260062304939225E-001,4.448380500558259E-001,8.262587258442203E-001,4.421420254686737E-001,
3.510000000000000E+009,8.304353840276655E-001,4.342910750710709E-001,8.245635371761270E-001,4.544164706411190E-001,8.302468806412428E-001,4.369268336044772E-001,8.304178875783238E-001,4.341715073323131E-001,
3.515000000000000E+009,8.343676558985532E-001,4.269345847285141E-001,8.294986576074235E-001,4.463182230951736E-001,8.342616627484901E-001,4.297551685114100E-001,8.343547582250355E-001,4.268412478792847E-001,
3.520000000000000E+009,8.382452978565859E-001,4.194818388408202E-001,8.343313774317624E-001,4.383411067053010E-001,8.382523020976630E-001,4.224925899089516E-001,8.381943299865888E-001,4.194446003413705E-001,
3.525000000000000E+009,8.415453538208748E-001,4.111710967524294E-001,8.384657942551541E-001,4.292351848596935E-001,8.416928729401100E-001,4.142170517862519E-001,8.416329589700089E-001,4.110759750852560E-001,
3.530000000000000E+009,8.450669228774378E-001,4.034199127403619E-001,8.426692583417145E-001,4.206661222906469E-001,8.453107868846214E-001,4.064278880803600E-001,8.450975024322174E-001,4.032641020159535E-001,
3.535000000000000E+009,8.487435347565814E-001,3.963830272768426E-001,8.469255014619618E-001,4.130095104899962E-001,8.490163082769590E-001,3.995445791162982E-001,8.487936756528448E-001,3.963371229187421E-001,
3.540000000000000E+009,8.517783305479139E-001,3.884876344429568E-001,8.503829833383465E-001,4.044623191695445E-001,8.520629919282153E-001,3.916509627588047E-001,8.517490535012877E-001,3.884504663487847E-001,
3.545000000000000E+009,8.556059325432573E-001,3.807608082154039E-001,8.547380455360490E-001,3.959915711777914E-001,8.559908265319332E-001,3.838200555939619E-001,8.556047397827247E-001,3.806113080207477E-001,
3.550000000000000E+009,8.583747092977133E-001,3.730894182535627E-001,8.577392975134109E-001,3.877380980910103E-001,8.587852324817752E-001,3.762076248393914E-001,8.583965863244457E-001,3.729464743019784E-001,
3.555000000000000E+009,8.612406618537380E-001,3.654903019978731E-001,8.607116859279571E-001,3.798916419304074E-001,8.615403060866514E-001,3.687378599103453E-001,8.611961899093830E-001,3.653605428542764E-001,
3.560000000000000E+009,8.645392148364502E-001,3.571868240459761E-001,8.643319196432669E-001,3.711732600210464E-001,8.648658387525640E-001,3.603883077727597E-001,8.645370593274919E-001,3.569993015205735E-001,
3.565000000000000E+009,8.676679038323139E-001,3.497373705969721E-001,8.676246454484939E-001,3.634567416925667E-001,8.678937394369441E-001,3.530680291687762E-001,8.676201551152869E-001,3.494603986117013E-001,
3.570000000000000E+009,8.700933451694082E-001,3.419259909264348E-001,8.703137999401359E-001,3.557404227075430E-001,8.703755604242501E-001,3.455181222330043E-001,8.700187751409304E-001,3.417089878431755E-001,
3.575000000000000E+009,8.728251633867731E-001,3.337834138030203E-001,8.735867593241183E-001,3.476035323234453E-001,8.731713753696279E-001,3.375493914081320E-001,8.727685140539103E-001,3.335646600221381E-001,
3.580000000000000E+009,8.749693429999186E-001,3.261447952795360E-001,8.762821753859030E-001,3.398594590859795E-001,8.754218863320584E-001,3.300960869392013E-001,8.749325681548394E-001,3.259531052836883E-001,
3.585000000000000E+009,8.776593165860385E-001,3.183790790530290E-001,8.797196417298490E-001,3.320205206208741E-001,8.781913658046949E-001,3.226926147389539E-001,8.775322436930121E-001,3.183297028976651E-001,
3.590000000000000E+009,8.803711953756837E-001,3.104891487186061E-001,8.832610839769050E-001,3.238865431432906E-001,8.811124992510159E-001,3.150579712690345E-001,8.802363833884090E-001,3.103776116269525E-001,
3.595000000000000E+009,8.822625565716029E-001,3.038314426888824E-001,8.860139258521477E-001,3.167866645191943E-001,8.833870808329329E-001,3.084852489003384E-001,8.822793580468344E-001,3.037996849349153E-001,
3.600000000000000E+009,8.842262212987895E-001,2.953122644524621E-001,8.886957634851658E-001,3.075489636721828E-001,8.857169043984325E-001,3.001135021320414E-001,8.842597823598261E-001,2.952492403592540E-001,
3.605000000000000E+009,8.871443939432219E-001,2.880114826618008E-001,8.921630835168986E-001,2.996246450451224E-001,8.890278015492205E-001,2.928064387513685E-001,8.871294245312308E-001,2.880059817276957E-001,
3.610000000000000E+009,8.890411725901475E-001,2.808092557222675E-001,8.945725291789057E-001,2.915833879462506E-001,8.913006853129007E-001,2.855021270068427E-001,8.891266815785857E-001,2.808235967116567E-001,
3.615000000000000E+009,8.907190254905004E-001,2.735266840954836E-001,8.963758604683432E-001,2.833099982177956E-001,8.932443808312346E-001,2.778299150399556E-001,8.907235616122855E-001,2.734569773723330E-001,
3.620000000000000E+009,8.938017448184317E-001,2.656942350957700E-001,8.995009138263432E-001,2.746884407577473E-001,8.964265118432734E-001,2.697752630264760E-001,8.937792408069059E-001,2.656704589154723E-001,
3.625000000000000E+009,8.968146158992496E-001,2.579713364244220E-001,9.025074949810445E-001,2.663906888816378E-001,8.995537851875725E-001,2.618578059113371E-001,8.968023136002646E-001,2.579224609997284E-001,
3.630000000000000E+009,8.994800014372019E-001,2.496992139026144E-001,9.050191198352150E-001,2.574590311950512E-001,9.022280847224603E-001,2.533587668437346E-001,8.994997502158508E-001,2.495933052087918E-001,
3.635000000000000E+009,9.010931207962386E-001,2.412184063569608E-001,9.065785263324300E-001,2.485361790598403E-001,9.038151167585267E-001,2.446821800290671E-001,9.011080908722396E-001,2.410542981507530E-001,
3.640000000000000E+009,9.035160646154296E-001,2.332482814237774E-001,9.089285627754822E-001,2.402976617584685E-001,9.061844243528956E-001,2.366356309880563E-001,9.035121899144754E-001,2.330965419349725E-001,
3.645000000000000E+009,9.049307058197280E-001,2.250117544304603E-001,9.103325638001203E-001,2.317167216570626E-001,9.076059538442470E-001,2.283997007175936E-001,9.049801585729904E-001,2.248848899804168E-001,
3.650000000000000E+009,9.066058977571271E-001,2.168017231473454E-001,9.119694441851154E-001,2.230787530481133E-001,9.093078357685086E-001,2.200929058070227E-001,9.065702329576308E-001,2.166311568403457E-001,
3.655000000000000E+009,9.086570878305917E-001,2.091271381818512E-001,9.140475432204481E-001,2.152887396637685E-001,9.114633358386186E-001,2.125287130614769E-001,9.087169578914007E-001,2.090271736389903E-001,
3.660000000000000E+009,9.104725080162461E-001,2.006477023591392E-001,9.158976820727782E-001,2.064943111225058E-001,9.133255283361041E-001,2.039805020681125E-001,9.105755490086062E-001,2.004556979126269E-001,
3.665000000000000E+009,9.122520455502149E-001,1.927317773245673E-001,9.175772345260768E-001,1.981475199882609E-001,9.150753251763197E-001,1.960272540054461E-001,9.122374805940200E-001,1.925912786149476E-001,
3.670000000000000E+009,9.143054778882791E-001,1.856906728550453E-001,9.196060107004309E-001,1.907915885341469E-001,9.171498927748774E-001,1.889092430761153E-001,9.142845583186245E-001,1.855680699704725E-001,
3.675000000000000E+009,9.161086698721019E-001,1.766435060067019E-001,9.213689347594996E-001,1.814808277402826E-001,9.191037823335727E-001,1.798307566894422E-001,9.161419198758759E-001,1.765542565643201E-001,
3.680000000000000E+009,9.167300737002935E-001,1.690025050458526E-001,9.218901924553367E-001,1.734343933320301E-001,9.197227324028398E-001,1.720422929964024E-001,9.167213187810172E-001,1.689047896756128E-001,
3.685000000000000E+009,9.179862931849097E-001,1.602261761660853E-001,9.228402568456228E-001,1.642459907082718E-001,9.208554507949651E-001,1.631990479071004E-001,9.179042047734317E-001,1.601134647717403E-001,
3.690000000000000E+009,9.190433147148911E-001,1.528942445983086E-001,9.237755699889992E-001,1.567531055897964E-001,9.220444844419795E-001,1.558741492230455E-001,9.191123318621014E-001,1.527063360438841E-001,
3.695000000000000E+009,9.198394587200488E-001,1.440067546370822E-001,9.244450697121598E-001,1.476892222745145E-001,9.228122990692567E-001,1.469331102557539E-001,9.198042025411555E-001,1.437441865879651E-001,
3.700000000000000E+009,9.209599260535993E-001,1.359658364200255E-001,9.253315951653406E-001,1.393892033532589E-001,9.238700127635254E-001,1.388589336871791E-001,9.207795984480962E-001,1.356656485521208E-001,
3.705000000000000E+009,9.216601289370495E-001,1.280133637245655E-001,9.258497694864400E-001,1.313518538519448E-001,9.246779070779702E-001,1.309412678961713E-001,9.215866511049321E-001,1.277273822258457E-001,
3.710000000000000E+009,9.228354147901580E-001,1.197882762546461E-001,9.269450611314541E-001,1.231760348789082E-001,9.259862347384477E-001,1.226707278663937E-001,9.228148310451435E-001,1.195534478063257E-001,
3.715000000000000E+009,9.235283576351737E-001,1.111069605950559E-001,9.274055962424375E-001,1.146096200841054E-001,9.266021836466069E-001,1.139584930091416E-001,9.234147106685839E-001,1.109479569055552E-001,
3.720000000000000E+009,9.240852311547673E-001,1.034590646195898E-001,9.278761517786621E-001,1.069205921327507E-001,9.271310042761606E-001,1.062694978187646E-001,9.239791370608654E-001,1.032798882709649E-001,
3.725000000000000E+009,9.238856285044967E-001,9.502502369196376E-002,9.276361304345906E-001,9.870371603174392E-002,9.269043549082584E-001,9.798637499037748E-002,9.237446803177419E-001,9.490537546226877E-002,
3.730000000000000E+009,9.237972675361903E-001,8.724059048580615E-002,9.276509019153514E-001,9.098284882879010E-002,9.267755238636688E-001,9.026254490087569E-002,9.237309896694748E-001,8.703251618196385E-002,
3.735000000000000E+009,9.245251226710018E-001,7.910848461407724E-002,9.285100282808194E-001,8.288074987528528E-002,9.276100563052137E-001,8.221846736530231E-002,9.243733394799130E-001,7.889775879557953E-002,
3.740000000000000E+009,9.243827856661196E-001,7.141187984202659E-002,9.285981581786240E-001,7.520773119070323E-002,9.275884961730503E-001,7.463733564340981E-002,9.242450575910290E-001,7.117223162884012E-002,
3.745000000000000E+009,9.250203375245176E-001,6.378452720511753E-002,9.295623242494496E-001,6.738433675172605E-002,9.285314883220622E-001,6.702149626005000E-002,9.249123998694302E-001,6.351193657410686E-002,
3.750000000000000E+009,9.255421181258686E-001,5.612581039026090E-002,9.303179661322557E-001,5.963289183789331E-002,9.291859194413625E-001,5.933808434934033E-002,9.253877425007270E-001,5.603366864698609E-002,
3.755000000000000E+009,9.251759474839538E-001,4.840817793822175E-002,9.300667256297491E-001,5.156403239498780E-002,9.289515275935217E-001,5.156489220575483E-002,9.250116429188993E-001,4.835457092820399E-002,
3.760000000000000E+009,9.255752738227655E-001,3.916806104837920E-002,9.304615506764951E-001,4.199814470501334E-002,9.294626347122121E-001,4.220539913139448E-002,9.253729478703459E-001,3.909899092647613E-002,
3.765000000000000E+009,9.257501562859467E-001,3.241514644628779E-002,9.306087248116819E-001,3.503256005291301E-002,9.297280049392144E-001,3.534135233368355E-002,9.255731351181378E-001,3.241702576904526E-002,
3.770000000000000E+009,9.252042012277116E-001,2.411961973185070E-002,9.300732466180119E-001,2.653704937949913E-002,9.292414714134731E-001,2.704283288230066E-002,9.251151272177642E-001,2.413935207930285E-002,
3.775000000000000E+009,9.255613119232061E-001,1.567005069182293E-002,9.303516084633842E-001,1.788972593941825E-002,9.297454519711592E-001,1.847397817877577E-002,9.254835354439703E-001,1.569087479610594E-002,
3.780000000000000E+009,9.255359364213347E-001,8.012430193157600E-003,9.303021751483747E-001,9.944489793118030E-003,9.297893920848253E-001,1.068413540662422E-002,9.254814014479950E-001,7.961621269443331E-003,
3.785000000000000E+009,9.256093998149886E-001,9.911693366820608E-005,9.303807127231722E-001,1.862732374747842E-003,9.299624195627352E-001,2.869883555869118E-003,9.256504157912954E-001,1.687694658038052E-004,
3.790000000000000E+009,9.251978443925980E-001,-7.835444791695595E-003,9.298154562139831E-001,-6.319179542970315E-003,9.296733471460663E-001,-5.339295625762099E-003,9.251734878918182E-001,-7.833501252124972E-003,
3.795000000000000E+009,9.247752864005567E-001,-1.600762905230685E-002,9.293430190077160E-001,-1.477610714308137E-002,9.292971494477028E-001,-1.372057483955636E-002,9.247674366775025E-001,-1.604950410722703E-002,
3.800000000000000E+009,9.246876745798095E-001,-2.410860989504727E-002,9.289720527807676E-001,-2.330103981330882E-002,9.291379076039156E-001,-2.207307270250336E-002,9.246162160109560E-001,-2.423725294773921E-002,
3.805000000000000E+009,9.245031481777896E-001,-3.229149187108966E-002,9.285860857119264E-001,-3.164336394000607E-002,9.290296350818242E-001,-3.042254286181522E-002,9.244579106518849E-001,-3.244895279033225E-002,
3.810000000000000E+009,9.234987842295996E-001,-4.064616165981280E-002,9.272232448922484E-001,-4.002660765774637E-002,9.278573156619412E-001,-3.885616189557439E-002,9.233909659469908E-001,-4.084006612550793E-002,
3.815000000000000E+009,9.226071396090394E-001,-4.927849323433984E-002,9.259543442417706E-001,-4.871927277649434E-002,9.268689350340258E-001,-4.757948885667410E-002,9.224492954324627E-001,-4.945065498525653E-002,
3.820000000000000E+009,9.220530729334501E-001,-5.763452483313809E-002,9.251589049141640E-001,-5.703452323063539E-002,9.263080889478380E-001,-5.597925481132066E-002,9.219159136788978E-001,-5.780769050641049E-002,
3.825000000000000E+009,9.214567018471311E-001,-6.641344167012622E-002,9.242974237613373E-001,-6.553011699983476E-002,9.256715565494593E-001,-6.469248660493610E-002,9.213379849388164E-001,-6.651600096412004E-002,
3.830000000000000E+009,9.199380785288700E-001,-7.409265506980865E-002,9.225543619079808E-001,-7.286575637839002E-002,9.240605878989534E-001,-7.225583842879801E-002,9.198433760053801E-001,-7.415013292650090E-002,
3.835000000000000E+009,9.179937186179886E-001,-8.229409880770486E-002,9.206135685087518E-001,-8.068337683338338E-002,9.220986884123289E-001,-8.033808500522272E-002,9.179216356676621E-001,-8.243559266737646E-002,
3.840000000000000E+009,9.165906526996893E-001,-9.031725636654661E-002,9.194099114540696E-001,-8.832089218523256E-002,9.207113356324549E-001,-8.823614333408636E-002,9.164498106818442E-001,-9.050309431600567E-002,
3.845000000000000E+009,9.154823851355388E-001,-9.773567133708873E-002,9.186247140744851E-001,-9.549460318205041E-002,9.198346821562438E-001,-9.546711810139036E-002,9.154087310593296E-001,-9.785519366624919E-002,
3.850000000000000E+009,9.137908507170409E-001,-1.056910886883630E-001,9.174256913591010E-001,-1.032429672726322E-001,9.185098641870988E-001,-1.031803742553191E-001,9.137833691317351E-001,-1.057369033375067E-001,
3.855000000000000E+009,9.125148082883973E-001,-1.126199531738432E-001,9.166598445213222E-001,-1.103378446380676E-001,9.175685653451586E-001,-1.102829004812850E-001,9.125266891240169E-001,-1.127935487476793E-001,
3.860000000000000E+009,9.119440557737383E-001,-1.196609889167065E-001,9.164004951036403E-001,-1.178157674725826E-001,9.172318051326717E-001,-1.174931494763758E-001,9.119137101796357E-001,-1.197717644198596E-001,
3.865000000000000E+009,9.104950066577007E-001,-1.273195063279222E-001,9.151821329356706E-001,-1.259101050023164E-001,9.159684340144007E-001,-1.253675231795676E-001,9.104506422270193E-001,-1.273941237269692E-001,
3.870000000000000E+009,9.093248179374215E-001,-1.343021914623299E-001,9.139418417296833E-001,-1.334249160544106E-001,9.148815749384581E-001,-1.326393988769765E-001,9.092815652768957E-001,-1.344552485758834E-001,
3.875000000000000E+009,9.083948966678360E-001,-1.421409939396099E-001,9.128593146968133E-001,-1.416817151071809E-001,9.139817164376147E-001,-1.406569311611096E-001,9.083001772027139E-001,-1.422916859553227E-001,
3.880000000000000E+009,9.072040072365177E-001,-1.499889257586926E-001,9.113404327673367E-001,-1.498243260467636E-001,9.128309016862685E-001,-1.487647738299087E-001,9.070742732514122E-001,-1.500590668595122E-001,
3.885000000000000E+009,9.052628914810182E-001,-1.579190124398296E-001,9.091442384898608E-001,-1.578719748889524E-001,9.109689749100676E-001,-1.569664898495838E-001,9.051986840911629E-001,-1.580710682076488E-001,
3.890000000000000E+009,9.038906943280139E-001,-1.655304123014058E-001,9.074926078941207E-001,-1.655494071147159E-001,9.094220373270807E-001,-1.648273923800320E-001,9.037892838183861E-001,-1.657603375737867E-001,
3.895000000000000E+009,9.024483903621396E-001,-1.730511700008753E-001,9.058653239736397E-001,-1.730425623465292E-001,9.077996230773500E-001,-1.724453477702482E-001,9.022676934764062E-001,-1.733028862121988E-001,
3.900000000000000E+009,9.005139985144957E-001,-1.812579651012366E-001,9.039550698368319E-001,-1.811807991621911E-001,9.059627972171930E-001,-1.806233981158121E-001,9.003662459508093E-001,-1.814703464236456E-001,
3.905000000000000E+009,8.990441285368866E-001,-1.882350180978434E-001,9.024671571643650E-001,-1.882409820398949E-001,9.046045782053572E-001,-1.876775102905822E-001,8.988727160263028E-001,-1.884184950986197E-001,
3.910000000000000E+009,8.972114449026051E-001,-1.960971377979294E-001,9.005482178197642E-001,-1.961413120262512E-001,9.027643573478372E-001,-1.958246199033632E-001,8.969929969112179E-001,-1.963934430270998E-001,
3.915000000000000E+009,8.954680095644859E-001,-2.034288939078765E-001,8.986679707769014E-001,-2.035335798331205E-001,9.008784439831126E-001,-2.033953671503357E-001,8.951142029092797E-001,-2.037130038987316E-001,
3.920000000000000E+009,8.934476256981107E-001,-2.111046681286741E-001,8.965565479700167E-001,-2.111396638959637E-001,8.988067661538429E-001,-2.110471890574179E-001,8.931582934552846E-001,-2.111389799427409E-001,
3.925000000000000E+009,8.918652926884321E-001,-2.191155602807898E-001,8.949112094805816E-001,-2.191189192072768E-001,8.972332724963631E-001,-2.190370831465852E-001,8.916692731242464E-001,-2.190948017940396E-001,
3.930000000000000E+009,8.898788722926050E-001,-2.267674913340809E-001,8.928309878264699E-001,-2.268228049870752E-001,8.952865034761723E-001,-2.269202644906062E-001,8.897626122981623E-001,-2.267836585664542E-001,
3.935000000000000E+009,8.882231139445399E-001,-2.345822778755735E-001,8.909806457903134E-001,-2.346226237990274E-001,8.933411515908745E-001,-2.349256164035442E-001,8.879679772294404E-001,-2.346361605575984E-001,
3.940000000000000E+009,8.864406942333393E-001,-2.430444152775749E-001,8.892069729222456E-001,-2.430984353669638E-001,8.915321717942654E-001,-2.434042039351773E-001,8.862144356336286E-001,-2.430469022351710E-001,
3.945000000000000E+009,8.832674005955247E-001,-2.505157221517580E-001,8.860704528740425E-001,-2.505221104597463E-001,8.883407361745065E-001,-2.509111727919769E-001,8.830777589328798E-001,-2.505327861205694E-001,
3.950000000000000E+009,8.813003871692089E-001,-2.582273307321095E-001,8.839606904849433E-001,-2.584554919585050E-001,8.863892318771193E-001,-2.588534821763487E-001,8.811986104466116E-001,-2.583070214759122E-001,
3.955000000000000E+009,8.791928108746056E-001,-2.662416434581794E-001,8.816282831036042E-001,-2.664580225596998E-001,8.840888587031551E-001,-2.668737752722216E-001,8.789347902614833E-001,-2.663113217030374E-001,
3.960000000000000E+009,8.762039582070522E-001,-2.737390677415792E-001,8.785601860371973E-001,-2.737285659702096E-001,8.810634453178934E-001,-2.742742474981674E-001,8.759808477670505E-001,-2.737247152815179E-001,
3.965000000000000E+009,8.730441602191428E-001,-2.819204373116960E-001,8.754088250403683E-001,-2.818670374355666E-001,8.779206971199586E-001,-2.824625030708982E-001,8.729022728293253E-001,-2.819743723263074E-001,
3.970000000000000E+009,8.697425363048339E-001,-2.893668197446515E-001,8.719732839311241E-001,-2.892334831651959E-001,8.747308617559496E-001,-2.899973401986430E-001,8.696319876565883E-001,-2.894443804550393E-001,
3.975000000000000E+009,8.657463873299853E-001,-3.003230592297713E-001,8.680234685525167E-001,-2.998868326367116E-001,8.705779947284876E-001,-3.010455868680790E-001,8.656250619465455E-001,-3.004170704642195E-001,
3.980000000000000E+009,8.630641468862785E-001,-3.078501045782192E-001,8.655207565206909E-001,-3.072538508667894E-001,8.678253449259287E-001,-3.084858153931052E-001,8.628683913549384E-001,-3.079109579912849E-001,
3.985000000000000E+009,8.597915877042868E-001,-3.145712065844994E-001,8.623009936510145E-001,-3.139890233416383E-001,8.645665505822431E-001,-3.150571638047560E-001,8.596762071026277E-001,-3.145325568815912E-001,
3.990000000000000E+009,8.562290029704327E-001,-3.224426360465629E-001,8.587989370355308E-001,-3.218311834240542E-001,8.612698476414370E-001,-3.228868598125348E-001,8.561779848778987E-001,-3.224105640152472E-001,
3.995000000000000E+009,8.539962427570436E-001,-3.294607321745646E-001,8.566206435607057E-001,-3.288443342321642E-001,8.590591459703170E-001,-3.300738783401718E-001,8.539023899736854E-001,-3.295530857286418E-001,
4.000000000000000E+009,8.503141234416467E-001,-3.361215990833820E-001,8.531005658939159E-001,-3.354995299774628E-001,8.554643632006467E-001,-3.367730512194173E-001,8.501129051660139E-001,-3.361941101614954E-001,
4.005000000000000E+009,8.462922321820536E-001,-3.433483156061087E-001,8.492187767413880E-001,-3.426745976049415E-001,8.515809859527008E-001,-3.440622763560438E-001,8.461553232847108E-001,-3.433300422494868E-001,
4.010000000000000E+009,8.435557595185040E-001,-3.507976289876458E-001,8.466043239188512E-001,-3.502901844927600E-001,8.489900564240437E-001,-3.517054438829885E-001,8.434537954809706E-001,-3.508216380541362E-001,
4.015000000000000E+009,8.401057116664523E-001,-3.578112376918368E-001,8.432201248973542E-001,-3.574437073363477E-001,8.455728589838512E-001,-3.589978148782499E-001,8.399849987466306E-001,-3.579210897035739E-001,
4.020000000000000E+009,8.368132390719157E-001,-3.649461565880778E-001,8.400326222985504E-001,-3.646676349139397E-001,8.421670508439303E-001,-3.662438197433229E-001,8.366478735653062E-001,-3.649271861178483E-001,
4.025000000000000E+009,8.336676694930064E-001,-3.722059907864226E-001,8.368499853804379E-001,-3.721107114208420E-001,8.390772999370337E-001,-3.736393098248045E-001,8.334887452916771E-001,-3.721931693025816E-001,
4.030000000000000E+009,8.299412170664736E-001,-3.789140294729861E-001,8.331846967955499E-001,-3.790388508782576E-001,8.353841796397947E-001,-3.806423221336383E-001,8.298782165015944E-001,-3.789288363025440E-001,
4.035000000000000E+009,8.263424859945175E-001,-3.862490284659484E-001,8.294667405102665E-001,-3.865263583169026E-001,8.316746828034217E-001,-3.881573576297583E-001,8.263197431801002E-001,-3.863526272934275E-001,
4.040000000000000E+009,8.230934188163354E-001,-3.937926451928545E-001,8.260990603993837E-001,-3.940624002296029E-001,8.283193182040283E-001,-3.958283816953755E-001,8.229681718902708E-001,-3.939231717392477E-001,
4.045000000000000E+009,8.194705902353962E-001,-4.007937367657110E-001,8.224188933920247E-001,-4.010580412603375E-001,8.246225861123844E-001,-4.029742589433310E-001,8.193030507120365E-001,-4.008431288651090E-001,
4.050000000000000E+009,8.151077134194198E-001,-4.077645184668597E-001,8.180945833461482E-001,-4.080857051659141E-001,8.202066422896156E-001,-4.101244852357570E-001,8.150580690260389E-001,-4.078036888510251E-001,
4.055000000000000E+009,8.115147609441410E-001,-4.147963744819190E-001,8.145101240053547E-001,-4.151726157682450E-001,8.164463373671006E-001,-4.173709226624549E-001,8.114456636040263E-001,-4.148662460214366E-001,
4.060000000000000E+009,8.077506525711173E-001,-4.216627998297795E-001,8.107470282696965E-001,-4.221372865040994E-001,8.125149345144916E-001,-4.243369462517541E-001,8.076871320101646E-001,-4.217265662782561E-001,
4.065000000000000E+009,8.035321289481168E-001,-4.285585486921754E-001,8.063807483870652E-001,-4.293406932691593E-001,8.080809243972851E-001,-4.313944708196781E-001,8.034386158374216E-001,-4.287402849619911E-001,
4.070000000000000E+009,7.993400950263371E-001,-4.354854748723038E-001,8.019026433325565E-001,-4.363634107361474E-001,8.036261709303670E-001,-4.384483970144405E-001,7.992121677761119E-001,-4.356843725701620E-001,
4.075000000000000E+009,7.957237712268936E-001,-4.421696175394129E-001,7.981935046915972E-001,-4.430535848319073E-001,7.998179728354196E-001,-4.451156763964150E-001,7.955501941877008E-001,-4.423302879183261E-001,
4.080000000000000E+009,7.919552121302624E-001,-4.491924616775741E-001,7.941100526997391E-001,-4.501130320778877E-001,7.957311894017569E-001,-4.521355377807787E-001,7.916294280463354E-001,-4.493078776325893E-001,
4.085000000000000E+009,7.880376183680611E-001,-4.556102786013418E-001,7.898868145740577E-001,-4.565698930346369E-001,7.916615980403430E-001,-4.584485576346586E-001,7.877071701559449E-001,-4.557670206453230E-001,
4.090000000000000E+009,7.836549141398344E-001,-4.644483946448900E-001,7.853462425833935E-001,-4.652148264375383E-001,7.872657204353732E-001,-4.673095509837678E-001,7.833098027487790E-001,-4.646139020129438E-001,
4.095000000000000E+009,7.787011267989122E-001,-4.708825436160645E-001,7.803189287773936E-001,-4.714269495592383E-001,7.820882482808744E-001,-4.736907901583892E-001,7.783037369820600E-001,-4.710047994743277E-001,
4.100000000000000E+009,7.733920098310603E-001,-4.773132173602271E-001,7.749089974002819E-001,-4.777407281468029E-001,7.767794535995782E-001,-4.799965930742193E-001,7.731207051558889E-001,-4.773685618482845E-001,
4.105000000000000E+009,7.686979279719729E-001,-4.847433675222667E-001,7.700100703815034E-001,-4.849708765402714E-001,7.719428873630572E-001,-4.873736164629214E-001,7.684090503832295E-001,-4.848443225433409E-001,
4.110000000000000E+009,7.638869658685619E-001,-4.914968927908835E-001,7.650556710417428E-001,-4.912456792188156E-001,7.670708767465799E-001,-4.939163652772192E-001,7.635487809574912E-001,-4.914648684848903E-001,
4.115000000000000E+009,7.587079994598056E-001,-4.982404041819613E-001,7.599662788462381E-001,-4.974796291172496E-001,7.617619839157133E-001,-5.004874185936344E-001,7.583012374235331E-001,-4.981455723821568E-001,
4.120000000000000E+009,7.542507592548573E-001,-5.045936774824065E-001,7.557554549043364E-001,-5.035113993723348E-001,7.573489651701277E-001,-5.066182362184225E-001,7.539168199364701E-001,-5.044561823725435E-001,
4.125000000000000E+009,7.478905641237371E-001,-5.112494250190793E-001,7.496535691812316E-001,-5.099573213376398E-001,7.511202829561536E-001,-5.131313895601735E-001,7.475786422174792E-001,-5.111199686383228E-001,
4.130000000000000E+009,7.425836636625810E-001,-5.179915533245278E-001,7.446794402863867E-001,-5.164379641839577E-001,7.459804741888534E-001,-5.197075742645265E-001,7.423205720107793E-001,-5.177717627805505E-001,
4.135000000000000E+009,7.373229723095792E-001,-5.235200026129088E-001,7.398651174374701E-001,-5.217966940371024E-001,7.410194565160626E-001,-5.252841229136062E-001,7.371188527003862E-001,-5.233155354521957E-001,
4.140000000000000E+009,7.313493883724442E-001,-5.293149456099406E-001,7.343665347416939E-001,-5.276697366959517E-001,7.352341916118392E-001,-5.311187839318307E-001,7.311332798812187E-001,-5.291047406479896E-001,
4.145000000000000E+009,7.269006137966683E-001,-5.346587157907049E-001,7.303720467374663E-001,-5.331942526591830E-001,7.309622799500242E-001,-5.367278741813021E-001,7.266503914124649E-001,-5.344440336901531E-001,
4.150000000000000E+009,7.212799027671893E-001,-5.406380454958096E-001,7.252283210085672E-001,-5.394915111286384E-001,7.253812268635691E-001,-5.429052365593899E-001,7.210029296144603E-001,-5.404801892342120E-001,
4.155000000000000E+009,7.169685259437697E-001,-5.465924188187705E-001,7.212652800314610E-001,-5.457587017752101E-001,7.211395756580483E-001,-5.489975715069227E-001,7.167459573592301E-001,-5.464210132653981E-001,
4.160000000000000E+009,7.116818355956153E-001,-5.519281460523879E-001,7.161015075718495E-001,-5.515405678530067E-001,7.159302851596484E-001,-5.544385047772770E-001,7.114270334377835E-001,-5.516809631468141E-001,
4.165000000000000E+009,7.067857175934164E-001,-5.578851578999502E-001,7.112414416781758E-001,-5.579033444219896E-001,7.110751950516308E-001,-5.606455787119601E-001,7.067156844035392E-001,-5.575235182614892E-001,
4.170000000000000E+009,7.018555906001621E-001,-5.633541321416260E-001,7.061922733393794E-001,-5.636884503852648E-001,7.061675013346520E-001,-5.664921532152802E-001,7.018873077577807E-001,-5.631169840039270E-001,
