% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:ag_S21,im:ag_S21,re:pl_0_1_S21,im:pl_0_1_S21,re:pl_0_5_S21,im:pl_0_5_S21,
3.630000000000000E+009,9.032917618751526E-001,2.468888014554977E-001,9.025731088708152E-001,2.338965860099270E-001,9.046745300292969E-001,2.429382055997849E-001,9.020242052268983E-001,2.422587248134613E-001,
3.635000000000000E+009,9.054464697837830E-001,2.388442009687424E-001,9.044349103637700E-001,2.256201937936173E-001,9.066082835197449E-001,2.345738857984543E-001,9.038661343765261E-001,2.341114843130112E-001,
3.640000000000000E+009,9.075573682785034E-001,2.307347506284714E-001,9.063764496580355E-001,2.172640002559650E-001,9.087045788764954E-001,2.264029979705811E-001,9.059566807746889E-001,2.260852735948563E-001,
3.645000000000000E+009,9.097096323966980E-001,2.228542417287827E-001,9.081837411033317E-001,2.091246384050121E-001,9.104107022285461E-001,2.184218913316727E-001,9.079168413925172E-001,2.180673440122605E-001,
3.650000000000000E+009,9.112949967384338E-001,2.145316749811173E-001,9.095878449071350E-001,2.009289145199874E-001,9.121575951576233E-001,2.100259810686112E-001,9.095226972770694E-001,2.099750491619111E-001,
3.655000000000000E+009,9.137618541717529E-001,2.069562971591950E-001,9.117987852939586E-001,1.931985177698441E-001,9.144166111946106E-001,2.022920101881027E-001,9.118400707435610E-001,2.024510250425339E-001,
3.660000000000000E+009,9.157460331916809E-001,1.985608637332916E-001,9.136060389223533E-001,1.846719346554419E-001,9.162674546241760E-001,1.937941163778305E-001,9.139178730964663E-001,1.939430822372437E-001,
3.665000000000000E+009,9.176088571548462E-001,1.907399296760559E-001,9.152235906653237E-001,1.767587005303465E-001,9.179668426513672E-001,1.860969513654709E-001,9.156585633850098E-001,1.860880593967438E-001,
3.670000000000000E+009,9.195162057876587E-001,1.822485029697418E-001,9.170125606590502E-001,1.679991673757819E-001,9.199079275131226E-001,1.776160001754761E-001,9.174975835418702E-001,1.774426334810257E-001,
3.675000000000000E+009,9.212186932563782E-001,1.737710684537888E-001,9.184149409630391E-001,1.596870458395865E-001,9.214340448379517E-001,1.692565977573395E-001,9.190807304573062E-001,1.692660898637772E-001,
3.680000000000000E+009,9.223113656044006E-001,1.651537269353867E-001,9.194285614120670E-001,1.510474612781355E-001,9.225966930389404E-001,1.605817377567291E-001,9.203398921203616E-001,1.606939153194428E-001,
3.685000000000000E+009,9.234208464622498E-001,1.566906720399857E-001,9.202654075652315E-001,1.422301790305602E-001,9.236313104629517E-001,1.519684493541718E-001,9.212737407684328E-001,1.518707696533203E-001,
3.690000000000000E+009,9.242641925811768E-001,1.482684314250946E-001,9.209483468446874E-001,1.338523066428730E-001,9.247270822525024E-001,1.437047570943832E-001,9.220688830375674E-001,1.435456466579438E-001,
3.695000000000000E+009,9.254271388053894E-001,1.401635706424713E-001,9.217860494492437E-001,1.255800202517104E-001,9.257965087890625E-001,1.352489441633225E-001,9.230132161903384E-001,1.354939161729813E-001,
3.700000000000000E+009,9.258660674095154E-001,1.321123242378235E-001,9.219528558811908E-001,1.173936742518963E-001,9.259571433067322E-001,1.269309222698212E-001,9.235011987686159E-001,1.274272943210602E-001,
3.705000000000000E+009,9.269916415214539E-001,1.236478090286255E-001,9.226354299820809E-001,1.089397607534970E-001,9.270398020744324E-001,1.183821633458138E-001,9.245253596305849E-001,1.189052623414994E-001,
3.710000000000000E+009,9.276986718177795E-001,1.149821877479553E-001,9.228927878365112E-001,1.003212665998333E-001,9.273604154586792E-001,1.097059547901154E-001,9.250565633583071E-001,1.102964657354355E-001,
3.715000000000000E+009,9.282687902450562E-001,1.060174480080605E-001,9.231910758150762E-001,9.167040116696307E-002,9.280622601509094E-001,1.010974049568176E-001,9.256712297439577E-001,1.016056690406800E-001,
3.720000000000000E+009,9.283083081245422E-001,9.750483185052872E-002,9.230138547187469E-001,8.335330413358567E-002,9.280127286911011E-001,9.234403073787689E-002,9.255844447135928E-001,9.298635537624361E-002,
3.725000000000000E+009,9.281723499298096E-001,8.946715295314789E-002,9.225615687091959E-001,7.541872805309022E-002,9.276782274246216E-001,8.423872292041779E-002,9.253848362922670E-001,8.493014916419985E-002,
3.730000000000000E+009,9.280312061309815E-001,8.180104196071625E-002,9.222000276924830E-001,6.765676909980528E-002,9.273495674133301E-001,7.639082521200180E-002,9.249831698989871E-001,7.708565947532656E-002,
3.735000000000000E+009,9.281539320945740E-001,7.399017363786697E-002,9.221127269422470E-001,5.999159903578935E-002,9.274520874023438E-001,6.865531206130981E-002,9.251172192001346E-001,6.937764888763430E-002,
3.740000000000000E+009,9.281502366065979E-001,6.648141145706177E-002,9.220506312531289E-001,5.257607140777043E-002,9.274101853370667E-001,6.124190241098404E-002,9.251503682708742E-001,6.198425335645676E-002,
3.745000000000000E+009,9.288520216941834E-001,5.913484841585159E-002,9.224588889609222E-001,4.550305710142352E-002,9.280340671539307E-001,5.392944440245628E-002,9.256285761451724E-001,5.469495146393777E-002,
3.750000000000000E+009,9.293451905250549E-001,5.188268423080444E-002,9.229286673691239E-001,3.817982860298965E-002,9.282919168472290E-001,4.643075540661812E-002,9.261992482948305E-001,4.732369607210160E-002,
3.755000000000000E+009,9.300076365470886E-001,4.426154866814613E-002,9.233230710027552E-001,3.065510230556362E-002,9.288099408149719E-001,3.885149210691452E-002,9.265430652618409E-001,3.974753500461579E-002,
3.760000000000000E+009,9.304087162017822E-001,3.636143356561661E-002,9.235544452359935E-001,2.294791329117773E-002,9.290778636932373E-001,3.132274374365807E-002,9.268096563911441E-001,3.211721684932709E-002,
3.765000000000000E+009,9.307115077972412E-001,2.865279465913773E-002,9.236495839322237E-001,1.505458249371184E-002,9.293461441993713E-001,2.334276586771011E-002,9.270132571983341E-001,2.423156800568104E-002,
3.770000000000000E+009,9.306792616844177E-001,2.109204232692719E-002,9.234957593914337E-001,7.464181864457941E-003,9.292918443679810E-001,1.572190970182419E-002,9.269753589439393E-001,1.659583956122399E-002,
3.775000000000000E+009,9.314811825752258E-001,1.266673952341080E-002,9.240907707635659E-001,-7.641084151524478E-004,9.300097227096558E-001,7.497571408748627E-003,9.276378820800783E-001,8.356088114678861E-003,
3.780000000000000E+009,9.317111968994141E-001,4.354206845164299E-003,9.241235002561189E-001,-8.924032148227245E-003,9.301191568374634E-001,-8.240789175033569E-004,9.276846704864504E-001,1.109775811433792E-004,
3.785000000000000E+009,9.317171573638916E-001,-3.970453515648842E-003,9.239975650749908E-001,-1.731379333571369E-002,9.301876425743103E-001,-9.446108713746071E-003,9.276811289024355E-001,-8.139499416351319E-003,
3.790000000000000E+009,9.317238926887512E-001,-1.187745202332735E-002,9.236960188755530E-001,-2.541635346736011E-002,9.298753142356873E-001,-1.764057576656342E-002,9.274651037216188E-001,-1.617540137410164E-002,
3.795000000000000E+009,9.316764473915100E-001,-2.038378454744816E-002,9.232373386143715E-001,-3.397195815915916E-002,9.295789599418640E-001,-2.618417143821716E-002,9.271452079772951E-001,-2.462945639133454E-002,
3.800000000000000E+009,9.316031932830811E-001,-2.870658226311207E-002,9.228573661507113E-001,-4.195844468998176E-002,9.292368292808533E-001,-3.414392471313477E-002,9.269252178192140E-001,-3.255236202478409E-002,
3.805000000000000E+009,9.314336180686951E-001,-3.758188337087631E-002,9.223471015719725E-001,-5.061377574866343E-002,9.288362860679627E-001,-4.309809952974320E-002,9.266254185485842E-001,-4.117131594061852E-002,
3.810000000000000E+009,9.306207299232483E-001,-4.606835916638374E-002,9.211974379617418E-001,-5.879034701428167E-002,9.279137849807739E-001,-5.149018019437790E-002,9.256493353271486E-001,-4.954808261513712E-002,
3.815000000000000E+009,9.299387931823731E-001,-5.475876107811928E-002,9.204323405923742E-001,-6.740249916780922E-002,9.271543622016907E-001,-6.020199880003929E-002,9.249258874130252E-001,-5.791237013220788E-002,
3.820000000000000E+009,9.292415380477905E-001,-6.360082328319550E-002,9.191756471112005E-001,-7.617444454935211E-002,9.260630011558533E-001,-6.887560337781906E-002,9.239832814407349E-001,-6.646176393270493E-002,
3.825000000000000E+009,9.282982945442200E-001,-7.240635156631470E-002,9.178162926676483E-001,-8.475523505347629E-002,9.247955083847046E-001,-7.761953771114349E-002,9.230459858703615E-001,-7.505458495378495E-002,
3.830000000000000E+009,9.265835285186768E-001,-8.090998232364655E-002,9.158506205594630E-001,-9.286561815625311E-002,9.228770136833191E-001,-8.578854054212570E-002,9.214368872261051E-001,-8.333073038816453E-002,
3.835000000000000E+009,9.252894520759583E-001,-8.941324800252914E-002,9.142855844122905E-001,-1.009659316441206E-001,9.213323593139648E-001,-9.432871639728546E-002,9.201333813858035E-001,-9.164148041963580E-002,
3.840000000000000E+009,9.234706163406372E-001,-9.746780991554260E-002,9.121985939008347E-001,-1.088325862743094E-001,9.193310141563416E-001,-1.023075804114342E-001,9.183511741447451E-001,-9.962771233320238E-002,
3.845000000000000E+009,9.221540093421936E-001,-1.054275035858154E-001,9.107262455331371E-001,-1.162889676442620E-001,9.178545475006104E-001,-1.098784655332565E-001,9.171024291419985E-001,-1.072385235571862E-001,
3.850000000000000E+009,9.199056625366211E-001,-1.133579462766647E-001,9.085339365521760E-001,-1.237929778602017E-001,9.153760671615601E-001,-1.173358559608460E-001,9.149223129653933E-001,-1.150235582208634E-001,
3.855000000000000E+009,9.184015393257141E-001,-1.210191100835800E-001,9.070098061506177E-001,-1.312330141678818E-001,9.139389991760254E-001,-1.250629127025604E-001,9.135261020469667E-001,-1.226930229973793E-001,
3.860000000000000E+009,9.168763756752014E-001,-1.284921318292618E-001,9.053442096952051E-001,-1.385022062731390E-001,9.121421575546265E-001,-1.321255564689636E-001,9.119197823524478E-001,-1.301749568367005E-001,
3.865000000000000E+009,9.151411652565002E-001,-1.361586153507233E-001,9.035758427324182E-001,-1.457810266774126E-001,9.104756712913513E-001,-1.393903195858002E-001,9.101998952484133E-001,-1.375824962139130E-001,
3.870000000000000E+009,9.132659435272217E-001,-1.432951986789703E-001,9.018288439221577E-001,-1.527908793831963E-001,9.089799523353577E-001,-1.462977826595306E-001,9.085877112007144E-001,-1.446830197668076E-001,
3.875000000000000E+009,9.116385579109192E-001,-1.502725481987000E-001,9.000225925273201E-001,-1.595902117168784E-001,9.071229696273804E-001,-1.530591845512390E-001,9.068282733726504E-001,-1.516647834396363E-001,
3.880000000000000E+009,9.103509783744812E-001,-1.571079343557358E-001,8.987314960694105E-001,-1.663155139419330E-001,9.060067534446716E-001,-1.599798351526260E-001,9.055232309150697E-001,-1.585198995208740E-001,
3.885000000000000E+009,9.094095230102539E-001,-1.648548096418381E-001,8.976147390108840E-001,-1.739120367525394E-001,9.049710035324097E-001,-1.675184220075607E-001,9.044790652656557E-001,-1.660290399503708E-001,
3.890000000000000E+009,9.082229733467102E-001,-1.720695346593857E-001,8.964822185415127E-001,-1.809737041840810E-001,9.040987491607666E-001,-1.746544688940048E-001,9.035240774345399E-001,-1.731854353618622E-001,
3.895000000000000E+009,9.072074294090271E-001,-1.794247478246689E-001,8.952131075507881E-001,-1.883924625220074E-001,9.028757810592651E-001,-1.820385009050369E-001,9.022819872283938E-001,-1.805976634883881E-001,
3.900000000000000E+009,9.061816334724426E-001,-1.870723962783814E-001,8.939621479075001E-001,-1.958410661025902E-001,9.019057750701904E-001,-1.895893812179565E-001,9.012756250572205E-001,-1.879883213949204E-001,
3.905000000000000E+009,9.047530889511108E-001,-1.947833150625229E-001,8.923596217534232E-001,-2.032203118150350E-001,9.004752635955811E-001,-1.970266997814179E-001,8.999263375473025E-001,-1.955553163623811E-001,
3.910000000000000E+009,9.034598469734192E-001,-2.029653787612915E-001,8.909347953245961E-001,-2.110778493502382E-001,8.991778492927551E-001,-2.050902545452118E-001,8.985956329345705E-001,-2.036681118202210E-001,
3.915000000000000E+009,9.018548727035523E-001,-2.110154181718826E-001,8.893215331611796E-001,-2.188842534612320E-001,8.976455926895142E-001,-2.128871977329254E-001,8.970709426689150E-001,-2.114321226882935E-001,
3.920000000000000E+009,8.996725678443909E-001,-2.190357744693756E-001,8.873360323264228E-001,-2.266939982390363E-001,8.958821296691895E-001,-2.208184599876404E-001,8.952901197242739E-001,-2.193732759666444E-001,
3.925000000000000E+009,8.975108265876770E-001,-2.269678860902786E-001,8.852140968543074E-001,-2.346790723535066E-001,8.936827778816223E-001,-2.288790643215179E-001,8.932428388786317E-001,-2.274208616447449E-001,
3.930000000000000E+009,8.957070112228394E-001,-2.347834408283234E-001,8.831786911086663E-001,-2.424473056898432E-001,8.918627500534058E-001,-2.366565912961960E-001,8.913689653778077E-001,-2.352226929998398E-001,
3.935000000000000E+009,8.936931490898132E-001,-2.426522374153137E-001,8.809215756869954E-001,-2.502645349181905E-001,8.897778987884522E-001,-2.445472478866577E-001,8.894395072174075E-001,-2.430603048801422E-001,
3.940000000000000E+009,8.918262124061585E-001,-2.503786385059357E-001,8.787384984089196E-001,-2.576295025459187E-001,8.877496719360352E-001,-2.522726953029633E-001,8.874881316947939E-001,-2.507820969963074E-001,
3.945000000000000E+009,8.898908495903015E-001,-2.585557401180267E-001,8.765658846869777E-001,-2.655580953337355E-001,8.857660889625549E-001,-2.604520618915558E-001,8.853956989479067E-001,-2.588624390316010E-001,
3.950000000000000E+009,8.871428966522217E-001,-2.667712867259979E-001,8.737583167110827E-001,-2.735317699720472E-001,8.831217288970947E-001,-2.685281634330750E-001,8.827588276290895E-001,-2.670466562175751E-001,
3.955000000000000E+009,8.847882747650147E-001,-2.752493023872376E-001,8.712073836093673E-001,-2.814629683691628E-001,8.807106018066406E-001,-2.764434516429901E-001,8.805410778427126E-001,-2.751821033668519E-001,
3.960000000000000E+009,8.820075392723084E-001,-2.830393910408020E-001,8.683332215632025E-001,-2.890938344598092E-001,8.779035806655884E-001,-2.843124866485596E-001,8.777779876899722E-001,-2.829539588642120E-001,
3.965000000000000E+009,8.790223598480225E-001,-2.912439107894898E-001,8.652008061165547E-001,-2.968859649940956E-001,8.749628067016602E-001,-2.921836674213409E-001,8.748251985359195E-001,-2.910291788387299E-001,
3.970000000000000E+009,8.762574791908264E-001,-2.990544140338898E-001,8.622097837475371E-001,-3.043670038657501E-001,8.720363974571228E-001,-2.999964952468872E-001,8.720020843315126E-001,-2.987808128738404E-001,
3.975000000000000E+009,8.716257214546204E-001,-3.113469183444977E-001,8.576387063329651E-001,-3.158689982601841E-001,8.676208853721619E-001,-3.117830455303192E-001,8.674761386680605E-001,-3.106232946014405E-001,
3.980000000000000E+009,8.684042692184448E-001,-3.188442587852478E-001,8.544379019975366E-001,-3.230469917057048E-001,8.645577430725098E-001,-3.191212117671967E-001,8.644377484893802E-001,-3.181606919288636E-001,
3.985000000000000E+009,8.648249506950378E-001,-3.268753290176392E-001,8.507189948035601E-001,-3.306999673477618E-001,8.609074354171753E-001,-3.269702196121216E-001,8.607026536560062E-001,-3.259605422687532E-001,
3.990000000000000E+009,8.610598444938660E-001,-3.344259262084961E-001,8.470174447840020E-001,-3.377756846601647E-001,8.573672175407410E-001,-3.341982066631317E-001,8.573351084899904E-001,-3.332633851432801E-001,
3.995000000000000E+009,8.574061989784241E-001,-3.414852321147919E-001,8.434517437432798E-001,-3.442982136233071E-001,8.540247678756714E-001,-3.410719633102417E-001,8.538779518699646E-001,-3.403215380764008E-001,
4.000000000000000E+009,8.538158535957336E-001,-3.487853407859802E-001,8.401060639599809E-001,-3.514577640624145E-001,8.505513668060303E-001,-3.484039306640625E-001,8.504670338249210E-001,-3.478525573730469E-001,
4.005000000000000E+009,8.504790663719177E-001,-3.550983071327210E-001,8.368533047659120E-001,-3.574320351687915E-001,8.475276827812195E-001,-3.549010455608368E-001,8.471321536064150E-001,-3.541685335540772E-001,
4.010000000000000E+009,8.469263315200806E-001,-3.624969124794006E-001,8.334411930613837E-001,-3.645187739756656E-001,8.439593911170960E-001,-3.622039556503296E-001,8.435800574874881E-001,-3.614376334667206E-001,
4.015000000000000E+009,8.440251350402832E-001,-3.699383139610291E-001,8.305714488183009E-001,-3.716668327319235E-001,8.412072062492371E-001,-3.695324659347534E-001,8.407300507164003E-001,-3.688087264823914E-001,
4.020000000000000E+009,8.404303789138794E-001,-3.774665296077728E-001,8.273725166043927E-001,-3.788854253647582E-001,8.379692435264587E-001,-3.770756721496582E-001,8.375333766746523E-001,-3.764043883991242E-001,
4.025000000000000E+009,8.368567824363709E-001,-3.848753869533539E-001,8.240260713229624E-001,-3.859517158733023E-001,8.344641923904419E-001,-3.845564126968384E-001,8.341391960525516E-001,-3.838886560058595E-001,
4.030000000000000E+009,8.331164121627808E-001,-3.920852243900299E-001,8.204122208763707E-001,-3.930632033751750E-001,8.307581543922424E-001,-3.917674720287323E-001,8.304136002731324E-001,-3.912566254901887E-001,
4.035000000000000E+009,8.292026519775391E-001,-3.993117213249207E-001,8.167446268792569E-001,-4.000834747925802E-001,8.270785808563232E-001,-3.988572955131531E-001,8.265490297317506E-001,-3.986207179164887E-001,
4.040000000000000E+009,8.254958987236023E-001,-4.065306782722473E-001,8.131235155265466E-001,-4.070315348823704E-001,8.232213854789734E-001,-4.061059355735779E-001,8.227477951240541E-001,-4.056030331611635E-001,
4.045000000000000E+009,8.216113448143005E-001,-4.138961732387543E-001,8.094975574664642E-001,-4.142190302151044E-001,8.197013139724731E-001,-4.132798314094544E-001,8.189866840934755E-001,-4.130326882648470E-001,
4.050000000000000E+009,8.174975514411926E-001,-4.205497205257416E-001,8.055564423795913E-001,-4.208168467836608E-001,8.156479597091675E-001,-4.200892448425293E-001,8.148894343376163E-001,-4.198104444599153E-001,
4.055000000000000E+009,8.140951395034790E-001,-4.277384579181671E-001,8.021781718616156E-001,-4.281441328022774E-001,8.123379945755005E-001,-4.275440275669098E-001,8.114547174835208E-001,-4.271854396629334E-001,
4.060000000000000E+009,8.102089762687683E-001,-4.349721074104309E-001,7.982717997297321E-001,-4.351167214074265E-001,8.084033727645874E-001,-4.345763325691223E-001,8.076185050201417E-001,-4.343749719619753E-001,
4.065000000000000E+009,8.056750893592835E-001,-4.422812163829804E-001,7.940068476250443E-001,-4.421003740448300E-001,8.042504191398621E-001,-4.418526887893677E-001,8.032699899673463E-001,-4.415101875495911E-001,
4.070000000000000E+009,8.013314008712769E-001,-4.489855766296387E-001,7.896714267359293E-001,-4.487345145864546E-001,7.999089360237122E-001,-4.487031102180481E-001,7.988537132072451E-001,-4.484508219242097E-001,
4.075000000000000E+009,7.970589995384216E-001,-4.553740322589874E-001,7.857061685961175E-001,-4.549409841684056E-001,7.958729863166809E-001,-4.551783800125122E-001,7.946281726646425E-001,-4.548898522853852E-001,
4.080000000000000E+009,7.931509017944336E-001,-4.631637334823608E-001,7.818349390091512E-001,-4.625775586729840E-001,7.922194600105286E-001,-4.628542959690094E-001,7.907595078086855E-001,-4.624466254806519E-001,
4.085000000000000E+009,7.887462973594666E-001,-4.702804982662201E-001,7.775984181764308E-001,-4.695905064638167E-001,7.879489660263062E-001,-4.701744318008423E-001,7.863916245460512E-001,-4.697077634525300E-001,
4.090000000000000E+009,7.845048904418945E-001,-4.779464006423950E-001,7.732837214708606E-001,-4.771206950154294E-001,7.837777137756348E-001,-4.778753817081451E-001,7.821059757423403E-001,-4.774708899784089E-001,
4.095000000000000E+009,7.794502973556519E-001,-4.852204620838165E-001,7.685431071151611E-001,-4.840504891160644E-001,7.789406180381775E-001,-4.852727055549622E-001,7.771836173629763E-001,-4.845920721054078E-001,
4.100000000000000E+009,7.744301557540894E-001,-4.926286339759827E-001,7.634385967698445E-001,-4.912522894667364E-001,7.737839221954346E-001,-4.927353858947754E-001,7.720120281028748E-001,-4.920228753948213E-001,
4.105000000000000E+009,7.691812515258789E-001,-4.993450343608856E-001,7.584047159812016E-001,-4.978008047623223E-001,7.687082290649414E-001,-4.996705055236816E-001,7.668668070793154E-001,-4.988341528320313E-001,
4.110000000000000E+009,7.637655138969421E-001,-5.062413215637207E-001,7.532252721466354E-001,-5.044184079274608E-001,7.633548378944397E-001,-5.069472193717957E-001,7.614251323127748E-001,-5.058129240036011E-001,
4.115000000000000E+009,7.585501074790955E-001,-5.131401419639587E-001,7.480854138926345E-001,-5.113632552897129E-001,7.580500245094299E-001,-5.139636397361755E-001,7.561767532348634E-001,-5.129341022491456E-001,
4.120000000000000E+009,7.530114054679871E-001,-5.202876329421997E-001,7.427038789820573E-001,-5.181166741529667E-001,7.526138424873352E-001,-5.208789706230164E-001,7.505643292427064E-001,-5.198242858123781E-001,
4.125000000000000E+009,7.471334338188171E-001,-5.266854763031006E-001,7.372027943109745E-001,-5.242894098245521E-001,7.467927336692810E-001,-5.273440480232239E-001,7.445750708580019E-001,-5.262251050186159E-001,
4.130000000000000E+009,7.411587834358215E-001,-5.329868793487549E-001,7.315149676660248E-001,-5.306298055160340E-001,7.410011291503906E-001,-5.340251922607422E-001,7.387411376571657E-001,-5.326034217071535E-001,
4.135000000000000E+009,7.355824112892151E-001,-5.394636988639832E-001,7.260259237668918E-001,-5.365582970938911E-001,7.352576255798340E-001,-5.406148433685303E-001,7.328995791435242E-001,-5.387914608001710E-001,
4.140000000000000E+009,7.295480966567993E-001,-5.456357002258301E-001,7.203856358326650E-001,-5.425975403140113E-001,7.292904257774353E-001,-5.468459129333496E-001,7.269436260032653E-001,-5.448755949592592E-001,
4.145000000000000E+009,7.235464453697205E-001,-5.517352819442749E-001,7.147806658303646E-001,-5.485783664977006E-001,7.230297923088074E-001,-5.530433058738709E-001,7.209315168762208E-001,-5.509747959136964E-001,
4.150000000000000E+009,7.179186940193176E-001,-5.573264360427856E-001,7.097384037863765E-001,-5.539643584019963E-001,7.175050377845764E-001,-5.586611032485962E-001,7.153166103363038E-001,-5.564572750473023E-001,
4.155000000000000E+009,7.117993235588074E-001,-5.626757740974426E-001,7.041205936125908E-001,-5.593792036433755E-001,7.115374803543091E-001,-5.640408992767334E-001,7.092872637367249E-001,-5.616424204063416E-001,
4.160000000000000E+009,7.064046263694763E-001,-5.678959488868713E-001,6.990987554773169E-001,-5.647235426148600E-001,7.060782909393311E-001,-5.693181157112122E-001,7.040325341415407E-001,-5.667559490013123E-001,
4.165000000000000E+009,7.019309997558594E-001,-5.731993913650513E-001,6.946585778956019E-001,-5.701670299745956E-001,7.014638185501099E-001,-5.747060179710388E-001,6.993158030319214E-001,-5.719612839698792E-001,
4.170000000000000E+009,6.970072984695435E-001,-5.785343647003174E-001,6.900150985765033E-001,-5.759652980418276E-001,6.964881420135498E-001,-5.805046558380127E-001,6.945229241752626E-001,-5.773472850418092E-001,
4.175000000000000E+009,6.917025446891785E-001,-5.844175815582275E-001,6.851272801270465E-001,-5.817339576412870E-001,6.912645101547241E-001,-5.862122774124146E-001,6.894557341384889E-001,-5.828761213493348E-001,
4.180000000000000E+009,6.858558654785156E-001,-5.897380113601685E-001,6.797587781766326E-001,-5.874997288003693E-001,6.854478120803833E-001,-5.917979478836060E-001,6.841473832130434E-001,-5.883435386657716E-001,
4.185000000000000E+009,6.801012158393860E-001,-5.952219963073731E-001,6.740907681584805E-001,-5.932497648538956E-001,6.797795295715332E-001,-5.973774790763855E-001,6.785372537994386E-001,-5.940035318183899E-001,
4.190000000000000E+009,6.746972203254700E-001,-6.002557873725891E-001,6.686919070434821E-001,-5.987499531528837E-001,6.742590069770813E-001,-6.026313900947571E-001,6.730698951911928E-001,-5.993039442253113E-001,
4.195000000000000E+009,6.694555878639221E-001,-6.055186390876770E-001,6.633693211849915E-001,-6.043113637692894E-001,6.687936782836914E-001,-6.081254482269287E-001,6.678446696472170E-001,-6.047615447998047E-001,
4.200000000000000E+009,6.639535427093506E-001,-6.106005311012268E-001,6.577683158297314E-001,-6.096856180649587E-001,6.630798578262329E-001,-6.133399605751038E-001,6.622041612815859E-001,-6.100008746337892E-001,
4.205000000000000E+009,6.588373780250549E-001,-6.163324117660523E-001,6.524089379664555E-001,-6.154035917527292E-001,6.574567556381226E-001,-6.190057992935181E-001,6.568950889968873E-001,-6.155468146705628E-001,
4.210000000000000E+009,6.531673669815064E-001,-6.214843392372131E-001,6.467680074495580E-001,-6.207608404351048E-001,6.518489718437195E-001,-6.241699457168579E-001,6.514329648208621E-001,-6.207581793594361E-001,
4.215000000000000E+009,6.475561857223511E-001,-6.273324489593506E-001,6.410195134461695E-001,-6.269296655609649E-001,6.461901068687439E-001,-6.302506923675537E-001,6.459098070716859E-001,-6.269768908500673E-001,
4.220000000000000E+009,6.414703726768494E-001,-6.331557631492615E-001,6.348153378734720E-001,-6.324740112065952E-001,6.400510668754578E-001,-6.360346078872681E-001,6.396047329330445E-001,-6.326907454299928E-001,
4.225000000000000E+009,6.351845264434815E-001,-6.385007500648499E-001,6.284165694914250E-001,-6.379034562374515E-001,6.334966421127319E-001,-6.414963006973267E-001,6.331246726417542E-001,-6.380343247222902E-001,
4.230000000000000E+009,6.292499303817749E-001,-6.437652111053467E-001,6.224277965754584E-001,-6.432933190492138E-001,6.271744966506958E-001,-6.466622948646545E-001,6.271947396850588E-001,-6.433020711708070E-001,
4.235000000000000E+009,6.224691271781921E-001,-6.491376161575317E-001,6.155030954044067E-001,-6.483651720544758E-001,6.205223202705383E-001,-6.517007350921631E-001,6.203474793243409E-001,-6.484199933624268E-001,
4.240000000000000E+009,6.154196262359619E-001,-6.537555456161499E-001,6.085973046335653E-001,-6.529328849952844E-001,6.135299801826477E-001,-6.564477682113648E-001,6.134597945785523E-001,-6.530429559326173E-001,
4.245000000000000E+009,6.095801591873169E-001,-6.583052873611450E-001,6.027397865435172E-001,-6.573401442016188E-001,6.073290109634399E-001,-6.610212326049805E-001,6.075615523338319E-001,-6.575683435058596E-001,
4.250000000000000E+009,6.032384634017944E-001,-6.634950041770935E-001,5.964811734318637E-001,-6.623161770956622E-001,6.010166406631470E-001,-6.658518910408020E-001,6.012824175071718E-001,-6.625885531616211E-001,
4.255000000000000E+009,5.965728163719177E-001,-6.683008670806885E-001,5.900391832911283E-001,-6.670011075409759E-001,5.941853523254395E-001,-6.706738471984863E-001,5.947295497322083E-001,-6.673739432334901E-001,
4.260000000000000E+009,5.898619890213013E-001,-6.726436018943787E-001,5.835730003930405E-001,-6.713579432023911E-001,5.874501466751099E-001,-6.749792098999023E-001,5.878932882881167E-001,-6.718594016075136E-001,
4.265000000000000E+009,5.831503868103027E-001,-6.760975718498230E-001,5.772006404580710E-001,-6.750623255581520E-001,5.808102488517761E-001,-6.785266399383545E-001,5.812798909759522E-001,-6.752346399307252E-001,
4.270000000000000E+009,5.769065022468567E-001,-6.800050735473633E-001,5.706874343121656E-001,-6.791836710224498E-001,5.741478800773621E-001,-6.822350025177002E-001,5.748817813110354E-001,-6.790998105049133E-001,
4.275000000000000E+009,5.706643462181091E-001,-6.835102438926697E-001,5.646203931662631E-001,-6.828058725691564E-001,5.679527521133423E-001,-6.856988668441773E-001,5.688306806182862E-001,-6.826832946586611E-001,
4.280000000000000E+009,5.645386576652527E-001,-6.871188879013062E-001,5.586231497094788E-001,-6.864003650292412E-001,5.621080994606018E-001,-6.889258623123169E-001,5.629816318893434E-001,-6.861538400650025E-001,
4.285000000000000E+009,5.586031079292297E-001,-6.903315186500549E-001,5.528006251788120E-001,-6.898051777798118E-001,5.562190413475037E-001,-6.923730373382568E-001,5.569272645187379E-001,-6.895865172576905E-001,
4.290000000000000E+009,5.531457066535950E-001,-6.937264800071716E-001,5.476550304612600E-001,-6.933625302373587E-001,5.511727333068848E-001,-6.956644654273987E-001,5.516897225761415E-001,-6.929508637428286E-001,
4.295000000000000E+009,5.479891300201416E-001,-6.972348690032959E-001,5.421780625970851E-001,-6.973334728417973E-001,5.458610653877258E-001,-6.995299458503723E-001,5.464133197784424E-001,-6.966163645553590E-001,
