% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap1_p1_0_1plstc_S21,im:cap1_p1_0_1plstc_S21,re:cap1_p1_0_5plstc_S21,im:cap1_p1_0_5plstc_S21,re:cap1_p1_0_75_plstc_S21,im:cap1_p1_0_75_plstc_S21,re:cap1_p1_1_plstc_S21,im:cap1_p1_1_plstc_S21,
5.070000000000000E+009,-4.655932203691170E-001,-6.859578321726407E-001,-4.743539853324586E-001,-6.785993102893007E-001,-4.706365477105321E-001,-6.829556466862676E-001,-4.657408507171175E-001,-6.827932501761720E-001,-4.654509067535402E-001,-6.857120490074159E-001,
5.075000000000000E+009,-4.729305445202610E-001,-6.809427799985295E-001,-4.808520596790809E-001,-6.733471153550125E-001,-4.773693723635331E-001,-6.779353307260864E-001,-4.728984653350770E-001,-6.778160516070069E-001,-4.728258001804352E-001,-6.808226561546327E-001,
5.080000000000000E+009,-4.797784937247659E-001,-6.749160437627862E-001,-4.866488989149305E-001,-6.671723727649808E-001,-4.834107302693678E-001,-6.718884863123744E-001,-4.797388091670442E-001,-6.717999821324465E-001,-4.795519721508027E-001,-6.748318338394166E-001,
5.085000000000000E+009,-4.858134617920030E-001,-6.688224020053559E-001,-4.917219221028554E-001,-6.612245824608767E-001,-4.886553512625606E-001,-6.659437954114431E-001,-4.857115429331300E-001,-6.656519743564150E-001,-4.856992471218110E-001,-6.688885807991029E-001,
5.090000000000000E+009,-4.924633351342332E-001,-6.629260002609906E-001,-4.973996208156006E-001,-6.554981768701345E-001,-4.945281208521214E-001,-6.602909118069644E-001,-4.921149476744539E-001,-6.597723866218935E-001,-4.923727977275849E-001,-6.629038715362550E-001,
5.095000000000000E+009,-4.970214768563393E-001,-6.567430593385821E-001,-5.009896607979261E-001,-6.499319288339870E-001,-4.983570149417745E-001,-6.546309876043395E-001,-4.966659425271730E-001,-6.537403929448062E-001,-4.969725286960602E-001,-6.567709827423096E-001,
5.100000000000000E+009,-5.024141752991046E-001,-6.503450357828191E-001,-5.056282225350538E-001,-6.441493583348892E-001,-5.031257689472437E-001,-6.489412027147685E-001,-5.020200328243533E-001,-6.473223265063479E-001,-5.023356389999391E-001,-6.503043627738953E-001,
5.105000000000000E+009,-5.058513771845259E-001,-6.440663385973530E-001,-5.083747044010938E-001,-6.386360984739419E-001,-5.061482710540047E-001,-6.434320162240859E-001,-5.054305400131044E-001,-6.410037795831240E-001,-5.058415246009828E-001,-6.440070939064027E-001,
5.110000000000000E+009,-5.102791038118270E-001,-6.383103550666777E-001,-5.120998008112062E-001,-6.338717948968470E-001,-5.100776285484754E-001,-6.386438715161120E-001,-5.095132625767885E-001,-6.352975649988527E-001,-5.101689267158509E-001,-6.381987500190736E-001,
5.115000000000000E+009,-5.146847760126130E-001,-6.328870069693817E-001,-5.162573999654834E-001,-6.297820966122791E-001,-5.145439833432102E-001,-6.345610408699677E-001,-5.137100014442506E-001,-6.302645513029055E-001,-5.145080256462098E-001,-6.328414678573610E-001,
5.120000000000000E+009,-5.178141937793758E-001,-6.282131005238063E-001,-5.195658341410487E-001,-6.263983735998574E-001,-5.183013994820097E-001,-6.308773523813852E-001,-5.171530976001040E-001,-6.256906925995852E-001,-5.177116918563844E-001,-6.282011580467224E-001,
5.125000000000000E+009,-5.220691617934158E-001,-6.232631984571303E-001,-5.243095427694533E-001,-6.226704166350001E-001,-5.231225300147282E-001,-6.267735671614476E-001,-5.213081648412172E-001,-6.207758491241517E-001,-5.220346021652222E-001,-6.233949518203736E-001,
5.130000000000000E+009,-5.254664961529274E-001,-6.192539747294026E-001,-5.281960585127234E-001,-6.194794359390918E-001,-5.272559567676542E-001,-6.234094094006507E-001,-5.244349907590883E-001,-6.169414864245728E-001,-5.253057241439819E-001,-6.192041134834290E-001,
5.135000000000000E+009,-5.296379476001629E-001,-6.151510802399074E-001,-5.332160153456216E-001,-6.161003238562649E-001,-5.323364205801076E-001,-6.197283479904077E-001,-5.287201939811402E-001,-6.129835294261660E-001,-5.294649648666382E-001,-6.151706647872925E-001,
5.140000000000000E+009,-5.338083753009000E-001,-6.110280104030765E-001,-5.382366373354128E-001,-6.125264825598096E-001,-5.373376429976328E-001,-6.158851335834199E-001,-5.330039430393129E-001,-6.091752291175112E-001,-5.337268733978272E-001,-6.112425136566163E-001,
5.145000000000000E+009,-5.381482260581892E-001,-6.079616232348770E-001,-5.434899306700318E-001,-6.098167350673842E-001,-5.425859480478530E-001,-6.127662202955982E-001,-5.376349202237366E-001,-6.060636629964845E-001,-5.380737733840943E-001,-6.081373667716981E-001,
5.150000000000000E+009,-5.427572601969667E-001,-6.050118212964494E-001,-5.490997538160658E-001,-6.069777391990944E-001,-5.479067828823092E-001,-6.095941311582886E-001,-5.422118873757631E-001,-6.028432062804445E-001,-5.428294205665589E-001,-6.050692772865296E-001,
5.155000000000000E+009,-5.477219402024615E-001,-6.015050849586039E-001,-5.548211639307057E-001,-6.032832382529969E-001,-5.536012289811273E-001,-6.058947006485107E-001,-5.471070401127137E-001,-5.994991057060365E-001,-5.477115654945375E-001,-6.015347957611085E-001,
5.160000000000000E+009,-5.527145044938334E-001,-5.979207284724928E-001,-5.605520662535060E-001,-5.995083301549488E-001,-5.592778667956427E-001,-6.019298012959217E-001,-5.521082791753114E-001,-5.960569069710511E-001,-5.526767206192017E-001,-5.980251717567444E-001,
5.165000000000000E+009,-5.579490521983245E-001,-5.943464964546865E-001,-5.664053518408229E-001,-5.954370917885378E-001,-5.649247018174086E-001,-5.977304209799764E-001,-5.574848348002808E-001,-5.924685126797546E-001,-5.579898095130920E-001,-5.944146108627320E-001,
5.170000000000000E+009,-5.632005031743338E-001,-5.903576780028806E-001,-5.720534829344215E-001,-5.909741942815870E-001,-5.703364519783587E-001,-5.931028903846681E-001,-5.627921554543885E-001,-5.884244258019166E-001,-5.633424520492554E-001,-5.904801821708681E-001,
5.175000000000000E+009,-5.680631571240944E-001,-5.871462172814581E-001,-5.770645524643860E-001,-5.873324942998842E-001,-5.752449426070950E-001,-5.894578506379594E-001,-5.676489581438416E-001,-5.852167449565919E-001,-5.682048249244691E-001,-5.871931004524232E-001,
5.180000000000000E+009,-5.731025479284022E-001,-5.835573425745475E-001,-5.821722765110207E-001,-5.833286967410707E-001,-5.802518890080878E-001,-5.854439534747414E-001,-5.727473693949892E-001,-5.816243952144106E-001,-5.731346487998963E-001,-5.834202980995179E-001,
5.185000000000000E+009,-5.789504074534785E-001,-5.804304635447102E-001,-5.879936064176380E-001,-5.796551172314064E-001,-5.859615595410692E-001,-5.819126955179711E-001,-5.786416311503786E-001,-5.783966196708864E-001,-5.789279818534852E-001,-5.803374004364015E-001,
5.190000000000000E+009,-5.851286791847482E-001,-5.768222269676244E-001,-5.940274757870998E-001,-5.757368743510658E-001,-5.919785459230449E-001,-5.780040463880599E-001,-5.846622536861207E-001,-5.749029157144044E-001,-5.850933670997620E-001,-5.768227195739747E-001,
5.195000000000000E+009,-5.912873552045008E-001,-5.732234625615743E-001,-5.999814022549049E-001,-5.719841073982387E-001,-5.979239217122250E-001,-5.743671079468001E-001,-5.908991927540223E-001,-5.715504929152833E-001,-5.912754082679749E-001,-5.734020900726319E-001,
5.200000000000000E+009,-5.982748756455169E-001,-5.679278974075379E-001,-6.067154883562915E-001,-5.665085146763111E-001,-6.048172334965395E-001,-5.690975260670218E-001,-5.980598427681581E-001,-5.663865575255495E-001,-5.984366774559021E-001,-5.681239366531372E-001,
5.205000000000000E+009,-6.047376135592415E-001,-5.624176355093268E-001,-6.128441801869411E-001,-5.609586175673706E-001,-6.112604384218461E-001,-5.634951894379081E-001,-6.048666370228212E-001,-5.607379410820741E-001,-6.050174808502198E-001,-5.624710798263550E-001,
5.210000000000000E+009,-6.113083216002497E-001,-5.565615549453650E-001,-6.192944902583631E-001,-5.551224398162843E-001,-6.177817463910869E-001,-5.574183845132721E-001,-6.115744231967347E-001,-5.546635054773561E-001,-6.116221070289613E-001,-5.563966345787049E-001,
5.215000000000000E+009,-6.169027485713017E-001,-5.498973280538273E-001,-6.247241744644729E-001,-5.484778795126465E-001,-6.231708065129201E-001,-5.507634188733496E-001,-6.171389923938662E-001,-5.478670666363161E-001,-6.169362449645996E-001,-5.497409129142762E-001,
5.220000000000000E+009,-6.221978470343663E-001,-5.433557991227355E-001,-6.298179504449671E-001,-5.421022288583863E-001,-6.284657531207945E-001,-5.443098155994162E-001,-6.224522211787660E-001,-5.412776304249146E-001,-6.222167134284973E-001,-5.432575035095215E-001,
5.225000000000000E+009,-6.271679112043449E-001,-5.364846307536445E-001,-6.347039141830971E-001,-5.354456458266907E-001,-6.334497299441033E-001,-5.373142100909901E-001,-6.273928268441287E-001,-5.342909382998902E-001,-6.271847152709962E-001,-5.364431071281434E-001,
5.230000000000000E+009,-6.323319825110838E-001,-5.295680738599153E-001,-6.400024525523744E-001,-5.288277207012404E-001,-6.387403145414635E-001,-5.304714833233009E-001,-6.325871110630006E-001,-5.274296676910095E-001,-6.324340152740479E-001,-5.296307086944581E-001,
5.235000000000000E+009,-6.362954186118230E-001,-5.226364996114813E-001,-6.443049463152419E-001,-5.221625269871913E-001,-6.429707824119620E-001,-5.235706273911422E-001,-6.366821589719424E-001,-5.204834293177003E-001,-6.364960765838623E-001,-5.226695799827577E-001,
5.240000000000000E+009,-6.399267114118448E-001,-5.153071591709941E-001,-6.483331976509890E-001,-5.149635591901308E-001,-6.469385306741380E-001,-5.160743197354338E-001,-6.402633005562624E-001,-5.130035780818910E-001,-6.401165151596070E-001,-5.151841402053834E-001,
5.245000000000000E+009,-6.427217840441333E-001,-5.094745952005155E-001,-6.516752886107886E-001,-5.090743012405482E-001,-6.498792948238504E-001,-5.098390937359784E-001,-6.431992851491395E-001,-5.069966510759951E-001,-6.429313945770265E-001,-5.092039680480958E-001,
5.250000000000000E+009,-6.464631117501480E-001,-5.033783207243359E-001,-6.558948702080814E-001,-5.027496099101784E-001,-6.537238551990630E-001,-5.035263111859964E-001,-6.467017258481692E-001,-5.007350187780334E-001,-6.465653467178346E-001,-5.031651067733766E-001,
5.255000000000000E+009,-6.494345332479403E-001,-4.975637957136065E-001,-6.591335369518057E-001,-4.966692275586018E-001,-6.569691055935830E-001,-4.976126079484831E-001,-6.494543544137637E-001,-4.951023355726411E-001,-6.494794583320619E-001,-4.973789918422700E-001,
5.260000000000000E+009,-6.520343831764359E-001,-4.925149563972791E-001,-6.620650282989298E-001,-4.911939522130818E-001,-6.597004105413493E-001,-4.920685213286846E-001,-6.520890315765932E-001,-4.900162305943299E-001,-6.520255374908448E-001,-4.923190712928773E-001,
5.265000000000000E+009,-6.552789325343880E-001,-4.879432770876429E-001,-6.653782197311684E-001,-4.863269306787129E-001,-6.629273358694032E-001,-4.869265666315104E-001,-6.552307419818788E-001,-4.853892264576295E-001,-6.553131556510925E-001,-4.877654135227204E-001,
5.270000000000000E+009,-6.589275437662657E-001,-4.833861252730979E-001,-6.692547883556911E-001,-4.816637089433791E-001,-6.664868705871729E-001,-4.821020630106156E-001,-6.588568685445742E-001,-4.808423060682650E-001,-6.588830494880678E-001,-4.831399166584016E-001,
5.275000000000000E+009,-6.628380406596557E-001,-4.795217093966581E-001,-6.733707881458669E-001,-4.774523845030421E-001,-6.701687188060099E-001,-4.779679779074930E-001,-6.625392193922364E-001,-4.769657969296480E-001,-6.627243041992188E-001,-4.793873703479767E-001,
5.280000000000000E+009,-6.670816750862032E-001,-4.747763377002108E-001,-6.778637654003212E-001,-4.724302298614790E-001,-6.744659762001963E-001,-4.730972690696341E-001,-6.667959722444031E-001,-4.725185198036165E-001,-6.670515060424804E-001,-4.746013414859772E-001,
5.285000000000000E+009,-6.715448680507563E-001,-4.701802475515876E-001,-6.825349221084305E-001,-4.674564388488710E-001,-6.789084958409777E-001,-4.680616248052038E-001,-6.715106258856203E-001,-4.679186870953096E-001,-6.715006542205810E-001,-4.699981808662415E-001,
5.290000000000000E+009,-6.772324988826436E-001,-4.650388336085826E-001,-6.883120277377673E-001,-4.619707353492348E-001,-6.844438521142948E-001,-4.625938443860665E-001,-6.771732031987551E-001,-4.626144280473146E-001,-6.770849466323853E-001,-4.648859000205994E-001,
5.295000000000000E+009,-6.819184495362078E-001,-4.597673677417373E-001,-6.931649457336562E-001,-4.562494263572524E-001,-6.890124826271143E-001,-4.570406686605627E-001,-6.818096647655518E-001,-4.572791359594453E-001,-6.818738436698915E-001,-4.596315300464631E-001,
5.300000000000000E+009,-6.862878192230351E-001,-4.536381321296882E-001,-6.975288108935109E-001,-4.495044931836879E-001,-6.931584856609727E-001,-4.504737558724895E-001,-6.860621453623352E-001,-4.509584531250733E-001,-6.862582659721376E-001,-4.533806681632996E-001,
5.305000000000000E+009,-6.910442443593067E-001,-4.484893642886039E-001,-7.021341274537136E-001,-4.437844453644563E-001,-6.975891568947784E-001,-4.450307602403905E-001,-6.908057828837586E-001,-4.458983043857637E-001,-6.910561847686769E-001,-4.482737815380097E-001,
5.310000000000000E+009,-6.957963354675716E-001,-4.428970363448833E-001,-7.066610685193203E-001,-4.379031070647908E-001,-7.019854574515613E-001,-4.392694173838658E-001,-6.954578129783937E-001,-4.403944509276886E-001,-6.956877613067627E-001,-4.425768470764161E-001,
5.315000000000000E+009,-7.006442546725272E-001,-4.369885854969132E-001,-7.112057912990016E-001,-4.316363168409761E-001,-7.064783375043935E-001,-4.332244135491642E-001,-7.002069952772828E-001,-4.346624351641542E-001,-7.003391933441162E-001,-4.367217707633972E-001,
5.320000000000000E+009,-7.055508697201014E-001,-4.299670401407091E-001,-7.158287183689296E-001,-4.242486614441457E-001,-7.110547251273730E-001,-4.261371429412842E-001,-7.054226396716493E-001,-4.277036261005738E-001,-7.051982307434084E-001,-4.298563134670258E-001,
5.325000000000000E+009,-7.095121269522103E-001,-4.230559924443277E-001,-7.193408822199734E-001,-4.169523127707850E-001,-7.146590832750311E-001,-4.190123846248382E-001,-7.095861411072084E-001,-4.205545446432741E-001,-7.092852401733398E-001,-4.229351294040681E-001,
5.330000000000000E+009,-7.137099760281354E-001,-4.165673062503258E-001,-7.229223188545790E-001,-4.101913995420357E-001,-7.182583826693760E-001,-4.122735937677012E-001,-7.135527372948244E-001,-4.137074136998933E-001,-7.134335875511170E-001,-4.163191044330598E-001,
5.335000000000000E+009,-7.178854568475940E-001,-4.090600277271376E-001,-7.266637309506057E-001,-4.025915125526949E-001,-7.219412450381292E-001,-4.048877916706586E-001,-7.175599287657410E-001,-4.062767293499147E-001,-7.176386809349060E-001,-4.089987421035767E-001,
5.340000000000000E+009,-7.215800453588290E-001,-4.015570207216706E-001,-7.296980765125283E-001,-3.950347074705994E-001,-7.250734268499280E-001,-3.975460211183720E-001,-7.213427878246523E-001,-3.989020724365419E-001,-7.212971258163454E-001,-4.015323364734650E-001,
5.345000000000000E+009,-7.242062546571794E-001,-3.942419604073255E-001,-7.317229143607962E-001,-3.877532976470594E-001,-7.273622740570502E-001,-3.904266090937282E-001,-7.242066681925111E-001,-3.914479481230440E-001,-7.239776325225831E-001,-3.942724013328553E-001,
5.350000000000000E+009,-7.273722662102040E-001,-3.872403332200252E-001,-7.341376600688137E-001,-3.809992233251436E-001,-7.299631999636691E-001,-3.835179199670177E-001,-7.271314523161074E-001,-3.841748125684145E-001,-7.271116423606874E-001,-3.872302782535554E-001,
5.355000000000000E+009,-7.299758196573614E-001,-3.796151116071840E-001,-7.362170469796451E-001,-3.736953500869361E-001,-7.321397848147812E-001,-3.762593431197990E-001,-7.296601547172427E-001,-3.765742246175325E-001,-7.296873831748962E-001,-3.797504663467408E-001,
5.360000000000000E+009,-7.321509043726348E-001,-3.720970536014134E-001,-7.379273038208596E-001,-3.664767409736866E-001,-7.339567871454948E-001,-3.691362337902493E-001,-7.317747368084536E-001,-3.688485601898896E-001,-7.319865989685059E-001,-3.720815324783325E-001,
5.365000000000000E+009,-7.337458319918693E-001,-3.658680616811588E-001,-7.391528792208278E-001,-3.607242720885865E-001,-7.351842889617293E-001,-3.632021817282142E-001,-7.331650780813723E-001,-3.625847745492921E-001,-7.334635114669801E-001,-3.658564949035645E-001,
5.370000000000000E+009,-7.359711768897463E-001,-3.589826505570125E-001,-7.410832043493226E-001,-3.545749190987311E-001,-7.370629584899570E-001,-3.569694895435031E-001,-7.351380942302005E-001,-3.557635916596986E-001,-7.357451295852661E-001,-3.590740144252777E-001,
5.375000000000000E+009,-7.379649904389207E-001,-3.531640799957181E-001,-7.430666044557179E-001,-3.496110689256879E-001,-7.391018193279924E-001,-3.518652162443754E-001,-7.370290198459231E-001,-3.501386198490510E-001,-7.377540993690491E-001,-3.532929074764252E-001,
5.380000000000000E+009,-7.401959197689056E-001,-3.478350086235699E-001,-7.456241322289455E-001,-3.449556000468952E-001,-7.415855314750719E-001,-3.471113719320815E-001,-7.392582701093631E-001,-3.448755860995973E-001,-7.399973130226136E-001,-3.478441762924195E-001,
5.385000000000000E+009,-7.430770624794056E-001,-3.418390814843227E-001,-7.490617433615029E-001,-3.396090647532636E-001,-7.447743363621591E-001,-3.416346030202631E-001,-7.420287447859133E-001,-3.389997036330140E-001,-7.427127885818483E-001,-3.420500624179841E-001,
5.390000000000000E+009,-7.457159087198271E-001,-3.365598009215360E-001,-7.522826919631814E-001,-3.345413069190870E-001,-7.478512005680185E-001,-3.366073816807651E-001,-7.445275945954957E-001,-3.337449186586427E-001,-7.455380582809449E-001,-3.368764162063599E-001,
5.395000000000000E+009,-7.490094683900448E-001,-3.313136731437623E-001,-7.561624973049123E-001,-3.296238912843739E-001,-7.515990064595219E-001,-3.315511433482937E-001,-7.478034495935915E-001,-3.286975618327058E-001,-7.488632631301880E-001,-3.315916204452515E-001,
5.400000000000000E+009,-7.529808742317232E-001,-3.251332126071822E-001,-7.609507967666201E-001,-3.235313741938910E-001,-7.560863649931282E-001,-3.253602068018862E-001,-7.518734860532657E-001,-3.225071089380892E-001,-7.529489040374757E-001,-3.254153406620026E-001,
5.405000000000000E+009,-7.562257404820657E-001,-3.194955077302668E-001,-7.649238054038905E-001,-3.176767607226393E-001,-7.597186579218851E-001,-3.195672683685231E-001,-7.550336013218632E-001,-3.168791282872926E-001,-7.563153600692750E-001,-3.196534240245820E-001,
5.410000000000000E+009,-7.600044301839258E-001,-3.136449772936065E-001,-7.692890587163149E-001,-3.114691923454536E-001,-7.638241135911733E-001,-3.135861989992875E-001,-7.587721461017580E-001,-3.111512572599213E-001,-7.601131319999698E-001,-3.137360799312592E-001,
5.415000000000000E+009,-7.639833219285013E-001,-3.070285694684415E-001,-7.736746411612576E-001,-3.045765788018482E-001,-7.680490189836449E-001,-3.068364714319496E-001,-7.627630349526187E-001,-3.046122845264496E-001,-7.640335154533389E-001,-3.070225560665131E-001,
5.420000000000000E+009,-7.667855609669187E-001,-3.001906608319256E-001,-7.768809854800600E-001,-2.972811063447535E-001,-7.710637531749295E-001,-2.996629542075970E-001,-7.654826930230287E-001,-2.977712332977783E-001,-7.666861200332643E-001,-3.002033674716950E-001,
5.425000000000000E+009,-7.700368026466186E-001,-2.936677837683646E-001,-7.806050317687673E-001,-2.904036578978791E-001,-7.745081785515544E-001,-2.928413319743603E-001,-7.686983804712894E-001,-2.914683226554627E-001,-7.699012064933779E-001,-2.937472617626191E-001,
5.430000000000000E+009,-7.726920792796554E-001,-2.872314850817904E-001,-7.836588941107814E-001,-2.833886432746027E-001,-7.773054346666661E-001,-2.860671710461732E-001,-7.714424435645509E-001,-2.852203961762330E-001,-7.727263355255127E-001,-2.875159311294556E-001,
5.435000000000000E+009,-7.754110502392386E-001,-2.805043078890350E-001,-7.862959535310476E-001,-2.759976670876722E-001,-7.798239897895289E-001,-2.790014534291506E-001,-7.743261598506228E-001,-2.784315207568604E-001,-7.755700707435610E-001,-2.805976271629334E-001,
5.440000000000000E+009,-7.783717736958785E-001,-2.733861681135822E-001,-7.892291880369790E-001,-2.683659400758393E-001,-7.826057054294058E-001,-2.716670829475044E-001,-7.770917636811099E-001,-2.713053771362122E-001,-7.784667348861697E-001,-2.733220589160920E-001,
5.445000000000000E+009,-7.813221311174822E-001,-2.662825951556074E-001,-7.922368413777675E-001,-2.609047964340296E-001,-7.855671284522693E-001,-2.643898807720956E-001,-7.801780246346863E-001,-2.644788299266419E-001,-7.814331912994386E-001,-2.662080013751984E-001,
5.450000000000000E+009,-7.835205803455565E-001,-2.585605784699155E-001,-7.942494031191018E-001,-2.526658683544282E-001,-7.874368259741511E-001,-2.563746373264768E-001,-7.826669646166202E-001,-2.568379322504975E-001,-7.835054516792298E-001,-2.584630823135377E-001,
5.455000000000000E+009,-7.861139496565336E-001,-2.515246087523304E-001,-7.963778720249808E-001,-2.451389058673981E-001,-7.895281148324117E-001,-2.491520375271019E-001,-7.853119158382327E-001,-2.494857774827698E-001,-7.861086082458496E-001,-2.513711464405060E-001,
5.460000000000000E+009,-7.883919209523908E-001,-2.437341011310198E-001,-7.980895751273097E-001,-2.371048118399775E-001,-7.912542082331220E-001,-2.415542651800342E-001,-7.875433236436465E-001,-2.416710384701203E-001,-7.882876133918764E-001,-2.436343824863434E-001,
5.465000000000000E+009,-7.906635264299575E-001,-2.362101749324416E-001,-8.000615741907181E-001,-2.297144947110481E-001,-7.934020199088989E-001,-2.343558857121363E-001,-7.898925836261965E-001,-2.341216056681397E-001,-7.907177424430848E-001,-2.360238373279572E-001,
5.470000000000000E+009,-7.929464419856166E-001,-2.286468351722283E-001,-8.020353240777248E-001,-2.221712703613514E-001,-7.954188753396636E-001,-2.270084232049639E-001,-7.922046743552066E-001,-2.265488591456223E-001,-7.927683687210084E-001,-2.284314149618149E-001,
5.475000000000000E+009,-7.954036819052697E-001,-2.205955947302532E-001,-8.041493271726748E-001,-2.141705103008826E-001,-7.975125735597666E-001,-2.192460170314074E-001,-7.947465811000858E-001,-2.185314400850800E-001,-7.951266694068910E-001,-2.205858767032624E-001,
5.480000000000000E+009,-7.972895510437341E-001,-2.131510043876092E-001,-8.058056781705263E-001,-2.068201285359354E-001,-7.994008994717233E-001,-2.122140450775378E-001,-7.967638554088931E-001,-2.110236856687684E-001,-7.971709513664247E-001,-2.131850725412369E-001,
5.485000000000000E+009,-7.990294775105865E-001,-2.056057946102644E-001,-8.071975458511331E-001,-1.994184936576759E-001,-8.009796220776331E-001,-2.048983999865101E-001,-7.985861293928958E-001,-2.032192893204590E-001,-7.990463352203370E-001,-2.055411231517792E-001,
5.490000000000000E+009,-8.014333093974608E-001,-1.972389830498028E-001,-8.094402745850308E-001,-1.913451919247834E-001,-8.033572883744626E-001,-1.968554141925333E-001,-8.008568241325746E-001,-1.946387631812974E-001,-8.013908004760744E-001,-1.970099204778671E-001,
5.495000000000000E+009,-8.032358280286951E-001,-1.892684253560763E-001,-8.111818608959427E-001,-1.836190806717521E-001,-8.051867288703797E-001,-1.892781857123334E-001,-8.024741135254703E-001,-1.866645482850479E-001,-8.030483675003052E-001,-1.890104371309281E-001,
5.500000000000000E+009,-8.045627010874511E-001,-1.809770472768211E-001,-8.125643449128641E-001,-1.758037613170655E-001,-8.067092421243874E-001,-1.813693631537894E-001,-8.037618346732363E-001,-1.784972149645310E-001,-8.041985106468202E-001,-1.807953757047654E-001,
5.505000000000000E+009,-8.060703724968965E-001,-1.732558339564434E-001,-8.143416917515787E-001,-1.682851214572919E-001,-8.083964171192236E-001,-1.738918848087429E-001,-8.052124886892458E-001,-1.708861942757950E-001,-8.055560016632082E-001,-1.731575977802277E-001,
5.510000000000000E+009,-8.071261347083311E-001,-1.652510688830994E-001,-8.157717044623697E-001,-1.603621385476267E-001,-8.097652768412548E-001,-1.661742642127321E-001,-8.064039344105534E-001,-1.628953054933030E-001,-8.067278933525086E-001,-1.654041129350662E-001,
5.515000000000000E+009,-8.083703440223609E-001,-1.573852528053775E-001,-8.174061217946560E-001,-1.525061886364710E-001,-8.113926429729830E-001,-1.584407840601038E-001,-8.077081527797915E-001,-1.549341041212967E-001,-8.082495164871217E-001,-1.575186049938202E-001,
5.520000000000000E+009,-8.093975555569968E-001,-1.493607461168255E-001,-8.187156756396620E-001,-1.445417886297531E-001,-8.127688596239671E-001,-1.505765325837863E-001,-8.087185355808290E-001,-1.468654579600525E-001,-8.092970275878907E-001,-1.494690519571305E-001,
5.525000000000000E+009,-8.103673794691549E-001,-1.414952526332591E-001,-8.201663817222853E-001,-1.366012334906662E-001,-8.143450847866893E-001,-1.427115490393942E-001,-8.096258761155337E-001,-1.390358300893708E-001,-8.103270411491395E-001,-1.414841705560684E-001,
5.530000000000000E+009,-8.113899043000277E-001,-1.339256878230569E-001,-8.216649838842752E-001,-1.288451541395279E-001,-8.157387316298004E-001,-1.348832453413315E-001,-8.105956651794557E-001,-1.314701452541428E-001,-8.111241340637209E-001,-1.338481694459915E-001,
5.535000000000000E+009,-8.122885525237535E-001,-1.263762167183535E-001,-8.230075381572842E-001,-1.208395922338321E-001,-8.168878817021754E-001,-1.270141582951695E-001,-8.114924112933779E-001,-1.239844454649964E-001,-8.120245146751406E-001,-1.263832038640976E-001,
5.540000000000000E+009,-8.130580725338976E-001,-1.185598222192623E-001,-8.240476920233804E-001,-1.125861670645108E-001,-8.178303766613737E-001,-1.188725430413454E-001,-8.122753596052492E-001,-1.161806858543923E-001,-8.127431321144105E-001,-1.185766687989235E-001,
5.545000000000000E+009,-8.140855258017542E-001,-1.107217258463634E-001,-8.253201599386112E-001,-1.043581697461512E-001,-8.189212127293337E-001,-1.107646114551389E-001,-8.133148515658755E-001,-1.084072733273964E-001,-8.138001537323000E-001,-1.108482080698013E-001,
5.550000000000000E+009,-8.145573089262281E-001,-1.029018895882457E-001,-8.261227061270193E-001,-9.605044769528888E-002,-8.195505155727255E-001,-1.027472193994052E-001,-8.138579275792544E-001,-1.004715273737588E-001,-8.143817257881166E-001,-1.030228486657143E-001,
5.555000000000000E+009,-8.149484274171687E-001,-9.477668962512197E-002,-8.266795199341090E-001,-8.733545105228610E-002,-8.199929315586262E-001,-9.437430751943257E-002,-8.141704833377444E-001,-9.227270321998600E-002,-8.147578883171083E-001,-9.482830286026001E-002,
5.560000000000000E+009,-8.156093597054662E-001,-8.733936993686969E-002,-8.273993389287040E-001,-7.929013067475710E-002,-8.207357215969277E-001,-8.673731370262694E-002,-8.148441555737368E-001,-8.502528890152895E-002,-8.154274845123292E-001,-8.739221781492235E-002,
5.565000000000000E+009,-8.158755457475733E-001,-7.961970598235499E-002,-8.275818775529764E-001,-7.091781082609149E-002,-8.209716400615212E-001,-7.859960795184651E-002,-8.152163531398744E-001,-7.723889271937792E-002,-8.155696702003480E-001,-7.970190048217773E-002,
5.570000000000000E+009,-8.158654497981461E-001,-7.132696415581340E-002,-8.274436561542227E-001,-6.232875489908159E-002,-8.208920615421694E-001,-7.021739858407233E-002,-8.152542556711977E-001,-6.891845163434451E-002,-8.155644750595095E-001,-7.153616428375245E-002,
5.575000000000000E+009,-8.160794741194433E-001,-6.392087159524650E-002,-8.275895502931215E-001,-5.439179728341516E-002,-8.210679564295980E-001,-6.255129551099874E-002,-8.155163986478456E-001,-6.148162242998620E-002,-8.158701825141909E-001,-6.404270261526109E-002,
5.580000000000000E+009,-8.161485479624551E-001,-5.594582053072968E-002,-8.273804596132180E-001,-4.592883322389398E-002,-8.209063015095763E-001,-5.436095608110708E-002,-8.155191747130131E-001,-5.332250713483507E-002,-8.158167386054994E-001,-5.607673794031144E-002,
5.585000000000000E+009,-8.155994240272972E-001,-4.797371911589859E-002,-8.264335642038113E-001,-3.765557704063142E-002,-8.200950044194049E-001,-4.642282618605815E-002,-8.149539050433169E-001,-4.535838378235398E-002,-8.152786159515382E-001,-4.822613567113877E-002,
